model	response	n	observed_mean	yrep_median_mean	mean_residual	rmse	mean_abs_std_residual	prop_outside_yrep90	prop_pp_twotail_lt_0.10	prop_pp_twotail_lt_0.05
base_k0	befa.st	1132	1.44106132803971	1.3773228384533	0.0637384895864163	0.323064391162543	0.760298676781769	0.0909893992932862	0.0892226148409894	0.0503533568904594
ftp_k0	befa.st	1132	1.44106132803971	1.38070916811124	0.0603521599284735	0.31764231449349	0.756924573909292	0.092756183745583	0.0892226148409894	0.0521201413427562
ftp_k1	befa.st	1132	1.44106132803971	1.37935901737274	0.0617023106669743	0.318990163333396	0.75681981166772	0.0892226148409894	0.0856890459363958	0.0503533568904594
ftp_sp_k0	befa.st	1132	1.44106132803971	1.39523701892878	0.0458243091109335	0.263973585210568	0.71561281169123	0.0980565371024735	0.0980565371024735	0.0485865724381625
ftp_sp_k1	befa.st	1132	1.44106132803971	1.39524054184743	0.0458207861922797	0.264083899324886	0.71557444205938	0.0954063604240283	0.0954063604240283	0.0459363957597173
ftp_sp_k2	befa.st	1132	1.44106132803971	1.3957838951664	0.0452774328733137	0.262312704218967	0.70824230768395	0.0936395759717314	0.0936395759717314	0.0477031802120141
sp_k0	befa.st	1132	1.44106132803971	1.39556884958668	0.0454924784530359	0.264100974085059	0.717092766815114	0.0971731448763251	0.0971731448763251	0.0477031802120141
sp_k1	befa.st	1132	1.44106132803971	1.39452421873564	0.0465371093040763	0.264184289687834	0.7124102070954	0.0918727915194346	0.0901060070671378	0.0512367491166078
base_k0	befr.st	524	0.442216609003624	0.403113795621245	0.0391028133823786	0.269626738795776	0.7435089975844	0.0916030534351145	0.0916030534351145	0.0572519083969466
ftp_k0	befr.st	524	0.442216609003624	0.406736544112112	0.0354800648915124	0.259560439833592	0.749997831707797	0.0916030534351145	0.0916030534351145	0.0458015267175573
ftp_k1	befr.st	524	0.442216609003624	0.407345973636392	0.0348706353672319	0.259218731987973	0.744609436461097	0.0877862595419847	0.0877862595419847	0.049618320610687
ftp_sp_k0	befr.st	524	0.442216609003624	0.413038993974146	0.0291776150294776	0.226000869547631	0.71233118562731	0.0648854961832061	0.0648854961832061	0.0362595419847328
ftp_sp_k1	befr.st	524	0.442216609003624	0.413157014948375	0.0290595940552486	0.223054193160878	0.709019598696852	0.0744274809160305	0.0706106870229008	0.032442748091603
ftp_sp_k2	befr.st	524	0.442216609003624	0.413008329045341	0.0292082799582828	0.223840692787904	0.704252238955917	0.0687022900763359	0.066793893129771	0.0381679389312977
sp_k0	befr.st	524	0.442216609003624	0.41290519634631	0.0293114126573138	0.224894914610977	0.709382062367647	0.066793893129771	0.066793893129771	0.0362595419847328
sp_k1	befr.st	524	0.442216609003624	0.413406186205994	0.0288104227976299	0.226154199463745	0.708853410117105	0.0687022900763359	0.0687022900763359	0.0362595419847328
