ext_no	sp	dbh	h	plot_size
20	편백	21	18.5	0.04
20	편백	23.3	18.9	0.04
20	편백	23.8	19	0.04
20	편백	23.2	18.9	0.04
20	편백	27.5	19.6	0.04
20	편백	28.2	19.7	0.04
20	편백	28.2	19.7	0.04
20	편백	29.5	19.9	0.04
20	편백	30.2	20	0.04
20	편백	30.8	20	0.04
20	편백	31.1	20.1	0.04
20	편백	32.8	20.3	0.04
20	편백	32.5	20.3	0.04
20	편백	33.1	20.3	0.04
20	편백	34	20.5	0.04
20	편백	34.8	20.6	0.04
20	편백	34.4	20.5	0.04
20	편백	37.1	20.8	0.04
20	편백	38.3	21	0.04
20	편백	38.1	21	0.04
20	편백	40.7	21.3	0.04
20	편백	40.3	21.2	0.04
20	편백	40.8	21.3	0.04
20	편백	42	21.4	0.04
20	편백	45.7	21.8	0.04
21	편백	32.5	17	0.04
21	편백	26.6	17.3	0.04
21	편백	32.9	17	0.04
21	편백	41.6	16.7	0.04
21	편백	22.2	17.5	0.04
21	편백	18.1	17.8	0.04
21	편백	30.6	17.1	0.04
21	편백	26.3	17.3	0.04
21	편백	30.6	17.1	0.04
21	편백	36.5	16.9	0.04
21	편백	30	17.1	0.04
21	편백	18.2	17.8	0.04
21	편백	34.2	17	0.04
21	편백	27.7	17.2	0.04
21	편백	45.3	16.6	0.04
21	편백	39.9	16.8	0.04
21	편백	36.5	16.9	0.04
21	편백	38.2	16.8	0.04
21	편백	27.6	17.2	0.04
21	편백	33.9	17	0.04
21	편백	32.7	17	0.04
21	편백	31.3	17.1	0.04
21	편백	22	17.5	0.04
21	편백	24	17.4	0.04
21	편백	27	17.3	0.04
21	편백	30	17.1	0.04
21	편백	29.9	17.1	0.04
21	편백	33.9	17	0.04
21	편백	36.2	16.9	0.04
21	편백	20.9	17.6	0.04
21	편백	41.3	16.7	0.04
21	편백	33.5	17	0.04
21	편백	29.6	17.2	0.04
21	편백	37.2	16.9	0.04
21	편백	16.8	17.9	0.04
22	편백	30.7	14.5	0.04
22	편백	26.6	14.2	0.04
22	편백	30.5	14.5	0.04
22	편백	18.3	13.3	0.04
22	편백	25.7	14.1	0.04
22	편백	37.6	15.1	0.04
22	편백	17.4	13.2	0.04
22	편백	25.5	14.1	0.04
22	편백	16.4	13	0.04
22	편백	30.2	14.5	0.04
22	편백	23.7	13.9	0.04
22	편백	20	13.5	0.04
22	편백	28	14.3	0.04
22	편백	25.1	14	0.04
22	편백	28.3	14.3	0.04
22	편백	24.7	14	0.04
22	편백	25.1	14	0.04
22	편백	24.8	14	0.04
22	편백	27.1	14.2	0.04
22	편백	30.3	14.5	0.04
22	편백	27.7	14.3	0.04
22	편백	22.1	13.7	0.04
22	편백	19.6	13.5	0.04
22	편백	33.6	14.8	0.04
22	편백	23.8	13.9	0.04
22	편백	23.2	13.9	0.04
22	편백	19.5	13.4	0.04
22	편백	19.8	13.5	0.04
22	편백	19.9	13.5	0.04
22	편백	22.2	13.7	0.04
22	편백	29	14.4	0.04
22	편백	23.9	13.9	0.04
22	편백	18.5	13.3	0.04
22	편백	33.2	14.7	0.04
22	편백	31.8	14.6	0.04
22	편백	22.1	13.7	0.04
22	편백	29.5	14.4	0.04
22	편백	22.4	13.8	0.04
22	편백	20.8	13.6	0.04
22	편백	20.5	13.6	0.04
23	편백	21.4	14.7	0.04
23	편백	29	18.5	0.04
23	편백	15.1	11.3	0.04
23	편백	24.5	16.3	0.04
23	편백	15.5	11.6	0.04
23	편백	27.7	17.9	0.04
23	편백	30	19	0.04
23	편백	18.9	13.4	0.04
23	편백	21.3	14.7	0.04
23	삼나무	21.8	14.9	0.04
23	편백	21.2	14.6	0.04
23	편백	28	18	0.04
23	편백	20.3	14.2	0.04
23	삼나무	21.3	14.7	0.04
23	편백	25.2	16.7	0.04
23	편백	24.1	16.1	0.04
23	편백	18.2	13	0.04
23	편백	20.9	14.5	0.04
23	삼나무	21.5	14.8	0.04
23	편백	20.5	14.3	0.04
23	삼나무	17.9	12.9	0.04
23	편백	24.5	16.3	0.04
23	편백	19.9	13.9	0.04
23	편백	15	11.3	0.04
23	편백	21.8	14.9	0.04
23	편백	18.8	13.4	0.04
23	편백	24.9	16.5	0.04
23	삼나무	28.1	18.1	0.04
23	편백	20.3	14.2	0.04
23	편백	22.3	15.2	0.04
23	편백	22.7	15.4	0.04
23	편백	19.7	13.8	0.04
23	편백	21.8	14.9	0.04
23	삼나무	23.8	16	0.04
23	편백	15.3	11.4	0.04
23	편백	23.2	15.7	0.04
23	편백	24.1	16.1	0.04
23	편백	23.8	16	0.04
23	편백	24.3	16.2	0.04
23	편백	23.5	15.8	0.04
23	편백	25.2	16.7	0.04
23	삼나무	17.2	12.5	0.04
23	삼나무	23.3	15.7	0.04
23	삼나무	24	16.1	0.04
23	편백	27.5	17.8	0.04
23	편백	27.6	17.8	0.04
23	편백	23.4	15.8	0.04
23	편백	23.1	15.6	0.04
23	편백	25.2	16.7	0.04
23	편백	20.5	14.3	0.04
23	편백	2.5	2.9	0.04
23	삼나무	15.1	11.3	0.04
23	삼나무	26.7	17.4	0.04
23	삼나무	31	19.5	0.04
23	편백	29	18.5	0.04
23	편백	20	14	0.04
23	삼나무	26.5	17.3	0.04
23	편백	18.4	13.1	0.04
23	편백	18.4	13.1	0.04
23	편백	23	15.6	0.04
23	삼나무	24.6	16.4	0.04
23	편백	19.2	13.6	0.04
23	삼나무	17	12.4	0.04
23	삼나무	16.7	12.2	0.04
23	편백	24.9	16.5	0.04
24	편백	9.6	8.5	0.04
24	편백	11	9	0.04
24	편백	12	9.3	0.04
24	편백	12.3	9.4	0.04
24	편백	13.3	9.7	0.04
24	편백	14.8	10.2	0.04
24	편백	14.4	10.1	0.04
24	편백	14.2	10	0.04
24	편백	14.9	10.2	0.04
24	편백	15	10.2	0.04
24	편백	15.6	10.4	0.04
24	편백	15	10.2	0.04
24	편백	16	10.5	0.04
24	편백	16.6	10.7	0.04
24	편백	16	10.5	0.04
24	편백	16.6	10.7	0.04
24	편백	16.9	10.8	0.04
24	편백	17.4	10.9	0.04
24	편백	17.8	11	0.04
24	편백	17.8	11	0.04
24	편백	17.7	11	0.04
24	편백	17.7	11	0.04
24	편백	17.4	10.9	0.04
24	편백	17	10.8	0.04
24	편백	17.6	11	0.04
24	편백	18.9	11.3	0.04
24	편백	18.2	11.1	0.04
24	편백	18	11.1	0.04
24	편백	18.9	11.3	0.04
24	편백	18.8	11.3	0.04
24	편백	19.1	11.4	0.04
24	편백	19.4	11.4	0.04
24	편백	19.8	11.5	0.04
24	편백	19.7	11.5	0.04
24	편백	20	11.6	0.04
24	편백	20	11.6	0.04
24	편백	20.5	11.7	0.04
24	편백	20.8	11.8	0.04
24	편백	20.3	11.7	0.04
24	편백	20.2	11.6	0.04
24	편백	21.7	12	0.04
24	편백	21.2	11.9	0.04
24	편백	22.8	12.2	0.04
24	편백	23	12.3	0.04
24	편백	26	13	0.04
24	편백	11.5	9.1	0.04
24	편백	11.9	9.3	0.04
24	편백	15.9	10.5	0.04
24	편백	16.3	10.6	0.04
24	편백	16.8	10.7	0.04
24	편백	16.7	10.7	0.04
24	편백	16.5	10.7	0.04
24	편백	17.5	10.9	0.04
24	편백	17	10.8	0.04
24	편백	17.2	10.9	0.04
24	편백	17.2	10.9	0.04
24	편백	17.7	11	0.04
24	편백	17.3	10.9	0.04
24	편백	17.7	11	0.04
24	편백	17.8	11	0.04
24	편백	17.4	10.9	0.04
24	편백	17.2	10.9	0.04
24	편백	18	11.1	0.04
24	편백	18.8	11.3	0.04
24	편백	18.7	11.3	0.04
24	편백	18.7	11.3	0.04
24	편백	19.6	11.5	0.04
24	편백	19.5	11.5	0.04
24	편백	19.9	11.6	0.04
24	편백	19.2	11.4	0.04
24	편백	19.1	11.4	0.04
24	편백	19.7	11.5	0.04
24	편백	20.8	11.8	0.04
24	편백	20	11.6	0.04
24	편백	20.7	11.8	0.04
24	편백	20.8	11.8	0.04
24	편백	20.5	11.7	0.04
24	편백	20.5	11.7	0.04
24	편백	21.1	11.8	0.04
24	편백	21	11.8	0.04
24	편백	23.3	12.4	0.04
24	편백	23	12.3	0.04
25	편백	10	6	0.04
25	편백	6.8	5.1	0.04
25	편백	11	6.2	0.04
25	편백	9.8	5.9	0.04
25	편백	6.6	5.1	0.04
25	편백	8	5.5	0.04
25	편백	10	6	0.04
25	편백	11.2	6.2	0.04
25	편백	9.7	5.9	0.04
25	편백	8.7	5.6	0.04
25	편백	10.6	6.1	0.04
25	편백	9.5	5.9	0.04
25	편백	11.4	6.3	0.04
25	편백	11.2	6.2	0.04
25	편백	10	6	0.04
25	편백	10.1	6	0.04
25	편백	8.8	5.7	0.04
25	편백	9.9	5.9	0.04
25	편백	8.3	5.5	0.04
25	편백	10.9	6.2	0.04
25	편백	10.3	6	0.04
25	편백	10.8	6.2	0.04
25	편백	8.5	5.6	0.04
25	편백	8.1	5.5	0.04
25	편백	11	6.2	0.04
25	편백	7	5.2	0.04
25	편백	7.7	5.4	0.04
25	중부지방소나무	8	5.5	0.04
25	편백	6.1	4.9	0.04
25	중부지방소나무	7	5.2	0.04
25	편백	9.2	5.8	0.04
25	편백	12	6.4	0.04
25	편백	11	6.2	0.04
25	편백	9.9	5.9	0.04
25	중부지방소나무	10	6	0.04
25	편백	10.7	6.1	0.04
25	편백	9.2	5.8	0.04
25	편백	10.5	6.1	0.04
25	편백	12.7	6.6	0.04
25	편백	8.2	5.5	0.04
25	편백	6.8	5.1	0.04
25	편백	6.6	5.1	0.04
25	편백	6	4.9	0.04
25	편백	9.4	5.8	0.04
25	편백	10.7	6.1	0.04
25	편백	6	4.9	0.04
25	중부지방소나무	7.7	5.4	0.04
25	편백	8.5	5.6	0.04
25	편백	10.9	6.2	0.04
25	편백	6.6	5.1	0.04
25	중부지방소나무	8	5.5	0.04
25	편백	9.3	5.8	0.04
25	편백	12.3	6.5	0.04
25	편백	7.7	5.4	0.04
26	강원지방소나무	28.8	21.8	0.01
26	강원지방소나무	18.5	19.4	0.01
26	강원지방소나무	21.8	20.3	0.01
26	강원지방소나무	25.7	21.2	0.01
26	강원지방소나무	26	21.2	0.01
26	강원지방소나무	32.1	22.4	0.01
26	강원지방소나무	33.2	22.6	0.01
26	강원지방소나무	20.5	20	0.01
26	강원지방소나무	23.5	20.7	0.01
26	강원지방소나무	30.2	22.1	0.01
26	강원지방소나무	28.8	21.8	0.01
26	강원지방소나무	42.2	24.1	0.01
27	강원지방소나무	37.1	25.5	0.01
27	강원지방소나무	34	24.9	0.01
27	강원지방소나무	45	27	0.01
27	강원지방소나무	32.5	24.6	0.01
27	강원지방소나무	34.6	25	0.01
27	강원지방소나무	33.8	24.9	0.01
27	강원지방소나무	28.6	23.7	0.01
27	강원지방소나무	31.1	24.3	0.01
27	강원지방소나무	33.3	24.8	0.01
28	강원지방소나무	5.8	4.5	0.01
28	강원지방소나무	5.1	4.2	0.01
28	강원지방소나무	4.7	4.1	0.01
28	강원지방소나무	4.8	4.1	0.01
28	강원지방소나무	5.4	4.4	0.01
28	강원지방소나무	5	4.2	0.01
28	강원지방소나무	6.4	4.8	0.01
28	강원지방소나무	2.7	3	0.01
28	강원지방소나무	2.5	2.9	0.01
28	강원지방소나무	7	5	0.01
28	강원지방소나무	7.2	5.1	0.01
28	강원지방소나무	3.5	3.5	0.01
28	강원지방소나무	3.9	3.7	0.01
28	강원지방소나무	3	3.2	0.01
28	강원지방소나무	4.2	3.8	0.01
28	강원지방소나무	5.9	4.6	0.01
28	강원지방소나무	4.9	4.1	0.01
28	강원지방소나무	5.9	4.6	0.01
28	강원지방소나무	5.5	4.4	0.01
28	강원지방소나무	6.9	5	0.01
29	중부지방소나무	28	14	0.04
29	중부지방소나무	29	14.1	0.04
29	중부지방소나무	28	14	0.04
29	중부지방소나무	32	14.3	0.04
29	중부지방소나무	8	11.1	0.04
29	중부지방소나무	24	13.6	0.04
29	중부지방소나무	16	12.6	0.04
29	중부지방소나무	32	14.3	0.04
29	중부지방소나무	28	14	0.04
29	중부지방소나무	20	13.2	0.04
29	중부지방소나무	14	12.3	0.04
29	중부지방소나무	34	14.5	0.04
29	중부지방소나무	10	11.6	0.04
29	졸참나무	8	11.1	0.04
29	졸참나무	15	12.5	0.04
29	졸참나무	28	14	0.04
29	졸참나무	14	12.3	0.04
29	졸참나무	24	13.6	0.04
29	졸참나무	6	10.5	0.04
29	졸참나무	16	12.6	0.04
29	졸참나무	20	13.2	0.04
29	졸참나무	27	13.9	0.04
29	졸참나무	6	10.5	0.04
29	중부지방소나무	28	14	0.04
29	중부지방소나무	20	13.2	0.04
29	중부지방소나무	26	13.8	0.04
29	중부지방소나무	12	12	0.04
29	중부지방소나무	26	13.8	0.04
29	졸참나무	14	12.3	0.04
29	졸참나무	13	12.1	0.04
29	졸참나무	18	12.9	0.04
29	졸참나무	11	11.8	0.04
29	졸참나무	12	12	0.04
29	졸참나무	10	11.6	0.04
29	졸참나무	6	10.5	0.04
29	졸참나무	14	12.3	0.04
29	졸참나무	8	11.1	0.04
29	졸참나무	6	10.5	0.04
30	상수리나무	7.5	7	0.01
30	상수리나무	7	6.7	0.01
30	상수리나무	6.4	6.3	0.01
30	상수리나무	3.7	4.5	0.01
30	상수리나무	4	4.7	0.01
30	상수리나무	4.7	5.2	0.01
30	상수리나무	6.1	6.1	0.01
30	상수리나무	4	4.7	0.01
30	상수리나무	6.3	6.3	0.01
30	상수리나무	5	5.4	0.01
30	상수리나무	5	5.4	0.01
30	상수리나무	6	6.1	0.01
30	상수리나무	7.7	7.1	0.01
30	상수리나무	6.7	6.5	0.01
30	상수리나무	4.7	5.2	0.01
30	상수리나무	3.5	4.3	0.01
30	상수리나무	6.8	6.6	0.01
30	상수리나무	3.5	4.3	0.01
30	상수리나무	9.5	8.1	0.01
30	상수리나무	4	4.7	0.01
30	상수리나무	6	6.1	0.01
30	상수리나무	5	5.4	0.01
30	상수리나무	5.5	5.8	0.01
31	상수리나무	31	26.3	0.04
31	상수리나무	31	26.3	0.04
31	상수리나무	23	22	0.04
31	상수리나무	16	17.8	0.04
31	상수리나무	28	24.8	0.04
31	상수리나무	20	20.3	0.04
31	상수리나무	22	21.5	0.04
31	상수리나무	14	16.4	0.04
31	상수리나무	32	26.8	0.04
31	상수리나무	11	14.2	0.04
31	상수리나무	27	24.2	0.04
31	상수리나무	20	20.3	0.04
31	상수리나무	37	29.2	0.04
31	상수리나무	21	20.9	0.04
31	상수리나무	32	26.8	0.04
31	상수리나무	27	24.2	0.04
31	상수리나무	28	24.8	0.04
31	상수리나무	23	22	0.04
31	상수리나무	28	24.8	0.04
31	상수리나무	15	17.1	0.04
31	상수리나무	32	26.8	0.04
31	상수리나무	27	24.2	0.04
32	상수리나무	20.2	19.4	0.04
32	상수리나무	14	17.4	0.04
32	상수리나무	25.5	20.7	0.04
32	상수리나무	25	20.6	0.04
32	상수리나무	20	19.3	0.04
32	상수리나무	18	18.7	0.04
32	상수리나무	21	19.6	0.04
32	상수리나무	22	19.8	0.04
32	상수리나무	20	19.3	0.04
32	상수리나무	21	19.6	0.04
32	상수리나무	19	19	0.04
32	상수리나무	28	21.2	0.04
32	상수리나무	18	18.7	0.04
32	상수리나무	18	18.7	0.04
32	상수리나무	17	18.4	0.04
32	상수리나무	20	19.3	0.04
32	상수리나무	24	20.3	0.04
32	상수리나무	24	20.3	0.04
32	상수리나무	25	20.6	0.04
32	상수리나무	36	22.8	0.04
32	상수리나무	31	21.9	0.04
32	상수리나무	18	18.7	0.04
32	상수리나무	26	20.8	0.04
32	상수리나무	29	21.5	0.04
32	상수리나무	25	20.6	0.04
32	상수리나무	20	19.3	0.04
32	상수리나무	20	19.3	0.04
32	상수리나무	21	19.6	0.04
33	붉가시나무	6.9	11.1	0.04
33	붉가시나무	15	11.3	0.04
33	붉가시나무	16.2	11.3	0.04
33	붉가시나무	12	11.3	0.04
33	붉가시나무	19	11.4	0.04
33	붉가시나무	26	11.5	0.04
33	붉가시나무	26.7	11.5	0.04
33	붉가시나무	13.3	11.3	0.04
33	붉가시나무	16.8	11.3	0.04
33	붉가시나무	14.4	11.3	0.04
33	붉가시나무	14.3	11.3	0.04
33	붉가시나무	22	11.4	0.04
33	붉가시나무	15.4	11.3	0.04
33	붉가시나무	15.8	11.3	0.04
33	강원지방소나무	25.3	11.4	0.04
33	강원지방소나무	46	11.6	0.04
33	산벚나무	14.3	11.3	0.04
33	산벚나무	13.6	11.3	0.04
33	산벚나무	19.1	11.4	0.04
33	산벚나무	15	11.3	0.04
33	서어나무	9.3	11.2	0.04
33	구실잣밤나무	21.3	11.4	0.04
33	구실잣밤나무	18.8	11.4	0.04
33	구실잣밤나무	13.8	11.3	0.04
33	구실잣밤나무	22	11.4	0.04
33	구실잣밤나무	19.7	11.4	0.04
33	구실잣밤나무	14.4	11.3	0.04
33	구실잣밤나무	26	11.5	0.04
33	구실잣밤나무	21.4	11.4	0.04
33	서어나무	7	11.1	0.04
33	붉가시나무	16.7	11.3	0.04
33	붉가시나무	10.7	11.2	0.04
33	붉가시나무	21.3	11.4	0.04
33	붉가시나무	17.7	11.4	0.04
33	붉가시나무	14.8	11.3	0.04
33	붉가시나무	13.5	11.3	0.04
33	붉가시나무	11.6	11.2	0.04
33	붉가시나무	10.8	11.2	0.04
33	붉가시나무	8.5	11.2	0.04
33	붉가시나무	17	11.3	0.04
33	구실잣밤나무	17.3	11.3	0.04
33	구실잣밤나무	12.3	11.3	0.04
33	구실잣밤나무	11.3	11.2	0.04
33	구실잣밤나무	24.2	11.4	0.04
33	구실잣밤나무	21.3	11.4	0.04
33	구실잣밤나무	31	11.5	0.04
33	구실잣밤나무	25	11.4	0.04
33	구실잣밤나무	18.3	11.4	0.04
33	붉가시나무	11.8	11.3	0.04
33	붉가시나무	10.8	11.2	0.04
33	붉가시나무	14.4	11.3	0.04
33	붉가시나무	13	11.3	0.04
33	붉가시나무	20.7	11.4	0.04
33	붉가시나무	11.2	11.2	0.04
33	붉가시나무	14.3	11.3	0.04
33	붉가시나무	14.9	11.3	0.04
33	붉가시나무	13.8	11.3	0.04
33	붉가시나무	19	11.4	0.04
33	붉가시나무	20.7	11.4	0.04
33	붉가시나무	13	11.3	0.04
33	붉가시나무	15.6	11.3	0.04
33	붉가시나무	17.2	11.3	0.04
33	붉가시나무	17	11.3	0.04
33	붉가시나무	17.4	11.3	0.04
33	붉가시나무	16.9	11.3	0.04
33	붉가시나무	15.1	11.3	0.04
33	붉가시나무	11.1	11.2	0.04
33	붉가시나무	31.2	11.5	0.04
33	붉가시나무	14.2	11.3	0.04
33	붉가시나무	24.8	11.4	0.04
33	붉가시나무	14.1	11.3	0.04
33	강원지방소나무	40.9	11.6	0.04
33	강원지방소나무	29.2	11.5	0.04
33	산벚나무	15.3	11.3	0.04
33	서어나무	10.3	11.2	0.04
33	서어나무	8.7	11.2	0.04
33	서어나무	10.7	11.2	0.04
33	강원지방소나무	34.2	11.5	0.04
34	붉가시나무	10.4	11.7	0.04
34	붉가시나무	14.6	12.2	0.04
34	붉가시나무	6.3	10.9	0.04
34	붉가시나무	12.3	11.9	0.04
34	붉가시나무	7.3	11.1	0.04
34	붉가시나무	6.4	10.9	0.04
34	붉가시나무	18.7	12.7	0.04
34	붉가시나무	20.5	12.8	0.04
34	붉가시나무	11.4	11.8	0.04
34	붉가시나무	12.5	12	0.04
34	서어나무	8.4	11.3	0.04
34	서어나무	10.3	11.6	0.04
34	구실잣밤나무	18.6	12.7	0.04
34	구실잣밤나무	22.7	13	0.04
34	구실잣밤나무	20.8	12.9	0.04
34	구실잣밤나무	19.8	12.8	0.04
34	구실잣밤나무	15.8	12.4	0.04
34	구실잣밤나무	20.6	12.8	0.04
34	구실잣밤나무	16.2	12.4	0.04
34	구실잣밤나무	13.1	12	0.04
34	구실잣밤나무	25.4	13.2	0.04
34	구실잣밤나무	9	11.4	0.04
34	산벚나무	12.9	12	0.04
34	중부지방소나무	25.1	13.2	0.04
34	서어나무	9.3	11.5	0.04
34	서어나무	10.4	11.7	0.04
34	서어나무	10.5	11.7	0.04
34	서어나무	9.1	11.4	0.04
34	붉가시나무	15	12.3	0.04
34	붉가시나무	12.2	11.9	0.04
34	붉가시나무	14.1	12.2	0.04
34	붉가시나무	14.2	12.2	0.04
34	붉가시나무	10	11.6	0.04
34	붉가시나무	13.5	12.1	0.04
34	붉가시나무	9.6	11.5	0.04
34	붉가시나무	9.3	11.5	0.04
34	붉가시나무	15.4	12.3	0.04
34	붉가시나무	13	12	0.04
34	붉가시나무	6.5	10.9	0.04
34	붉가시나무	18.9	12.7	0.04
34	붉가시나무	15.3	12.3	0.04
34	붉가시나무	6.8	11	0.04
34	붉가시나무	13.8	12.1	0.04
34	붉가시나무	10.3	11.6	0.04
34	붉가시나무	10	11.6	0.04
34	붉가시나무	14.8	12.3	0.04
34	붉가시나무	24	13.1	0.04
34	붉가시나무	10	11.6	0.04
34	붉가시나무	8.8	11.4	0.04
34	붉가시나무	12.3	11.9	0.04
34	붉가시나무	10.9	11.7	0.04
34	붉가시나무	8.3	11.3	0.04
34	붉가시나무	11.1	11.8	0.04
34	붉가시나무	17.2	12.5	0.04
34	붉가시나무	8.2	11.3	0.04
34	붉가시나무	7.3	11.1	0.04
34	붉가시나무	12.6	12	0.04
34	서어나무	6.5	10.9	0.04
34	서어나무	7.2	11.1	0.04
34	서어나무	14.4	12.2	0.04
34	구실잣밤나무	14.4	12.2	0.04
34	구실잣밤나무	14.9	12.3	0.04
34	구실잣밤나무	8.8	11.4	0.04
34	구실잣밤나무	23.8	13.1	0.04
34	구실잣밤나무	15.8	12.4	0.04
34	구실잣밤나무	25.2	13.2	0.04
34	구실잣밤나무	22.6	13	0.04
34	구실잣밤나무	27.3	13.4	0.04
34	구실잣밤나무	20.6	12.8	0.04
34	구실잣밤나무	22.2	13	0.04
34	중부지방소나무	30	13.5	0.04
34	서어나무	8	11.2	0.04
34	서어나무	12.3	11.9	0.04
34	서어나무	9.1	11.4	0.04
35	붉가시나무	14.2	11.3	0.04
35	붉가시나무	13.8	11.2	0.04
35	붉가시나무	16.5	11.8	0.04
35	붉가시나무	17	11.9	0.04
35	중부지방소나무	28.6	13.9	0.04
35	붉가시나무	29	14	0.04
35	붉가시나무	24	13.2	0.04
35	붉가시나무	17.5	12	0.04
35	붉가시나무	15	11.4	0.04
35	붉가시나무	15.5	11.6	0.04
35	붉가시나무	20	12.5	0.04
35	구실잣밤나무	19.7	12.4	0.04
35	붉가시나무	17	11.9	0.04
35	붉가시나무	16	11.7	0.04
35	붉가시나무	18.8	12.3	0.04
35	서어나무	8	9.5	0.04
35	붉가시나무	14.5	11.3	0.04
35	산벚나무	14.3	11.3	0.04
35	붉가시나무	20.5	12.6	0.04
35	붉가시나무	14.6	11.4	0.04
35	붉가시나무	18.8	12.3	0.04
35	붉가시나무	19.2	12.3	0.04
35	붉가시나무	14.4	11.3	0.04
35	붉가시나무	10.3	10.2	0.04
35	붉가시나무	14	11.2	0.04
35	서어나무	9	9.8	0.04
35	붉가시나무	16.6	11.8	0.04
35	붉가시나무	14.6	11.4	0.04
35	붉가시나무	16.4	11.8	0.04
35	붉가시나무	21.3	12.7	0.04
35	붉가시나무	18.4	12.2	0.04
35	붉가시나무	13	11	0.04
35	붉가시나무	15.3	11.5	0.04
35	붉가시나무	17.4	12	0.04
35	붉가시나무	18.3	12.2	0.04
35	붉가시나무	16.2	11.7	0.04
35	붉가시나무	16	11.7	0.04
35	산벚나무	14.7	11.4	0.04
35	붉가시나무	19.4	12.4	0.04
35	붉가시나무	19.4	12.4	0.04
35	붉가시나무	18.5	12.2	0.04
35	붉가시나무	21.6	12.8	0.04
35	붉가시나무	21.4	12.7	0.04
35	붉가시나무	12.9	10.9	0.04
35	붉가시나무	12.3	10.8	0.04
35	붉가시나무	19.3	12.3	0.04
35	붉가시나무	18	12.1	0.04
35	붉가시나무	17.2	11.9	0.04
35	붉가시나무	12.3	10.8	0.04
35	붉가시나무	14.2	11.3	0.04
35	붉가시나무	13	11	0.04
35	붉가시나무	17.3	11.9	0.04
35	붉가시나무	14	11.2	0.04
35	붉가시나무	13	11	0.04
35	붉가시나무	14.1	11.2	0.04
35	붉가시나무	12.4	10.8	0.04
35	붉가시나무	12.5	10.8	0.04
35	구실잣밤나무	35	14.8	0.04
35	붉가시나무	19.4	12.4	0.04
35	붉가시나무	19.8	12.4	0.04
35	붉가시나무	12.4	10.8	0.04
35	붉가시나무	21	12.7	0.04
35	붉가시나무	14.1	11.2	0.04
35	구실잣밤나무	13	11	0.04
35	구실잣밤나무	19	12.3	0.04
35	구실잣밤나무	16.5	11.8	0.04
35	구실잣밤나무	27.4	13.7	0.04
35	붉가시나무	115	21.2	0.04
35	서어나무	11.3	10.5	0.04
35	붉가시나무	11	10.4	0.04
35	붉가시나무	19.9	12.5	0.04
35	붉가시나무	18.6	12.2	0.04
35	구실잣밤나무	23.1	13	0.04
35	붉가시나무	9.4	9.9	0.04
35	구실잣밤나무	23.1	13	0.04
35	붉가시나무	20	12.5	0.04
35	붉가시나무	18.2	12.1	0.04
35	붉가시나무	6.5	8.9	0.04
35	붉가시나무	9	9.8	0.04
35	서어나무	9.7	10	0.04
35	붉가시나무	12	10.7	0.04
35	구실잣밤나무	33.4	14.6	0.04
35	구실잣밤나무	26	13.5	0.04
35	붉가시나무	18.6	12.2	0.04
35	붉가시나무	14.6	11.4	0.04
35	붉가시나무	13.2	11	0.04
35	구실잣밤나무	19.4	12.4	0.04
35	붉가시나무	19.7	12.4	0.04
35	붉가시나무	20.4	12.6	0.04
35	붉가시나무	16	11.7	0.04
35	붉가시나무	15.6	11.6	0.04
35	붉가시나무	17	11.9	0.04
35	붉가시나무	10.4	10.2	0.04
35	구실잣밤나무	19.1	12.3	0.04
35	붉가시나무	12.2	10.8	0.04
35	구실잣밤나무	16.7	11.8	0.04
35	붉가시나무	13.9	11.2	0.04
35	붉가시나무	14.7	11.4	0.04
35	구실잣밤나무	21.1	12.7	0.04
35	중부지방소나무	46.4	16.1	0.04
35	졸참나무	55	16.9	0.04
35	중부지방소나무	28.4	13.9	0.04
35	붉가시나무	19.7	12.4	0.04
35	붉가시나무	15.7	11.6	0.04
35	붉가시나무	15.4	11.5	0.04
35	붉가시나무	12.2	10.8	0.04
35	붉가시나무	17.7	12	0.04
35	붉가시나무	16.2	11.7	0.04
35	붉가시나무	17.8	12.1	0.04
36	중부지방소나무	21.7	6.4	0.04
36	붉가시나무	6.7	5.8	0.04
36	구실잣밤나무	12.9	6.1	0.04
36	구실잣밤나무	13.1	6.1	0.04
36	구실잣밤나무	9.2	5.9	0.04
36	붉가시나무	6.2	5.7	0.04
36	구실잣밤나무	9.6	6	0.04
36	구실잣밤나무	6.9	5.8	0.04
36	구실잣밤나무	12.5	6.1	0.04
36	붉가시나무	6.2	5.7	0.04
36	붉가시나무	7.1	5.8	0.04
36	구실잣밤나무	9	5.9	0.04
36	붉가시나무	7.6	5.8	0.04
36	구실잣밤나무	8	5.9	0.04
36	서어나무	9.1	5.9	0.04
36	서어나무	6.2	5.7	0.04
36	붉가시나무	12.2	6.1	0.04
36	중부지방소나무	10	6	0.04
36	붉가시나무	12.7	6.1	0.04
36	구실잣밤나무	8.7	5.9	0.04
36	붉가시나무	9.5	6	0.04
36	중부지방소나무	30.2	6.6	0.04
36	구실잣밤나무	11.2	6	0.04
36	붉가시나무	10	6	0.04
36	구실잣밤나무	5.5	5.7	0.04
36	구실잣밤나무	18	6.3	0.04
36	중부지방소나무	28.2	6.6	0.04
36	중부지방소나무	23.4	6.4	0.04
36	구실잣밤나무	21.2	6.4	0.04
36	구실잣밤나무	10	6	0.04
36	구실잣밤나무	7.5	5.8	0.04
36	구실잣밤나무	15	6.2	0.04
