ext_no	sp	dbh	h	plot_size
41	강원지방소나무	18	12.4	0.04
41	강원지방소나무	24.5	14.1	0.04
41	강원지방소나무	29	15.1	0.04
41	강원지방소나무	32	15.8	0.04
41	강원지방소나무	22	13.5	0.04
41	강원지방소나무	26.5	14.6	0.04
41	강원지방소나무	20	12.9	0.04
41	강원지방소나무	23.5	13.8	0.04
41	강원지방소나무	24	14	0.04
41	강원지방소나무	27	14.7	0.04
41	강원지방소나무	29.5	15.2	0.04
41	강원지방소나무	28.5	15	0.04
41	강원지방소나무	23.5	13.8	0.04
41	강원지방소나무	20.5	13.1	0.04
42	강원지방소나무	4	5.1	0.005
42	강원지방소나무	4.8	5.2	0.005
42	강원지방소나무	5	5.2	0.005
42	강원지방소나무	4	5.1	0.005
42	강원지방소나무	8	5.4	0.005
42	강원지방소나무	3	5	0.005
42	강원지방소나무	7	5.4	0.005
42	강원지방소나무	6.5	5.3	0.005
42	강원지방소나무	5	5.2	0.005
42	강원지방소나무	6	5.3	0.005
42	강원지방소나무	7	5.4	0.005
42	강원지방소나무	6	5.3	0.005
42	강원지방소나무	7	5.4	0.005
43	강원지방소나무	41.5	18.6	0.09
43	강원지방소나무	49	21.1	0.09
43	강원지방소나무	44.5	19.6	0.09
43	강원지방소나무	58	24.1	0.09
43	강원지방소나무	28	13.7	0.09
43	강원지방소나무	55.5	23.3	0.09
43	강원지방소나무	47.5	20.6	0.09
43	강원지방소나무	50.5	21.6	0.09
43	강원지방소나무	45	19.8	0.09
43	강원지방소나무	57.5	23.9	0.09
43	강원지방소나무	50	21.5	0.09
43	강원지방소나무	54.5	23	0.09
43	강원지방소나무	56	23.4	0.09
43	강원지방소나무	46.5	20.3	0.09
44	강원지방소나무	20	12.9	0.02
44	강원지방소나무	19.5	12.9	0.02
44	강원지방소나무	17	12.8	0.02
44	강원지방소나무	19.5	12.9	0.02
44	강원지방소나무	15	12.8	0.02
44	강원지방소나무	11.5	12.8	0.02
44	강원지방소나무	20.5	12.9	0.02
44	강원지방소나무	18	12.9	0.02
44	강원지방소나무	16	12.8	0.02
44	강원지방소나무	17.5	12.9	0.02
44	강원지방소나무	14.5	12.8	0.02
44	강원지방소나무	13.5	12.8	0.02
44	강원지방소나무	22	12.9	0.02
44	강원지방소나무	19	12.9	0.02
44	강원지방소나무	19	12.9	0.02
44	강원지방소나무	12	12.8	0.02
45	강원지방소나무	25	22.1	0.01
45	강원지방소나무	15	14.5	0.01
45	강원지방소나무	21	19.2	0.01
45	강원지방소나무	15	14.5	0.01
45	강원지방소나무	16	15.3	0.01
45	강원지방소나무	25	22.1	0.01
45	강원지방소나무	18	16.9	0.01
45	강원지방소나무	19	17.7	0.01
45	강원지방소나무	23	20.7	0.01
45	강원지방소나무	17	16.1	0.01
45	강원지방소나무	14	13.7	0.01
45	강원지방소나무	13.5	13.3	0.01
45	강원지방소나무	14	13.7	0.01
46	붉가시나무	11	12.3	0.04
46	붉가시나무	23	13.5	0.04
46	쪽동백나무	6	11.3	0.04
46	붉가시나무	12	12.4	0.04
46	붉가시나무	23	13.5	0.04
46	붉가시나무	6	11.3	0.04
46	쪽동백나무	6	11.3	0.04
46	붉가시나무	15	12.8	0.04
46	붉가시나무	32.6	14.2	0.04
46	산벚나무	17.8	13.1	0.04
46	붉가시나무	18	13.1	0.04
46	붉가시나무	20	13.3	0.04
46	붉가시나무	27	13.8	0.04
46	붉가시나무	12	12.4	0.04
46	쪽동백나무	10	12.1	0.04
46	붉가시나무	11	12.3	0.04
46	붉가시나무	17	13	0.04
46	졸참나무	14	12.7	0.04
46	붉가시나무	24	13.6	0.04
46	붉가시나무	21	13.4	0.04
46	붉가시나무	20	13.3	0.04
46	붉가시나무	9	11.9	0.04
46	붉가시나무	20	13.3	0.04
46	붉가시나무	24	13.6	0.04
46	쪽동백나무	6	11.3	0.04
46	붉가시나무	16	12.9	0.04
46	붉가시나무	22	13.5	0.04
46	붉가시나무	20	13.3	0.04
46	붉가시나무	13	12.5	0.04
46	붉가시나무	34.1	14.3	0.04
46	산벚나무	12	12.4	0.04
46	붉가시나무	26	13.8	0.04
46	붉가시나무	12	12.4	0.04
46	붉가시나무	24	13.6	0.04
46	붉가시나무	18	13.1	0.04
46	졸참나무	14	12.7	0.04
46	붉가시나무	10	12.1	0.04
46	붉가시나무	16	12.9	0.04
46	붉가시나무	18	13.1	0.04
46	붉가시나무	21	13.4	0.04
46	붉가시나무	22	13.5	0.04
46	붉가시나무	18	13.1	0.04
46	붉가시나무	22	13.5	0.04
46	붉가시나무	26	13.8	0.04
47	붉가시나무	13	10.7	0.04
47	붉가시나무	13	10.7	0.04
47	붉가시나무	22	12.8	0.04
47	붉가시나무	20	12.4	0.04
47	붉가시나무	16	11.5	0.04
47	붉가시나무	14	11	0.04
47	붉가시나무	16	11.5	0.04
47	졸참나무	24	13.2	0.04
47	붉가시나무	10	9.8	0.04
47	붉가시나무	10	9.8	0.04
47	붉가시나무	16	11.5	0.04
47	붉가시나무	35.8	15.1	0.04
47	붉가시나무	12	10.5	0.04
47	붉가시나무	12	10.5	0.04
47	붉가시나무	15.6	11.4	0.04
47	붉가시나무	8	9.1	0.04
47	붉가시나무	32	14.6	0.04
47	붉가시나무	10.4	10	0.04
47	붉가시나무	25.6	13.5	0.04
47	산벚나무	19.8	12.4	0.04
47	붉가시나무	16	11.5	0.04
47	붉가시나무	10	9.8	0.04
47	붉가시나무	10	9.8	0.04
47	붉가시나무	22.8	13	0.04
47	붉가시나무	10	9.8	0.04
47	붉가시나무	16	11.5	0.04
47	붉가시나무	8.5	9.3	0.04
47	붉가시나무	12	10.5	0.04
47	붉가시나무	16	11.5	0.04
47	동백나무	10	9.8	0.04
47	자귀나무	21	12.6	0.04
47	자귀나무	16	11.5	0.04
47	서어나무	6	8.3	0.04
47	서어나무	14	11	0.04
47	서어나무	16	11.5	0.04
47	서어나무	16	11.5	0.04
47	서어나무	6	8.3	0.04
47	서어나무	14	11	0.04
47	서어나무	20	12.4	0.04
47	때죽나무	6	8.3	0.04
47	서어나무	7	8.7	0.04
47	자귀나무	26.7	13.7	0.04
47	붉가시나무	8	9.1	0.04
47	붉가시나무	19	12.2	0.04
47	붉가시나무	23	13	0.04
47	붉가시나무	16	11.5	0.04
47	붉가시나무	21	12.6	0.04
47	붉가시나무	6	8.3	0.04
47	붉가시나무	16	11.5	0.04
47	붉가시나무	6	8.3	0.04
47	붉가시나무	24	13.2	0.04
47	붉가시나무	28	13.9	0.04
47	붉가시나무	12	10.5	0.04
47	붉가시나무	16	11.5	0.04
47	붉가시나무	12	10.5	0.04
47	붉가시나무	21.2	12.7	0.04
47	붉가시나무	11	10.2	0.04
47	붉가시나무	6	8.3	0.04
47	붉가시나무	8	9.1	0.04
47	붉가시나무	6	8.3	0.04
47	붉가시나무	8	9.1	0.04
47	붉가시나무	12	10.5	0.04
47	붉가시나무	6	8.3	0.04
47	붉가시나무	8	9.1	0.04
47	붉가시나무	6	8.3	0.04
47	붉가시나무	12	10.5	0.04
47	붉가시나무	14	11	0.04
47	붉가시나무	6	8.3	0.04
47	붉가시나무	12	10.5	0.04
47	붉가시나무	24	13.2	0.04
47	붉가시나무	11.7	10.4	0.04
47	졸참나무	26	13.6	0.04
47	붉가시나무	14	11	0.04
47	동백나무	8	9.1	0.04
47	붉가시나무	27.7	13.9	0.04
47	서어나무	16	11.5	0.04
47	서어나무	8	9.1	0.04
47	서어나무	20	12.4	0.04
47	동백나무	8	9.1	0.04
47	동백나무	10	9.8	0.04
47	자귀나무	21.4	12.7	0.04
48	붉가시나무	8	12	0.04
48	붉가시나무	7	10.4	0.04
48	붉가시나무	22	35.4	0.04
48	붉가시나무	16	25.2	0.04
48	붉가시나무	16	25.2	0.04
48	붉가시나무	22	35.4	0.04
48	붉가시나무	23.8	38.5	0.04
48	붉가시나무	6	8.8	0.04
48	붉가시나무	14	21.8	0.04
48	붉가시나무	14	21.8	0.04
48	동백나무	12	18.5	0.04
48	동백나무	6	8.8	0.04
48	붉가시나무	12	18.5	0.04
48	붉가시나무	14	21.8	0.04
48	붉가시나무	14	21.8	0.04
48	붉가시나무	10	15.2	0.04
48	붉가시나무	14	21.8	0.04
48	붉가시나무	14	21.8	0.04
48	붉가시나무	12	18.5	0.04
48	붉가시나무	16	25.2	0.04
48	산벚나무	18	28.6	0.04
48	붉가시나무	16	25.2	0.04
48	붉가시나무	14	21.8	0.04
48	동백나무	6	8.8	0.04
48	동백나무	12	18.5	0.04
48	붉가시나무	32.6	54	0.04
48	산벚나무	10	15.2	0.04
48	붉가시나무	10	15.2	0.04
48	붉가시나무	16	25.2	0.04
48	붉가시나무	12	18.5	0.04
48	붉가시나무	14	21.8	0.04
48	동백나무	22	35.4	0.04
48	동백나무	6	8.8	0.04
48	동백나무	14	21.8	0.04
48	동백나무	6	8.8	0.04
48	붉가시나무	24	38.9	0.04
48	붉가시나무	26	42.4	0.04
48	붉가시나무	6	8.8	0.04
48	산벚나무	14	21.8	0.04
48	때죽나무	10	15.2	0.04
48	고로쇠나무	18	28.6	0.04
48	서어나무	12	18.5	0.04
48	느티나무	16	25.2	0.04
48	서어나무	12	18.5	0.04
48	서어나무	16	25.2	0.04
48	서어나무	6	8.8	0.04
48	서어나무	6	8.8	0.04
48	서어나무	12	18.5	0.04
48	서어나무	14	21.8	0.04
48	서어나무	18	28.6	0.04
48	느티나무	18	28.6	0.04
48	서어나무	12	18.5	0.04
48	서어나무	6	8.8	0.04
48	붉가시나무	4	5.7	0.04
48	붉가시나무	7	10.4	0.04
48	붉가시나무	9	13.6	0.04
48	졸참나무	28	45.9	0.04
48	붉가시나무	24	38.9	0.04
48	붉가시나무	16	25.2	0.04
48	붉가시나무	28	45.9	0.04
48	붉가시나무	12	18.5	0.04
48	쪽동백나무	6	8.8	0.04
48	붉가시나무	16	25.2	0.04
48	졸참나무	24	38.9	0.04
48	붉가시나무	16	25.2	0.04
48	동백나무	12	18.5	0.04
48	동백나무	6	8.8	0.04
48	동백나무	6	8.8	0.04
48	붉가시나무	24	38.9	0.04
48	붉가시나무	29.7	48.9	0.04
48	붉가시나무	10	15.2	0.04
48	동백나무	6	8.8	0.04
48	붉가시나무	14	21.8	0.04
48	붉가시나무	12	18.5	0.04
48	붉가시나무	16	25.2	0.04
48	산벚나무	10	15.2	0.04
48	붉가시나무	12	18.5	0.04
48	붉가시나무	16	25.2	0.04
48	붉가시나무	14	21.8	0.04
48	붉가시나무	17	26.9	0.04
48	붉가시나무	26	42.4	0.04
48	동백나무	6	8.8	0.04
48	동백나무	6	8.8	0.04
48	동백나무	8	12	0.04
48	붉가시나무	14	21.8	0.04
48	붉가시나무	23	37.1	0.04
48	붉가시나무	6	8.8	0.04
48	붉가시나무	14	21.8	0.04
48	졸참나무	16	25.2	0.04
48	서어나무	10	15.2	0.04
49	붉가시나무	12	14	0.04
49	붉가시나무	11	13.7	0.04
49	붉가시나무	15	14.7	0.04
49	붉가시나무	18	15.3	0.04
49	붉가시나무	24	16.2	0.04
49	붉가시나무	20	15.6	0.04
49	붉가시나무	15	14.7	0.04
49	붉가시나무	22	15.9	0.04
49	붉가시나무	26	16.5	0.04
49	붉가시나무	21	15.8	0.04
49	붉가시나무	11	13.7	0.04
49	붉가시나무	20	15.6	0.04
49	붉가시나무	13	14.2	0.04
49	붉가시나무	18	15.3	0.04
49	붉가시나무	10	13.4	0.04
49	붉가시나무	10	13.4	0.04
49	붉가시나무	24	16.2	0.04
49	갈참나무	12	14	0.04
49	붉가시나무	16	14.9	0.04
49	붉가시나무	16	14.9	0.04
49	붉가시나무	16	14.9	0.04
49	붉가시나무	25.6	16.5	0.04
49	붉가시나무	21.4	15.8	0.04
49	붉가시나무	21.6	15.9	0.04
49	붉가시나무	14	14.4	0.04
49	붉가시나무	17.2	15.1	0.04
49	붉가시나무	36.7	17.8	0.04
49	붉가시나무	14	14.4	0.04
49	붉가시나무	12	14	0.04
49	붉가시나무	14	14.4	0.04
49	붉가시나무	10	13.4	0.04
49	붉가시나무	26	16.5	0.04
49	붉가시나무	20	15.6	0.04
49	붉가시나무	26	16.5	0.04
49	붉가시나무	12	14	0.04
49	붉가시나무	18.4	15.3	0.04
49	붉가시나무	15	14.7	0.04
49	붉가시나무	31.9	17.3	0.04
49	붉가시나무	22	15.9	0.04
49	붉가시나무	20	15.6	0.04
49	붉가시나무	14	14.4	0.04
49	붉가시나무	14	14.4	0.04
49	붉가시나무	13	14.2	0.04
49	붉가시나무	14	14.4	0.04
49	붉가시나무	12	14	0.04
49	붉가시나무	18	15.3	0.04
49	붉가시나무	10	13.4	0.04
49	붉가시나무	10	13.4	0.04
49	붉가시나무	18	15.3	0.04
49	붉가시나무	31.1	17.2	0.04
49	붉가시나무	21	15.8	0.04
49	붉가시나무	11	13.7	0.04
49	붉가시나무	15	14.7	0.04
49	붉가시나무	16	14.9	0.04
49	붉가시나무	22	15.9	0.04
49	붉가시나무	30	17.1	0.04
49	붉가시나무	10	13.4	0.04
49	붉가시나무	29.2	17	0.04
49	붉가시나무	10	13.4	0.04
49	붉가시나무	12	14	0.04
49	붉가시나무	24	16.2	0.04
49	붉가시나무	28	16.8	0.04
49	붉가시나무	28	16.8	0.04
49	붉가시나무	12	14	0.04
49	붉가시나무	15	14.7	0.04
49	붉가시나무	19.8	15.6	0.04
49	붉가시나무	17	15.1	0.04
49	붉가시나무	14	14.4	0.04
49	붉가시나무	17	15.1	0.04
49	붉가시나무	19	15.4	0.04
49	붉가시나무	21	15.8	0.04
49	붉가시나무	13	14.2	0.04
49	붉가시나무	15	14.7	0.04
49	붉가시나무	16	14.9	0.04
49	붉가시나무	10	13.4	0.04
49	붉가시나무	14	14.4	0.04
49	붉가시나무	14	14.4	0.04
50	자작나무	2	3.3	0.04
50	자작나무	1	2.5	0.04
50	자작나무	2.2	3.4	0.04
50	자작나무	2.6	3.7	0.04
50	자작나무	1.9	3.2	0.04
50	자작나무	1.8	3.2	0.04
50	자작나무	1.9	3.2	0.04
50	자작나무	1	2.5	0.04
50	자작나무	1.9	3.2	0.04
50	자작나무	3.4	4.1	0.04
50	자작나무	1.6	3	0.04
50	자작나무	3.2	4	0.04
50	자작나무	1.6	3	0.04
50	자작나무	1.9	3.2	0.04
50	자작나무	3.5	4.1	0.04
50	자작나무	1.5	2.9	0.04
50	자작나무	2.2	3.4	0.04
50	자작나무	1	2.5	0.04
50	자작나무	1.2	2.7	0.04
50	자작나무	1.2	2.7	0.04
50	자작나무	1.7	3.1	0.04
50	자작나무	1.8	3.2	0.04
50	자작나무	2.1	3.4	0.04
50	자작나무	2.2	3.4	0.04
50	자작나무	2.8	3.8	0.04
50	자작나무	1.1	2.6	0.04
50	자작나무	1	2.5	0.04
50	자작나무	2.1	3.4	0.04
50	자작나무	1.2	2.7	0.04
50	자작나무	1.2	2.7	0.04
50	자작나무	1	2.5	0.04
50	자작나무	1.1	2.6	0.04
50	자작나무	2.3	3.5	0.04
50	자작나무	1.3	2.8	0.04
50	자작나무	1.2	2.7	0.04
50	자작나무	1.3	2.8	0.04
50	자작나무	1.4	2.9	0.04
50	자작나무	1.3	2.8	0.04
50	자작나무	2.3	3.5	0.04
50	자작나무	1.7	3.1	0.04
50	자작나무	1.7	3.1	0.04
50	자작나무	1.2	2.7	0.04
50	자작나무	2.6	3.7	0.04
50	자작나무	2.8	3.8	0.04
50	자작나무	1.3	2.8	0.04
50	자작나무	2.4	3.6	0.04
50	자작나무	1.3	2.8	0.04
50	자작나무	1	2.5	0.04
50	자작나무	1.3	2.8	0.04
50	자작나무	1	2.5	0.04
50	자작나무	1.3	2.8	0.04
50	자작나무	1.2	2.7	0.04
50	자작나무	1.5	2.9	0.04
50	자작나무	1.8	3.2	0.04
50	자작나무	1.4	2.9	0.04
50	자작나무	1.7	3.1	0.04
50	자작나무	3	3.9	0.04
50	자작나무	1.6	3	0.04
50	자작나무	1.4	2.9	0.04
50	자작나무	1.4	2.9	0.04
50	자작나무	3	3.9	0.04
50	자작나무	1.5	2.9	0.04
51	자작나무	12.9	13.4	0.04
51	자작나무	20.5	16.6	0.04
51	자작나무	11.9	12.9	0.04
51	자작나무	12.6	13.3	0.04
51	자작나무	18.9	16	0.04
51	자작나무	19.1	16	0.04
51	자작나무	13.5	13.7	0.04
51	자작나무	12.6	13.3	0.04
51	자작나무	13.5	13.7	0.04
51	자작나무	14.6	14.2	0.04
51	자작나무	13.8	13.8	0.04
51	쪽동백나무	7.6	10.5	0.04
51	거제수나무	15.5	14.6	0.04
51	자작나무	13.9	13.9	0.04
51	신갈나무	10.5	12.2	0.04
51	산벚나무	11.2	12.6	0.04
51	자작나무	7.6	10.5	0.04
51	말채나무	10.6	12.3	0.04
51	자작나무	10.3	12.1	0.04
51	자작나무	15.6	14.6	0.04
51	자작나무	17.5	15.4	0.04
51	자작나무	9.2	11.5	0.04
51	자작나무	9.1	11.4	0.04
51	쪽동백나무	6.9	10.1	0.04
51	자작나무	6.95	10.1	0.04
51	자작나무	12.7	13.3	0.04
51	자작나무	17.2	15.3	0.04
51	쪽동백나무	12.1	13	0.04
51	쪽동백나무	7.2	10.3	0.04
51	자작나무	18.5	15.8	0.04
51	산벚나무	17.1	15.3	0.04
51	자작나무	12.2	13.1	0.04
51	자작나무	8.8	11.3	0.04
51	자작나무	21.4	16.9	0.04
51	자작나무	14.3	14.1	0.04
51	자작나무	12.2	13.1	0.04
51	자작나무	12.1	13	0.04
51	자작나무	8.9	11.3	0.04
51	자작나무	7.9	10.7	0.04
51	자작나무	15.1	14.4	0.04
51	자작나무	9.7	11.8	0.04
52	자작나무	16.2	17.6	0.04
52	자작나무	12.9	16.7	0.04
52	자작나무	22.8	19.1	0.04
52	자작나무	24.1	19.3	0.04
52	자작나무	18.5	18.1	0.04
52	자작나무	19.5	18.4	0.04
52	자작나무	19.5	18.4	0.04
52	자작나무	18.6	18.2	0.04
52	자작나무	23.5	19.2	0.04
52	자작나무	13.8	16.9	0.04
52	말채나무	7	14.4	0.04
52	자작나무	18	18	0.04
52	자작나무	20	18.5	0.04
52	자작나무	22	18.9	0.04
52	자작나무	18	18	0.04
52	자작나무	23.2	19.1	0.04
52	자작나무	28.1	20	0.04
52	자작나무	19.9	18.5	0.04
52	자작나무	12	16.4	0.04
52	자작나무	21.2	18.7	0.04
52	자작나무	24.4	19.4	0.04
52	자작나무	20.2	18.5	0.04
52	자작나무	17.8	18	0.04
52	자작나무	16.1	17.6	0.04
52	피나무	20.2	18.5	0.04
52	자작나무	13.6	16.9	0.04
52	자작나무	21.8	18.9	0.04
52	자작나무	13.8	16.9	0.04
52	자작나무	12.2	16.4	0.04
52	자작나무	16	17.5	0.04
52	자작나무	15	17.3	0.04
52	굴참나무	7	14.4	0.04
53	백합나무	12.7	10.4	0.04
53	백합나무	7.4	7.7	0.04
53	백합나무	14.9	11.4	0.04
53	백합나무	14.8	11.4	0.04
53	백합나무	13.9	11	0.04
53	백합나무	14.2	11.1	0.04
53	백합나무	13	10.6	0.04
53	백합나무	6.6	7.3	0.04
53	백합나무	16	11.9	0.04
53	백합나무	7.3	7.7	0.04
53	백합나무	11.9	10.1	0.04
53	백합나무	11.1	9.7	0.04
53	백합나무	12.5	10.4	0.04
53	백합나무	6.2	7	0.04
53	백합나무	13.5	10.8	0.04
53	백합나무	10.1	9.2	0.04
53	백합나무	12.6	10.4	0.04
53	백합나무	14.6	11.3	0.04
53	백합나무	13	10.6	0.04
53	백합나무	10.3	9.3	0.04
53	백합나무	12.8	10.5	0.04
53	백합나무	11.7	10	0.04
53	백합나무	11.2	9.7	0.04
53	백합나무	8.4	8.3	0.04
53	백합나무	11.6	9.9	0.04
53	백합나무	14.8	11.4	0.04
53	백합나무	10.7	9.5	0.04
53	백합나무	12.9	10.5	0.04
53	백합나무	12.2	10.2	0.04
53	백합나무	13.4	10.8	0.04
53	백합나무	10.2	9.2	0.04
53	백합나무	13.9	11	0.04
53	백합나무	14.8	11.4	0.04
53	백합나무	14.1	11.1	0.04
53	백합나무	14.3	11.2	0.04
53	백합나무	8.1	8.1	0.04
53	백합나무	11	9.6	0.04
53	백합나무	12.2	10.2	0.04
53	백합나무	13	10.6	0.04
53	백합나무	11.8	10	0.04
54	백합나무	21.2	20.1	0.04
54	백합나무	24	21.8	0.04
54	백합나무	24.8	22.3	0.04
54	백합나무	15.8	16.5	0.04
54	백합나무	24	21.8	0.04
54	백합나무	25.2	22.5	0.04
54	백합나무	20.8	19.8	0.04
54	백합나무	24.8	22.3	0.04
54	백합나무	19.6	19	0.04
54	백합나무	24.2	21.9	0.04
54	백합나무	14.3	15.4	0.04
54	백합나무	16.9	17.2	0.04
54	백합나무	19	18.6	0.04
54	백합나무	24.5	22.1	0.04
54	백합나무	26.5	23.3	0.04
54	백합나무	21	19.9	0.04
54	백합나무	17	17.3	0.04
54	백합나무	22.8	21.1	0.04
54	백합나무	19.9	19.2	0.04
54	백합나무	20	19.3	0.04
54	백합나무	22.3	20.7	0.04
54	백합나무	16.4	16.9	0.04
54	백합나무	20.2	19.4	0.04
54	백합나무	18.1	18	0.04
54	백합나무	29.2	24.8	0.04
54	백합나무	23.3	21.4	0.04
54	백합나무	16.6	17	0.04
54	백합나무	27.4	23.8	0.04
54	백합나무	21.8	20.4	0.04
55	백합나무	40.7	26.7	0.04
55	백합나무	23.5	19.9	0.04
55	백합나무	17.8	17.2	0.04
55	백합나무	14.3	15.3	0.04
55	백합나무	21.2	18.9	0.04
55	편백	6.2	9.8	0.04
55	편백	11	13.3	0.04
55	백합나무	30	22.7	0.04
55	백합나무	19.1	17.8	0.04
55	백합나무	20.1	18.3	0.04
55	편백	8.1	11.3	0.04
55	편백	14.4	15.4	0.04
55	편백	17.4	17	0.04
55	편백	13.7	15	0.04
55	편백	11.1	13.4	0.04
55	백합나무	16.4	16.5	0.04
55	백합나무	31.7	23.3	0.04
55	편백	18.2	17.4	0.04
55	편백	21.7	19.1	0.04
55	편백	16.5	16.5	0.04
55	백합나무	22.1	19.3	0.04
55	백합나무	16.8	16.7	0.04
55	백합나무	46.9	28.7	0.04
55	편백	15.6	16	0.04
55	백합나무	22.4	19.4	0.04
55	백합나무	14.4	15.4	0.04
55	백합나무	41.2	26.8	0.04
55	편백	6.6	10.2	0.04
55	백합나무	16.9	16.7	0.04
55	백합나무	16.8	16.7	0.04
55	백합나무	34.3	24.3	0.04
55	편백	12.8	14.4	0.04
55	백합나무	18.3	17.4	0.04
55	백합나무	24.1	20.2	0.04
55	백합나무	23.3	19.8	0.04
55	백합나무	48.7	29.3	0.04
55	편백	12.7	14.4	0.04
55	편백	15.3	15.9	0.04
55	편백	13.3	14.7	0.04
55	백합나무	15.5	16	0.04
56	백합나무	34.3	24.9	0.04
56	편백	8.6	21.1	0.04
56	백합나무	26.2	24.2	0.04
56	백합나무	23.5	23.8	0.04
56	백합나무	44.8	25.8	0.04
56	편백	9.8	21.5	0.04
56	편백	8.1	21	0.04
56	백합나무	49	26	0.04
56	편백	9.1	21.3	0.04
56	편백	8.4	21.1	0.04
56	백합나무	24.8	24	0.04
56	백합나무	26.2	24.2	0.04
56	백합나무	34.2	24.9	0.04
56	백합나무	18.7	23.2	0.04
56	백합나무	16.3	22.8	0.04
56	백합나무	46.5	25.9	0.04
56	백합나무	29	24.4	0.04
56	백합나무	25.2	24	0.04
56	편백	11.9	22	0.04
56	편백	10.1	21.5	0.04
56	백합나무	35.5	25	0.04
56	백합나무	5.56	20.1	0.04
56	편백	7.9	20.9	0.04
57	자작나무	10	13	0.04
57	자작나무	6	10.8	0.04
57	자작나무	11	13.5	0.04
57	자작나무	11	13.5	0.04
57	자작나무	19.5	16.6	0.04
57	자작나무	19.1	16.5	0.04
57	자작나무	10.9	13.4	0.04
57	자작나무	7.3	11.6	0.04
57	자작나무	17.2	15.9	0.04
57	자작나무	11.2	13.6	0.04
57	자작나무	9.5	12.8	0.04
57	자작나무	16.4	15.6	0.04
57	자작나무	11.5	13.7	0.04
57	자작나무	8.2	12.1	0.04
57	자작나무	8.5	12.2	0.04
57	자작나무	15.3	15.2	0.04
57	자작나무	13.3	14.4	0.04
57	자작나무	17.1	15.8	0.04
57	자작나무	13.5	14.5	0.04
57	자작나무	10	13	0.04
57	자작나무	16.5	15.6	0.04
57	자작나무	8.3	12.1	0.04
57	자작나무	14.9	15.1	0.04
57	자작나무	9.2	12.6	0.04
57	자작나무	7.8	11.9	0.04
57	자작나무	10.8	13.4	0.04
57	자작나무	7.5	11.7	0.04
57	자작나무	10.5	13.2	0.04
57	자작나무	15.3	15.2	0.04
57	자작나무	16.6	15.7	0.04
57	자작나무	11.8	13.8	0.04
57	자작나무	9.4	12.7	0.04
57	자작나무	11.5	13.7	0.04
57	자작나무	6.8	11.3	0.04
57	자작나무	10.8	13.4	0.04
57	자작나무	14.5	14.9	0.04
57	자작나무	20.2	16.8	0.04
57	자작나무	12.4	14.1	0.04
57	자작나무	17.5	16	0.04
57	자작나무	15.6	15.3	0.04
57	자작나무	16.7	15.7	0.04
57	자작나무	14.3	14.8	0.04
57	자작나무	20.3	16.9	0.04
57	자작나무	9	12.5	0.04
57	자작나무	8.8	12.4	0.04
57	자작나무	9.7	12.9	0.04
57	자작나무	10.3	13.1	0.04
57	자작나무	6.8	11.3	0.04
57	자작나무	10	13	0.04
57	자작나무	8.2	12.1	0.04
58	자작나무	10	14.3	0.04
58	자작나무	17	17.8	0.04
58	자작나무	14	16.4	0.04
58	자작나무	11	14.8	0.04
58	자작나무	13	15.9	0.04
58	자작나무	13	15.9	0.04
58	자작나무	13	15.9	0.04
58	자작나무	19	18.7	0.04
58	자작나무	13	15.9	0.04
58	자작나무	17	17.8	0.04
58	자작나무	13	15.9	0.04
58	자작나무	17	17.8	0.04
58	자작나무	9	13.6	0.04
58	자작나무	14	16.4	0.04
58	자작나무	11	14.8	0.04
58	자작나무	18	18.3	0.04
58	자작나무	12	15.4	0.04
58	자작나무	9	13.6	0.04
58	자작나무	18	18.3	0.04
58	자작나무	6	11.5	0.04
58	자작나무	12	15.4	0.04
58	자작나무	19	18.7	0.04
58	자작나무	11	14.8	0.04
58	자작나무	15	16.9	0.04
58	자작나무	18	18.3	0.04
58	자작나무	15	16.9	0.04
58	자작나무	14	16.4	0.04
58	자작나무	11	14.8	0.04
58	자작나무	8	13	0.04
58	자작나무	17	17.8	0.04
58	자작나무	21	19.5	0.04
58	자작나무	17	17.8	0.04
58	자작나무	11	14.8	0.04
58	자작나무	10	14.3	0.04
58	자작나무	13	15.9	0.04
58	자작나무	14	16.4	0.04
58	자작나무	10.6	14.6	0.04
58	자작나무	12	15.4	0.04
58	자작나무	11	14.8	0.04
58	자작나무	21	19.5	0.04
58	자작나무	15	16.9	0.04
58	자작나무	11	14.8	0.04
58	자작나무	15	16.9	0.04
58	자작나무	8	13	0.04
58	자작나무	11	14.8	0.04
58	자작나무	8	13	0.04
58	자작나무	10	14.3	0.04
59	편백	24	23.5	0.04
59	편백	27	24	0.04
59	백합나무	25.5	23.7	0.04
59	백합나무	55	27	0.04
59	백합나무	45.7	26.2	0.04
59	백합나무	42.8	25.9	0.04
59	백합나무	32.4	24.7	0.04
59	백합나무	31	24.5	0.04
59	백합나무	49.5	26.5	0.04
59	백합나무	32.5	24.7	0.04
59	백합나무	55	27	0.04
59	백합나무	33.3	24.8	0.04
59	백합나무	36.8	25.2	0.04
59	백합나무	42	25.8	0.04
59	백합나무	33	24.8	0.04
59	백합나무	15.8	21.9	0.04
59	백합나무	31.3	24.6	0.04
59	백합나무	30.7	24.5	0.04
59	백합나무	38	25.4	0.04
60	졸참나무	13.3	16.6	0.04
60	졸참나무	14	16.6	0.04
60	졸참나무	17.3	16.3	0.04
60	졸참나무	18.2	16.3	0.04
60	졸참나무	18.5	16.3	0.04
