model	model_structure	hierarchy	k_depth	family	variable	mean	median	sd	mad	q5	q95
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	gamma	sd_h1__y2_logL_Intercept	0.424735603764556	0.29449169	0.440525707896233	0.277251744924	0.0284477998	1.264312005
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	gamma	sd_h2__y2_logL_Intercept	0.45753260622475	0.40518955	0.212182374665469	0.131291302002	0.2508426075	0.853153154999999
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	gamma	sd_h1__y2_logA_Intercept	0.334628608415135	0.23294353	0.342504492156498	0.2314330497591	0.01959290705	0.988955327
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	gamma	sd_h2__y2_logA_Intercept	0.577159126604215	0.501229445	0.344834094758375	0.277576923582	0.141816014	1.244604215
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	gamma	sd_h1__y2_logk_Intercept	0.59125599306363	0.45888406	0.522799224952405	0.426676275333	0.03669888845	1.57317883
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	gamma	shape_y1m1	3.398805202625	3.3985662	0.137944016629141	0.14001696639	3.17560841	3.62756824
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	gamma	shape_y2	5.56732286295	5.5575106	0.352909922217806	0.35380796052	5.00516827	6.16705813
PFT_sp_k2_gamma	PFT_sp_k2	PFT_sp	k2	gamma	b_y1m1_logL_Intercept	-1.2921270114425	-1.24747045	0.337747083789217	0.26531957256	-1.9013701	-0.8417108115
PFT_sp_k2_gamma	PFT_sp_k2	PFT_sp	k2	gamma	b_y1m1_logA_Intercept	0.000740204376470524	0.0404677815	0.332736638781107	0.2798579088711	-0.6078858265	0.464147047
PFT_sp_k2_gamma	PFT_sp_k2	PFT_sp	k2	gamma	b_y1m1_logk_Intercept	1.76993089546945	1.85431375	0.387278099727228	0.25239018861	1.012335305	2.20742079
PFT_sp_k2_gamma	PFT_sp_k2	PFT_sp	k2	gamma	b_y2_logL_Intercept	-1.8398560498333	-1.7088741	0.672259142645583	0.65673531294	-3.10408179	-1.00402907
PFT_sp_k2_gamma	PFT_sp_k2	PFT_sp	k2	gamma	b_y2_logA_Intercept	-0.876285005377338	-0.861937925	0.280029829533941	0.25086718776	-1.35162552	-0.4697621475
PFT_sp_k2_gamma	PFT_sp_k2	PFT_sp	k2	gamma	b_y2_logk_Intercept	0.197948746524482	0.127807785	0.636817216764055	0.653930322696	-0.7324962435	1.323285125
PFT_sp_k2_gamma	PFT_sp_k2	PFT_sp	k2	gamma	sd_h1__y1m1_logL_Intercept	0.52885081447143	0.438516405	0.374109285604024	0.248896226733	0.1328816675	1.20883505
PFT_sp_k2_gamma	PFT_sp_k2	PFT_sp	k2	gamma	sd_h2__y1m1_logL_Intercept	0.46734643776725	0.455644865	0.0954588155374945	0.087549983703	0.331980532	0.636512859
PFT_sp_k2_gamma	PFT_sp_k2	PFT_sp	k2	gamma	sd_h1__y1m1_logA_Intercept	0.433713015878487	0.32373673	0.411615408314856	0.290468819991	0.02626552265	1.23955813
PFT_sp_k2_gamma	PFT_sp_k2	PFT_sp	k2	gamma	sd_h2__y1m1_logA_Intercept	0.317647592282135	0.304264695	0.155877475287891	0.140532370041	0.0746905399	0.5907788355
PFT_sp_k2_gamma	PFT_sp_k2	PFT_sp	k2	gamma	sd_h1__y1m1_logk_Intercept	0.408389705591467	0.25839107	0.459299077537571	0.2604641672724	0.0208346897	1.324272895
PFT_sp_k2_gamma	PFT_sp_k2	PFT_sp	k2	gamma	sd_h2__y1m1_logk_Intercept	0.279259025578689	0.255144815	0.188419672116258	0.177552995823	0.02839435715	0.6189549225
PFT_sp_k2_gamma	PFT_sp_k2	PFT_sp	k2	gamma	sd_h1__y2_logL_Intercept	0.490450983692748	0.346337495	0.496051583262184	0.331114276752	0.0297561509	1.484359985
PFT_sp_k2_gamma	PFT_sp_k2	PFT_sp	k2	gamma	sd_h2__y2_logL_Intercept	0.491406502994175	0.422110925	0.286799394407022	0.183104406198	0.1483156115	1.041152705
PFT_sp_k2_gamma	PFT_sp_k2	PFT_sp	k2	gamma	sd_h1__y2_logA_Intercept	0.302958675850749	0.20380501	0.33162534228457	0.1999786722129	0.01630475045	0.925312130999999
PFT_sp_k2_gamma	PFT_sp_k2	PFT_sp	k2	gamma	sd_h2__y2_logA_Intercept	0.4292121122956	0.359191055	0.297402278291878	0.200659739364	0.06939738495	1.01096838
PFT_sp_k2_gamma	PFT_sp_k2	PFT_sp	k2	gamma	sd_h1__y2_logk_Intercept	0.569183263918234	0.424399655	0.520236225101932	0.399378206766	0.0403917867	1.5700369
PFT_sp_k2_gamma	PFT_sp_k2	PFT_sp	k2	gamma	sd_h2__y2_logk_Intercept	0.430936248863129	0.382940385	0.306287362343737	0.300701013543	0.0397950168	0.994581748
PFT_sp_k2_gamma	PFT_sp_k2	PFT_sp	k2	gamma	shape_y1m1	3.4036058876125	3.3999765	0.137940831445382	0.13870560669	3.183016185	3.6361123
PFT_sp_k2_gamma	PFT_sp_k2	PFT_sp	k2	gamma	shape_y2	5.5415013075	5.5270864	0.352444503739869	0.34911049068	4.984328825	6.141131565
sp_k0_gamma	sp_k0	sp	k0	gamma	b_y1m1_logL_Intercept	-1.1258243219575	-1.1252922	0.125389666679243	0.1223626845	-1.33286961	-0.924894628
sp_k0_gamma	sp_k0	sp	k0	gamma	b_y1m1_logA_Intercept	0.144107344170978	0.14482483	0.175616433546421	0.1722554532699	-0.1459777865	0.429545486
sp_k0_gamma	sp_k0	sp	k0	gamma	b_y1m1_logk_Intercept	1.9556444166375	1.9596282	0.111118789971049	0.11041381806	1.767883225	2.1317448
sp_k0_gamma	sp_k0	sp	k0	gamma	b_y2_logL_Intercept	-1.447466950535	-1.3019027	0.4803152827835	0.32542855023	-2.455417505	-0.966418147
sp_k0_gamma	sp_k0	sp	k0	gamma	b_y2_logA_Intercept	-1.01385309563112	-1.00785705	0.235953541385336	0.220284878499	-1.410003635	-0.644634654500001
sp_k0_gamma	sp_k0	sp	k0	gamma	b_y2_logk_Intercept	0.64588966854268	0.625272865	0.569561955217416	0.658127971011	-0.233363761	1.578501465
sp_k0_gamma	sp_k0	sp	k0	gamma	sd_h1__y1m1_logL_Intercept	0.56026920620625	0.547747025	0.0972063957820401	0.0908908967820001	0.4261594555	0.7380692325
sp_k0_gamma	sp_k0	sp	k0	gamma	sd_h1__y1m1_logA_Intercept	0.354333977399875	0.33894334	0.113026810710101	0.101783351418	0.199415622	0.5567985875
sp_k0_gamma	sp_k0	sp	k0	gamma	sd_h1__y2_logL_Intercept	0.525506719728725	0.46670626	0.233721349602771	0.166228934088	0.276990688	0.9812721375
sp_k0_gamma	sp_k0	sp	k0	gamma	sd_h1__y2_logA_Intercept	0.48558547856002	0.434580095	0.331137720613175	0.309718512915	0.0466594061	1.09861189
sp_k0_gamma	sp_k0	sp	k0	gamma	shape_y1m1	3.393327748175	3.3929342	0.135391534335119	0.13645917117	3.17617681	3.61571612
sp_k0_gamma	sp_k0	sp	k0	gamma	shape_y2	5.5455654123125	5.53585755	0.350246777166294	0.35328334251	4.9833069	6.13819688
sp_k1_gamma	sp_k1	sp	k1	gamma	b_y1m1_logL_Intercept	-1.13485462545875	-1.1335994	0.129289558105897	0.12627519177	-1.347636735	-0.9246865605
sp_k1_gamma	sp_k1	sp	k1	gamma	b_y1m1_logA_Intercept	0.175595740539528	0.18014886	0.178671832375305	0.1754852002596	-0.122414502	0.4612689595
sp_k1_gamma	sp_k1	sp	k1	gamma	b_y1m1_logk_Intercept	1.9540641141875	1.95939995	0.13607540234791	0.1297119327	1.722828955	2.168361445
sp_k1_gamma	sp_k1	sp	k1	gamma	b_y2_logL_Intercept	-1.7717228314675	-1.63522425	0.628241506244291	0.59942207409	-3.005981895	-1.023981445
sp_k1_gamma	sp_k1	sp	k1	gamma	b_y2_logA_Intercept	-0.9130655965215	-0.89235546	0.226468386286835	0.213635120979	-1.31348695	-0.577313307
sp_k1_gamma	sp_k1	sp	k1	gamma	b_y2_logk_Intercept	0.246627591866878	0.13475369	0.623881662399367	0.616376487237	-0.6172109705	1.40403775
sp_k1_gamma	sp_k1	sp	k1	gamma	sd_h1__y1m1_logL_Intercept	0.560359460955	0.54953093	0.0948541139960539	0.090819531831	0.427096356	0.7274553465
sp_k1_gamma	sp_k1	sp	k1	gamma	sd_h1__y1m1_logA_Intercept	0.315966383935496	0.304150395	0.141722084127515	0.130011447552	0.0973051932	0.5629933165
sp_k1_gamma	sp_k1	sp	k1	gamma	sd_h1__y1m1_logk_Intercept	0.216007509662689	0.199378915	0.141664879750213	0.13457841894	0.02363058605	0.472435484
sp_k1_gamma	sp_k1	sp	k1	gamma	sd_h1__y2_logL_Intercept	0.549534864216041	0.47881059	0.3185871048063	0.223275097374	0.1433078885	1.17083835
sp_k1_gamma	sp_k1	sp	k1	gamma	sd_h1__y2_logA_Intercept	0.41019274097764	0.36239548	0.282215055562506	0.228282801264	0.04717584005	0.958485361999999
sp_k1_gamma	sp_k1	sp	k1	gamma	sd_h1__y2_logk_Intercept	0.466565109927614	0.429623735	0.31492392976525	0.32042744391	0.04705259625	1.03876904
sp_k1_gamma	sp_k1	sp	k1	gamma	shape_y1m1	3.402715183625	3.4010917	0.136735829147384	0.1338276303	3.18306322	3.63253729
sp_k1_gamma	sp_k1	sp	k1	gamma	shape_y2	5.55153947815	5.5433641	0.347768051123512	0.350982199049999	4.98997291	6.133543075
