model	model_structure	hierarchy	k_depth	family	response	x	predicted_mean	predicted_median	predicted_sd	pred_q025	pred_q05	pred_q10	pred_q25	pred_q50	pred_q75	pred_q90	pred_q95	pred_q975	is_best_gamma_model
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.640200304382694	1.30884736598293	1.30691142475414	0.0845107090864851	1.15171957162895	1.1767347562199	1.20642937203474	1.25510839358625	1.30691142475414	1.3568279209095	1.4071224985665	1.44623220430312	1.49396561875696	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.650571874079615	1.30748619640166	1.30554231506424	0.0844799594166289	1.15067973914643	1.17532392266845	1.20495642269181	1.25389641627013	1.30554231506424	1.35552405057757	1.40564907354488	1.44480588318182	1.49188668446952	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.660943443776536	1.30619439602486	1.30434308982619	0.0844549867992634	1.14926639130702	1.17420161140496	1.20375339891851	1.25272959168758	1.30434308982619	1.35424420417107	1.40435569000692	1.44285246054645	1.48989451576155	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.671315013473458	1.30496834516861	1.30314292267393	0.084435225284734	1.14796902769513	1.17283977625424	1.20266007038683	1.2514018544407	1.30314292267393	1.35309896192989	1.40318738670877	1.44132062962177	1.48876562963629	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.681686583170379	1.30380461735326	1.3019928103383	0.0844201572831911	1.14691389144356	1.17158098511485	1.20155303577231	1.25025150472316	1.3019928103383	1.35184238573026	1.40199676020718	1.44020801617213	1.48802651905405	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.6920581528673	1.30269996876342	1.30082605104043	0.0844093095266633	1.14546431853179	1.17033402488364	1.20024903669019	1.24916287211601	1.30082605104043	1.35073424598214	1.4010427474705	1.43908441194622	1.48694436772312	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.702429722564221	1.30165132829511	1.29985206673459	0.0844022493793629	1.14497802486611	1.16910972708944	1.19928342089015	1.24812756688763	1.29985206673459	1.34969866022848	1.39985689990892	1.4380793973316	1.48617572367716	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.712801292261142	1.30065578815685	1.29890121186379	0.0843985814642974	1.14407126190762	1.16768015755227	1.19804050560357	1.24720693329789	1.29890121186379	1.34857972281969	1.39892289663322	1.43686088044927	1.48539699503015	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.723172861958064	1.29971059499313	1.29791151624882	0.0843979445773642	1.14291673513706	1.16625490315217	1.19700733524211	1.24623816512589	1.29791151624882	1.34763891823722	1.39796727203491	1.43615675812045	1.48406413446909	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.733544431654985	1.29881314150064	1.29698667266023	0.0844000088628984	1.14222028025202	1.16548938907033	1.19612541367189	1.2455091606339	1.29698667266023	1.34664828766832	1.39704762593317	1.43515768776392	1.48262326195576	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.743916001351906	1.29796095850931	1.29612607152271	0.0844044732271627	1.14150949307084	1.16456217332533	1.19524066659628	1.24457127579031	1.29612607152271	1.34580404209503	1.39614468435951	1.43447196838811	1.48196445128889	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.754287571048827	1.29715170750196	1.2953163327379	0.0844110629685337	1.14074953324529	1.16381502637863	1.19414826514525	1.24372818830431	1.2953163327379	1.34513207366811	1.3952607906874	1.43376946916823	1.481116506661	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.764659140745748	1.29638317354762	1.29451922527741	0.0844195276051788	1.1398628868129	1.16324679428181	1.1934932423812	1.24283296910598	1.29451922527741	1.34436850935179	1.39456453986113	1.43296288881295	1.48067418163575	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.77503071044267	1.29565325862532	1.29372708847585	0.0844296388828474	1.13877554880561	1.16255433040241	1.19265084392723	1.2421143695615	1.29372708847585	1.3436056284114	1.39397062765437	1.4323005346824	1.47995219642859	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.785402280139591	1.2949599753162	1.29300847845067	0.0844411889470522	1.13793445132751	1.16199305369858	1.19207171120808	1.24141208486395	1.29300847845067	1.34272720288237	1.39312360239327	1.43159829791171	1.47870381343235	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.795773849836512	1.29430144084327	1.29246226074019	0.0844539886653932	1.13778704783053	1.16157294855004	1.19143894251324	1.24078336631155	1.29246226074019	1.34206871772668	1.39248479611234	1.43109221402185	1.47762478769951	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.806145419533433	1.29367587143926	1.291803854886	0.0844678660871123	1.13694635255009	1.16079226929175	1.19093076838769	1.24023752036474	1.291803854886	1.34146215023374	1.39213602736433	1.43047550327799	1.47702677772825	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.816516989230355	1.29308157702411	1.29109381161843	0.0844826650281607	1.13650730972528	1.16006834853028	1.19030712063849	1.23954983094891	1.29109381161843	1.34100066956714	1.39144859056282	1.42992734737654	1.47671281283397	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.826888558927276	1.29251695617472	1.29059130626019	0.0844982437711427	1.13600821500147	1.15941689344776	1.18970790919439	1.23891419728147	1.29059130626019	1.34046581368896	1.39119906768164	1.42933611364129	1.47642527201958	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.837260128624197	1.29198049137056	1.29003141168508	0.0845144738704669	1.13532233990056	1.15883087903461	1.18919287266832	1.23825030697142	1.29003141168508	1.3399235521762	1.39088364303465	1.42889877255196	1.47615456463792	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.847631698321118	1.29147074449981	1.28948043968042	0.0845312390539124	1.13495724756552	1.15819562767727	1.18850305454477	1.23782168404363	1.28948043968042	1.33933038957015	1.39060949802188	1.42846298819173	1.47588871228994	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.858003268018039	1.29098635261124	1.28896427440117	0.0845484342126022	1.1345292777239	1.15773312839775	1.18791563697162	1.23747650176986	1.28896427440117	1.33886709284349	1.3899159376499	1.42801695505796	1.47544467463034	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.868374837714961	1.29052602389837	1.28856710200336	0.084565964472092	1.13375283892653	1.15743116750443	1.18754019635885	1.23691203229428	1.28856710200336	1.3384116290815	1.38947030346471	1.42772072631079	1.47521317540031	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.878746407411882	1.29008853390272	1.28815009670005	0.0845837443379206	1.1333759903479	1.15672822519512	1.18714545613842	1.23650601105702	1.28815009670005	1.33796689801295	1.38901565688401	1.42741062602636	1.47438771037868	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.889117977108803	1.28967272192413	1.28760219523276	0.0846016969095495	1.13250573724382	1.15642097409405	1.18659429282337	1.2359414261858	1.28760219523276	1.33758453451476	1.38861420004727	1.42718588487433	1.47380636970125	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.899489546805724	1.28927748762644	1.2871980047197	0.0846197531571466	1.13187783688768	1.15612760516231	1.18618207974549	1.23544460064394	1.2871980047197	1.33717547266683	1.38840802835129	1.42670404266607	1.47357826320666	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.909861116502645	1.28890178782788	1.28676589390604	0.0846378512561417	1.13127873299309	1.1557518920908	1.18581419664778	1.23496899177918	1.28676589390604	1.33683163438568	1.38798194308197	1.42623691965659	1.47329837839312	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.920232686199567	1.28854463346573	1.28639439223468	0.0846559359749133	1.1307249051998	1.15553857763361	1.18536109977875	1.23448137593316	1.28639439223468	1.33650556756326	1.38758710925184	1.42602728964301	1.47285720001684	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.930604255896488	1.2882050867257	1.28612056500652	0.0846739581113601	1.13028157515171	1.1553162577614	1.18491188783232	1.23418844401648	1.28612056500652	1.33620204490243	1.38713678955614	1.42582055049526	1.47225568453941	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.940975825593409	1.28788225832682	1.28577976128414	0.0846918739744609	1.13004089416842	1.15506007793482	1.18448850225108	1.23380163242777	1.28577976128414	1.33595414350148	1.38686002017773	1.42563938269127	1.47200722723548	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.95134739529033	1.28757530495336	1.28544152510919	0.0847096449072557	1.12978449189397	1.15484706097879	1.18412385713227	1.23344523603905	1.28544152510919	1.33562860471619	1.386626395569	1.42529938286215	1.47164860514227	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.961718964987252	1.28728342682553	1.28520704769646	0.0847272368479697	1.12959149757372	1.15451804057325	1.18375723166469	1.23309470559852	1.28520704769646	1.33535334240206	1.3863967799016	1.42495937159995	1.47128286167714	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.972090534684173	1.28700586540133	1.28486346160469	0.0847446199262735	1.12937440381687	1.15434568096028	1.183400839682	1.23283570564197	1.28486346160469	1.33513746933639	1.38617901813036	1.42486501235578	1.47110144617137	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.982462104381094	1.28674190120244	1.28461236373801	0.0847617680919161	1.12897078409533	1.15397608569374	1.18312318671777	1.23252493656999	1.28461236373801	1.33491342044351	1.38588730371358	1.42468152722942	1.4707884496328	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	0.992833674078015	1.2864908517571	1.28440810869272	0.0847786587731893	1.12889899939768	1.15359866596689	1.18273990668557	1.23221808657505	1.28440810869272	1.33464583363813	1.38562551348449	1.42440712515819	1.47049201667155	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	1.00320524377494	1.28625206965375	1.28422546413296	0.0847952725628888	1.12865845877008	1.15322888601132	1.18238646448035	1.23190442589062	1.28422546413296	1.33443616145376	1.38538820255435	1.42421377989611	1.47021127050066	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	1.01357681347186	1.28602494069923	1.28398150511905	0.0848115929296205	1.12834961636748	1.15288678333699	1.18206539717448	1.23155643685408	1.28398150511905	1.33421346188453	1.38516489900216	1.42412836892686	1.46998204248588	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	1.02394838316878	1.28580888217587	1.28379838527012	0.0848276059524738	1.12802425920347	1.15255899008417	1.18182997359437	1.23132381596835	1.28379838527012	1.33400832958932	1.38495226748908	1.42402165134512	1.46985594305308	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	1.0343199528657	1.28560334119197	1.28365323596036	0.0848433000772384	1.12785791704769	1.15224731136489	1.18156844724232	1.23104061116094	1.28365323596036	1.33378579688548	1.38477346735946	1.42387807912828	1.46973733570309	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.00753455287049989	0.583730241719206	0.572683508587546	0.157636814395238	0.317446914365976	0.358310948060574	0.406572059744654	0.489915951494944	0.572683508587546	0.657300354577924	0.763435623943485	0.845033727965568	0.93947056339739	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.0179061225674211	0.577974435183672	0.567450474740255	0.155020915861109	0.314050503607538	0.356013114747543	0.403194557498354	0.485588684734803	0.567450474740255	0.650621865932842	0.753764775574016	0.836346440309708	0.927595535060064	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.0282776922643423	0.572325958254143	0.562241729198123	0.152516143026902	0.311465399702743	0.353239548854168	0.400312141853764	0.481731007328667	0.562241729198123	0.644163949540531	0.745373454601742	0.82532493691278	0.917817346763374	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.0386492619612635	0.566782267437264	0.557327118585377	0.150116686858612	0.309152949043307	0.3512844805513	0.397387642199093	0.477718353214939	0.557327118585377	0.637956899144949	0.737323959708348	0.815946358369159	0.907083303940594	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.0490208316581847	0.56134089293678	0.552297206659056	0.147817030924371	0.306868623649638	0.34833614119616	0.393879366456311	0.473879184643234	0.552297206659056	0.632063881306558	0.730321482022965	0.807181578058828	0.891929754593961	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.059392401355106	0.555999436163607	0.547769299063617	0.145611939854952	0.304860276407848	0.345649580436068	0.390743272897996	0.469785974463631	0.547769299063617	0.625444672590089	0.721970862861612	0.798841171557053	0.880456921343825	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.0697639710520272	0.550755567340283	0.542575892307907	0.143496448065985	0.302932040360511	0.343351338202307	0.387672638560488	0.465857671934832	0.542575892307907	0.619284987530761	0.714808817733369	0.790551192368203	0.872217873845825	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.0801355407489484	0.545607023195904	0.53732520692299	0.141465848733382	0.300483637897333	0.340663297592279	0.384592316375071	0.461376869216928	0.53732520692299	0.613333148072155	0.707338122200638	0.781874336409405	0.863177130389248	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.0905071104458696	0.540551604747792	0.532676841585103	0.139515683017211	0.298078057224885	0.337914145396838	0.381416496112172	0.457311807861073	0.532676841585103	0.608233282402914	0.700163313346239	0.772587676311968	0.855658301648769	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.100878680142791	0.535587175166351	0.527579475610375	0.137641729532276	0.295878019631839	0.335006693062659	0.378506141433587	0.453830911807257	0.527579475610375	0.602283579403328	0.692944904062137	0.764973207587557	0.840814906493488	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.111250249839712	0.530711657719686	0.523154414727198	0.13583999406609	0.292768069112096	0.332029200444731	0.375689258214833	0.450119335883336	0.523154414727198	0.596147054664415	0.685461666934826	0.756109916468674	0.831279124465792	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.121621819536633	0.525923033794718	0.518975801590914	0.134106699546665	0.289989663954454	0.329470079705496	0.372886659315045	0.446372916976988	0.518975801590914	0.590583576061179	0.678582533162362	0.748854635963695	0.822041611527685	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.131993389233554	0.521219340991703	0.514691222524927	0.132438276263877	0.287745946412209	0.326330659027103	0.369921229467273	0.442455616657374	0.514691222524927	0.584881901420173	0.672639781353039	0.741140020696875	0.810177154166727	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.142364958930476	0.516598671289141	0.510455772287817	0.130831352348886	0.28557004272474	0.323611659429993	0.366989988413886	0.438521538646958	0.510455772287817	0.57964259372229	0.666566203851177	0.733582564842625	0.801718857745616	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.152736528627397	0.51205916927625	0.506155597003367	0.129282744516481	0.283622481410864	0.320974473956423	0.363822097569268	0.434768543313023	0.506155597003367	0.57448638359842	0.660111560988267	0.725911987807322	0.793330821173619	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.163108098324318	0.507599030450267	0.501833013849852	0.127789449075207	0.281665688012394	0.318362098457398	0.3601937589397	0.431305582247517	0.501833013849852	0.569623115361519	0.654172842576319	0.71915690696859	0.786998354919841	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.173479668021239	0.503216499575964	0.497529314684228	0.126348633209856	0.279060632759808	0.315423612047634	0.357553257833328	0.427715664998031	0.497529314684228	0.56488216974439	0.648173348668273	0.713603373610675	0.780973013705811	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.183851237718161	0.498909869104895	0.493432390884818	0.124957626540356	0.276814582100112	0.312913362402126	0.354671209013586	0.424033167524372	0.493432390884818	0.560337038597572	0.642382586401147	0.706212408131934	0.774852788024091	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.194222807415082	0.494677477651974	0.489600899401359	0.123613912960391	0.274691103972781	0.310718141398941	0.351353185702877	0.420462881271338	0.489600899401359	0.555593545667821	0.636596943086177	0.6995845512066	0.767532470459885	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.204594377112003	0.490517708527105	0.485713021796144	0.12231512275824	0.272727722254636	0.308393572526164	0.348186445594606	0.416834977591372	0.485713021796144	0.55066843336509	0.631546863486847	0.694151949143123	0.761182310872915	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.214965946808924	0.486428988319676	0.481903404485282	0.121059025021371	0.270751116132506	0.305938550188573	0.345782577714684	0.413479075349401	0.481903404485282	0.545710945518864	0.626922704633664	0.687777403864521	0.753601027810339	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.225337516505845	0.482409785533822	0.478138866878989	0.119843520325356	0.268795985620561	0.303716798766752	0.342873732987142	0.410097315705074	0.478138866878989	0.5412266886117	0.620779821606605	0.681521677542088	0.747924284057957	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.235709086202767	0.478458609272457	0.474321063592886	0.118666633706661	0.267141101915729	0.301484872196545	0.340296922366208	0.406684844916367	0.474321063592886	0.536823908088777	0.614946419572113	0.675734651873552	0.741234839783045	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.246080655899688	0.474574007968151	0.47059354978968	0.117526507917874	0.264692609651447	0.299410025099668	0.337450838239825	0.403669693551258	0.47059354978968	0.532513327712369	0.610281263309371	0.670110086392895	0.734634405067216	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.256452225596609	0.470754568159018	0.466999483002559	0.116421396962956	0.263076539201999	0.296818771416399	0.334826165382196	0.400664310825087	0.466999483002559	0.528287586811887	0.604654699782831	0.665121640712573	0.728059747885209	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.26682379529353	0.466998913307852	0.463699461936387	0.115349659909227	0.260928938959775	0.294461883290844	0.332476085481552	0.397474045252519	0.463699461936387	0.524202901994015	0.599958919493745	0.659212154605235	0.72151440837232	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.277195364990451	0.463305702662835	0.459867368257918	0.114309754971904	0.258521627068404	0.292192708550871	0.329685289740473	0.394214758608569	0.459867368257918	0.520093250242742	0.594990659270212	0.653954813165025	0.715589404533662	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.287566934687373	0.459673630158186	0.456436078639055	0.113300233866276	0.256488849606966	0.28954326359668	0.326811003992937	0.390936313490488	0.456436078639055	0.515810595020479	0.590626631905618	0.648492860933843	0.70975198667729	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.297938504384294	0.456101423353224	0.453000605505283	0.112319736421894	0.254524441670587	0.287427885496284	0.324389977825145	0.387835378466476	0.453000605505283	0.511933269805047	0.585208549260997	0.643542966426881	0.703975483520325	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.308310074081215	0.452587842408347	0.449569860502038	0.111366985452536	0.25278859110021	0.284725151610421	0.321890029599755	0.38445950344375	0.449569860502038	0.508245349992879	0.580782037520021	0.637860330316889	0.697121085503976	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.318681643778136	0.449131679096518	0.446108187663248	0.11044078187521	0.250991769870656	0.282368734326522	0.319089681034706	0.381636885010597	0.446108187663248	0.504582438004335	0.576497973402728	0.63245078565106	0.691505948944407	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.329053213475058	0.44573175584889	0.442803293387009	0.109540000070996	0.249555370730079	0.280420741793074	0.31625605706519	0.378665660757352	0.442803293387009	0.500633257087844	0.57145715355123	0.6270455938955	0.685417724569398	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.339424783171979	0.442386924833268	0.439633458218383	0.108663583480191	0.248056121124584	0.278439603257963	0.314291194013588	0.375993312217771	0.439633458218383	0.496817764198246	0.567098473368773	0.622330134119458	0.679451044718519	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.3497963528689	0.439096067064161	0.436314158419505	0.107810540423911	0.24657260072471	0.276051060890356	0.312199061350633	0.373062953739145	0.436314158419505	0.493202460531272	0.562685974439743	0.618024582222229	0.673780326725015	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.360167922565821	0.435858091543222	0.433044651389403	0.106979940144148	0.245024497137086	0.273998681581312	0.309833777972515	0.370240846144655	0.433044651389403	0.489887052393615	0.558999876378337	0.61268186983238	0.669344828437511	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.370539492262742	0.432671934428919	0.430042804234424	0.106170909054094	0.242894854235449	0.272013928394729	0.307855149740849	0.367384355749431	0.430042804234424	0.486468728633984	0.555331152918005	0.608232793638496	0.664010144464307	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.380911061959664	0.429536558234358	0.426979751763765	0.105382627190489	0.240858662765016	0.26993742217164	0.305611466875514	0.364547259603473	0.426979751763765	0.48308762394512	0.551081528501911	0.604146528718908	0.658728850144482	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.391282631656585	0.426450951052167	0.423753088463054	0.104614324859734	0.238747779028103	0.268036597959782	0.303591663207789	0.361962747761454	0.423753088463054	0.479617940378016	0.547132065818071	0.599111173602644	0.653461427484182	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.401654201353506	0.423414125805458	0.420553271913965	0.103865279469539	0.236611223393505	0.265124791617427	0.301207349765956	0.35927088115804	0.420553271913965	0.476302347786245	0.543174650420866	0.594866008115237	0.647574643277672	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.412025771050427	0.420425119523877	0.417568539265346	0.103134812537925	0.234373151374062	0.263169438994961	0.298859012485031	0.356533486773159	0.417568539265346	0.473018806987943	0.539218603553645	0.590322062227046	0.642412710064332	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.422397340747348	0.417482992643809	0.414854813019424	0.10242228687157	0.232537765417644	0.261418203487549	0.296668482175736	0.354068190138025	0.414854813019424	0.469915740382489	0.535794979282367	0.586547235778977	0.637343692363498	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.43276891044427	0.414586828331856	0.411990482332814	0.101727103905562	0.230921667576175	0.258964583794678	0.294795672987069	0.351635595326922	0.411990482332814	0.466579404371199	0.531766608658942	0.582185684392999	0.632922951914267	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.443140480141191	0.411735731830706	0.409051045248013	0.101048701196861	0.229112937136126	0.257119555079387	0.292368934992632	0.349499325350663	0.409051045248013	0.463511610679357	0.528328453088082	0.57831824368594	0.630079556552334	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.453512049838112	0.408928829826587	0.406197899511873	0.100386550063936	0.227419897837418	0.255296815336985	0.290129793656357	0.346931875557192	0.406197899511873	0.460423171090175	0.52515461761977	0.574499118818311	0.625532064412787	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.463883619535033	0.406165269837512	0.40328551731902	0.0997401533652571	0.225739423897502	0.253256294419407	0.288295906001088	0.344540651139063	0.40328551731902	0.457358196290009	0.521700384929607	0.570335816595145	0.620842117834897	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.474255189231954	0.403444219621537	0.400528218639341	0.0991090434095855	0.224071512251796	0.251342384000674	0.285951847611914	0.342424381224368	0.400528218639341	0.454398036642952	0.518551737352233	0.566699850015473	0.61612563517887	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.484626758928876	0.40076486660433	0.398002361341909	0.0984927799912104	0.222300325064809	0.249958365865387	0.284258496683765	0.340199871636721	0.398002361341909	0.45146515734196	0.515225479344994	0.562576491101943	0.611531411992675	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.494998328625797	0.398126417325322	0.395417076566051	0.0978909485435596	0.22044634836979	0.248277655431994	0.282259619446146	0.337710105732328	0.395417076566051	0.448771889519405	0.511718750043358	0.558635948431331	0.606948686356358	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.505369898322718	0.39552809690179	0.392845702873321	0.0973031584048578	0.218522642595844	0.2465053092444	0.280202670976686	0.335381186390896	0.392845702873321	0.446068626716459	0.508772809300449	0.554911710314162	0.602449335686115	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.515741468019639	0.392969148510206	0.390294547497109	0.0967290411897652	0.216601289392566	0.244672139827417	0.27814135692488	0.333348052109153	0.390294547497109	0.44371746953569	0.505689162484412	0.551838995561554	0.598852431478674	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.526113037716561	0.390448832884248	0.387902424430174	0.0961682492611945	0.214878638488502	0.242911034171185	0.276123906041058	0.331089598439874	0.387902424430174	0.440989688357604	0.502635897849211	0.548618905169114	0.59535766774061	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.536484607413482	0.387966427828861	0.38556215236816	0.0956204542967599	0.213402742918023	0.241383880518237	0.274173843215856	0.328915988237276	0.38556215236816	0.438023455987577	0.499225879741215	0.545460392280404	0.59056950362223	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.546856177110403	0.385521227749807	0.382992773951549	0.0950853459445676	0.211871468169881	0.239807507215794	0.272266562098849	0.326920203062848	0.382992773951549	0.43551748598729	0.496408438300173	0.542198928349072	0.586178818387034	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.557227746807324	0.38311254319814	0.380761495209395	0.0945626305633137	0.210765055262905	0.238197082588749	0.27032613695932	0.324781949215602	0.380761495209395	0.432847817208751	0.493310853911571	0.538727419754873	0.582878990836579	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.567599316504245	0.38073970042909	0.378556056909096	0.0940520300418945	0.209159401194781	0.236716170338332	0.268484163894626	0.322752630757703	0.378556056909096	0.430393686735718	0.49028565253709	0.535646752917114	0.579075580001746	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.577970886201167	0.37840204097484	0.37620244047718	0.0935532806939825	0.207379260460877	0.234978560085679	0.266840872055408	0.320729001623857	0.37620244047718	0.427730642359648	0.48722942247991	0.53286902207304	0.575599672526867	FALSE
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befr.st	0.588342455898088	0.3760989212307	0.374075464024035	0.0930661322232484	0.206017551269835	0.233352787442629	0.264808354964749	0.318934971746792	0.374075464024035	0.425116930931613	0.484631668861725	0.529098829181402	0.571872489661805	FALSE
