model	response	n	observed_mean	yrep_median_mean	mean_residual	rmse	mean_abs_std_residual	prop_outside_yrep90	prop_pp_twotail_lt_0.10	prop_pp_twotail_lt_0.05
base_k0	befa.st	1132	1.44106132803971	1.37855087608606	0.0625104519536542	0.322844894954983	0.757044903069785	0.088339222614841	0.0865724381625442	0.0512367491166078
ftp_k0	befa.st	1132	1.44106132803971	1.37964387778117	0.0614174502585414	0.318586585679194	0.756878856438774	0.0865724381625442	0.0848056537102474	0.0477031802120141
ftp_k1	befa.st	1132	1.44106132803971	1.37971565564032	0.0613456723993969	0.318630801467059	0.757271110306714	0.088339222614841	0.0865724381625442	0.0485865724381625
ftp_sp_k0	befa.st	1132	1.44106132803971	1.39575981591251	0.0453015121272038	0.263550808834741	0.716942765378924	0.0980565371024735	0.0945229681978799	0.049469964664311
ftp_sp_k1	befa.st	1132	1.44106132803971	1.39538326490262	0.0456780631370961	0.264155859295837	0.715283639354952	0.0962897526501767	0.0945229681978799	0.0485865724381625
ftp_sp_k2	befa.st	1132	1.44106132803971	1.3951711049901	0.0458902230496106	0.262976607964201	0.708950941307396	0.0945229681978799	0.092756183745583	0.0485865724381625
sp_k0	befa.st	1132	1.44106132803971	1.39512320768469	0.0459381203550269	0.264068466214651	0.717764395798735	0.0980565371024735	0.0962897526501767	0.0503533568904594
sp_k1	befa.st	1132	1.44106132803971	1.3949685422493	0.0460927857904101	0.263366954600096	0.712595545544566	0.0936395759717314	0.0936395759717314	0.0485865724381625
base_k0	befr.st	524	0.442216609003624	0.403208373821524	0.0390082351820997	0.26833879145005	0.739010991404626	0.0877862595419847	0.0877862595419847	0.0534351145038168
ftp_k0	befr.st	524	0.442216609003624	0.406538857979212	0.0356777510244125	0.25924768061033	0.746625118483637	0.0973282442748092	0.0973282442748092	0.049618320610687
ftp_k1	befr.st	524	0.442216609003624	0.406982590714906	0.0352340182887179	0.259403014563673	0.749914842411611	0.0877862595419847	0.0877862595419847	0.049618320610687
ftp_sp_k0	befr.st	524	0.442216609003624	0.413206000084252	0.0290106089193723	0.225949627820881	0.712026197192933	0.0687022900763359	0.066793893129771	0.0362595419847328
ftp_sp_k1	befr.st	524	0.442216609003624	0.413079127484806	0.0291374815188176	0.222337906116914	0.704924475038282	0.0706106870229008	0.0687022900763359	0.0381679389312977
ftp_sp_k2	befr.st	524	0.442216609003624	0.412954543848869	0.0292620651547547	0.224036260161778	0.703704308884515	0.0725190839694656	0.0706106870229008	0.0362595419847328
sp_k0	befr.st	524	0.442216609003624	0.413289670216849	0.0289269387867753	0.225532805609271	0.710603312995912	0.0725190839694656	0.0706106870229008	0.0362595419847328
sp_k1	befr.st	524	0.442216609003624	0.413954461668897	0.0282621473347274	0.22609706580109	0.713146794557481	0.0725190839694656	0.0706106870229008	0.0343511450381679
