split_variable	split_value	model	model_structure	hierarchy	k_depth	response	n	n_stands	observed_mean	predicted_mean	mean_residual	mean_abs_error	rmse	residual_sd	lm_intercept_observed_vs_predicted	lm_slope_observed_vs_predicted	lm_r2_observed_vs_predicted	correlation_observed_predicted
dominant_genus	Betula	ftp_k1_gamma	ftp_k1	ftp	k1	befr.st	18	5	0.465561780631186	0.473593042049211	-0.00803126141802489	0.0945427220717651	0.121960643573742	0.1252240705994	0.210634281340726	0.538283878047285	0.110866095512474	0.332965607101506
dominant_genus	Betula	ftp_sp_k0_gamma	ftp_sp_k0	ftp_sp	k0	befr.st	18	5	0.465561780631186	0.474193657840416	-0.00863187720923017	0.093578284650815	0.124393571937808	0.127691384811249	0.233165092516657	0.490088140724857	0.113065469854064	0.336252092713286
dominant_genus	Betula	ftp_sp_k1_gamma	ftp_sp_k1	ftp_sp	k1	befr.st	18	5	0.465561780631186	0.47568226375256	-0.0101204831213747	0.0920159014778729	0.123297935932246	0.126444413008423	0.222146889156706	0.511717400506442	0.114924312774656	0.339004886063101
dominant_genus	Betula	ftp_sp_k2_gamma	ftp_sp_k2	ftp_sp	k2	befr.st	18	5	0.465561780631186	0.475836161594976	-0.0102743809637905	0.0929743176317674	0.121646753101458	0.124726206842612	0.204285103943468	0.549089576992074	0.113624240884603	0.33708194980539
dominant_genus	Betula	PFT_k0_gamma	PFT_k0	PFT	k0	befr.st	18	5	0.465561780631186	0.441288479855983	0.024273300775203	0.112664096264928	0.151336096170502	0.153707433270612	0.33037946074118	0.306335483614082	0.112057510678329	0.33474992259645
dominant_genus	Betula	PFT_k1_gamma	PFT_k1	PFT	k1	befr.st	18	5	0.465561780631186	0.444522020236224	0.021039760394962	0.11418454572862	0.153093426274294	0.156037073595585	0.332655801634571	0.298986266025669	0.112774931748354	0.335819790584704
dominant_genus	Betula	PFT_sp_k0_gamma	PFT_sp_k0	PFT_sp	k0	befr.st	18	5	0.465561780631186	0.472542012658219	-0.00698023202703301	0.0948418019169202	0.126369622432874	0.129834745876116	0.248509973706998	0.459328062076838	0.112827458936587	0.335897988884403
dominant_genus	Betula	PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	18	5	0.465561780631186	0.474434947978246	-0.0088731673470601	0.0938212763699779	0.126314966294266	0.129655942220112	0.246316317826237	0.462119124527483	0.114521324089181	0.338409994074024
dominant_genus	Betula	PFT_sp_k2_gamma	PFT_sp_k2	PFT_sp	k2	befr.st	18	5	0.465561780631186	0.474100012437658	-0.00853823180647182	0.0933953262704227	0.123627178049645	0.126907562353465	0.226905393215304	0.503388274952353	0.112986009494213	0.336133916012969
dominant_genus	Betula	sp_k0_gamma	sp_k0	sp	k0	befr.st	18	5	0.465561780631186	0.472994727398972	-0.00743294676778637	0.0935061617785679	0.124438431609409	0.127817457646723	0.234697154536716	0.48809133108948	0.113287303058384	0.336581792523576
dominant_genus	Betula	sp_k1_gamma	sp_k1	sp	k1	befr.st	18	5	0.465561780631186	0.472472561218112	-0.0069107805869261	0.0941110461590199	0.121528067772352	0.12484899646865	0.2071388262578	0.546958650269825	0.111817439203934	0.33439114701788
dominant_genus	Betula	base_k0_gamma	base_k0	base	k0	beft.st	18	5	1.80077487496265	1.91346381634928	-0.112688941386631	0.201991578264394	0.25287268910061	0.232938314086195	0.576627892588962	0.639754445270489	0.673169742209268	0.820469220756799
dominant_genus	Betula	ftp_k0_gamma	ftp_k0	ftp	k0	beft.st	18	5	1.80077487496265	1.96440135476812	-0.163626479805474	0.204556919452724	0.241110651544672	0.182223680437269	-0.0714712021651319	0.953087347747619	0.670992438359771	0.819141281074132
dominant_genus	Betula	ftp_k1_gamma	ftp_k1	ftp	k1	beft.st	18	5	1.80077487496265	1.99358600450341	-0.192811129540759	0.229810153978825	0.266321311884618	0.189040358405739	0.145851329497469	0.830123978462325	0.672322246259082	0.819952587811687
dominant_genus	Betula	ftp_sp_k0_gamma	ftp_sp_k0	ftp_sp	k0	beft.st	18	5	1.80077487496265	1.83130502556768	-0.03053015060503	0.155975510231816	0.195836943047836	0.199050736510953	0.408508958718614	0.760258884678401	0.672341983074871	0.819964623063014
dominant_genus	Betula	ftp_sp_k1_gamma	ftp_sp_k1	ftp_sp	k1	beft.st	18	5	1.80077487496265	1.83268335536712	-0.0319084804044733	0.154677323129461	0.194569479170058	0.197499718518061	0.392975472522041	0.768162922589865	0.672901340597561	0.820305638526008
dominant_genus	Betula	ftp_sp_k2_gamma	ftp_sp_k2	ftp_sp	k2	beft.st	18	5	1.80077487496265	1.83120832253121	-0.0304334475685617	0.153171170556208	0.189727959649408	0.192700479402429	0.336074520226112	0.799854575099318	0.67235339334078	0.819971580812883
dominant_genus	Betula	PFT_k0_gamma	PFT_k0	PFT	k0	beft.st	18	5	1.80077487496265	1.85620237217051	-0.0554274972078655	0.194986292211589	0.252279315734448	0.253250355392915	0.69508648663855	0.595672328029182	0.670150542313025	0.818627230375966
dominant_genus	Betula	PFT_k1_gamma	PFT_k1	PFT	k1	beft.st	18	5	1.80077487496265	1.78066336203439	0.020111512928255	0.154192123235095	0.19925865706962	0.203988423888487	0.473455269762255	0.745407376543055	0.663012405721715	0.814255737297389
dominant_genus	Betula	PFT_sp_k0_gamma	PFT_sp_k0	PFT_sp	k0	beft.st	18	5	1.80077487496265	1.82935227788033	-0.0285774029176772	0.158457544066827	0.199611597168411	0.203282792275265	0.448485070489139	0.739217820878334	0.672186807149153	0.819869994053419
dominant_genus	Betula	PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	beft.st	18	5	1.80077487496265	1.82946252691573	-0.028687651953085	0.156582115203764	0.197553438022379	0.201126069769809	0.430002385695872	0.749276068298454	0.672517567922844	0.820071684624487
dominant_genus	Betula	PFT_sp_k2_gamma	PFT_sp_k2	PFT_sp	k2	beft.st	18	5	1.80077487496265	1.82623956021873	-0.0254646852560828	0.153015711807293	0.190869640250104	0.194647471498398	0.362829098398506	0.787380696315613	0.671726605404523	0.819589290684378
dominant_genus	Betula	sp_k0_gamma	sp_k0	sp	k0	beft.st	18	5	1.80077487496265	1.83866854427987	-0.0378936693172189	0.165092293419429	0.207253128224069	0.209666783494824	0.492087127796357	0.711758381486236	0.672585356813102	0.820113014659018
dominant_genus	Betula	sp_k1_gamma	sp_k1	sp	k1	beft.st	18	5	1.80077487496265	1.84020562242538	-0.0394307474627273	0.165401032800171	0.2064718256919	0.208547491736561	0.48260322344759	0.716317587258384	0.672399624076863	0.819999770778543
dominant_genus	Camellia	base_k0_gamma	base_k0	base	k0	befa.st	15	3	1.74908157974008	1.36432389388195	0.384757685858129	0.384757685858129	0.428674321606459	0.19563960263487	1.60236042881185	0.107541289561934	1.11191816977292e-06	0.00105447530542599
dominant_genus	Camellia	ftp_k0_gamma	ftp_k0	ftp	k0	befa.st	15	3	1.74908157974008	1.41437311873691	0.334708461003169	0.334708461003169	0.384383700386088	0.195633792149457	1.11502055170532	0.4482982740799	3.12168398054428e-05	0.0055872032185441
dominant_genus	Camellia	ftp_k1_gamma	ftp_k1	ftp	k1	befa.st	15	3	1.74908157974008	1.41864098048173	0.330440599258349	0.330440599258349	0.380672117674719	0.195631591272085	0.948677036792308	0.564205147010469	1.59611265559764e-05	0.00399513786446019
dominant_genus	Camellia	ftp_sp_k0_gamma	ftp_sp_k0	ftp_sp	k0	befa.st	15	3	1.74908157974008	1.72651726136997	0.022564318370106	0.146700516403667	0.190362942892641	0.195655222165455	1.27293187851817	0.275786238501945	3.98856437371503e-05	0.00631550819310783
dominant_genus	Camellia	ftp_sp_k1_gamma	ftp_sp_k1	ftp_sp	k1	befa.st	15	3	1.74908157974008	1.72701048207152	0.0220710976685559	0.146571215600873	0.190301009296202	0.195650948630987	1.18908102536734	0.324260078433934	5.72767263312598e-05	0.00756813889480192
dominant_genus	Camellia	ftp_sp_k2_gamma	ftp_sp_k2	ftp_sp	k2	befa.st	15	3	1.74908157974008	1.7246743875948	0.0244071921452794	0.146362157894977	0.190618297684844	0.195684579609593	1.14910494701663	0.347878206482884	0.000212945403174011	0.0145926489430142
dominant_genus	Camellia	PFT_k0_gamma	PFT_k0	PFT	k0	befa.st	15	3	1.74908157974008	1.59216263276459	0.156918946975489	0.199731182001945	0.245653974206148	0.195637198268828	1.01091075256355	0.46362778021915	0.000150355503541544	0.0122619534961354
dominant_genus	Camellia	PFT_k1_gamma	PFT_k1	PFT	k1	befa.st	15	3	1.74908157974008	1.60504002746422	0.144041552275859	0.194679759859013	0.237588145176181	0.195576504795672	-0.91982355007574	1.66282777011635	0.000677109594402353	0.0260213296048119
dominant_genus	Camellia	PFT_sp_k0_gamma	PFT_sp_k0	PFT_sp	k0	befa.st	15	3	1.74908157974008	1.73760113706777	0.0114804426723027	0.144907757939993	0.189377486854617	0.195663793178006	1.31162400267668	0.251759490559275	4.12094959120553e-05	0.00641946227592741
dominant_genus	Camellia	PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	15	3	1.74908157974008	1.73811730438427	0.0109642753558093	0.144966675331313	0.189334103770012	0.195650528958566	1.21077997804577	0.309703838939112	4.71716833496468e-05	0.00686816448183465
dominant_genus	Camellia	PFT_sp_k2_gamma	PFT_sp_k2	PFT_sp	k2	befa.st	15	3	1.74908157974008	1.7367251721077	0.0123564076323794	0.144246042414518	0.189476802641678	0.195709637135156	1.19009832991565	0.321860510115163	0.000230171645467777	0.0151714088161771
dominant_genus	Camellia	sp_k0_gamma	sp_k0	sp	k0	befa.st	15	3	1.74908157974008	1.72392864326775	0.0251529364723227	0.147185683244348	0.190695266386376	0.195663745115158	1.34684795878058	0.233323822613128	3.28980765147365e-05	0.00573568448528332
