model	response	x	predicted	pred_q05	pred_q95
ftp_k0	befa.st	0.546856177110403	1.29645491316898	1.10915734776919	1.47093397607818
ftp_k0	befa.st	0.557227746807324	1.29534843002006	1.10757210477276	1.47005694100182
ftp_k0	befa.st	0.567599316504245	1.29431929076274	1.10662622147939	1.46927503608982
ftp_k0	befa.st	0.577970886201167	1.29336200312437	1.10566618703285	1.46841824273196
ftp_k0	befa.st	0.588342455898088	1.29247147090319	1.10480456249551	1.46764452559967
ftp_k0	befa.st	0.598714025595009	1.29164296497121	1.10398963347125	1.46673455287945
ftp_k0	befa.st	0.60908559529193	1.29087209643183	1.10339721036635	1.46594786189341
ftp_k0	befa.st	0.619457164988852	1.29015479176958	1.10262832864183	1.46528671234238
ftp_k0	befa.st	0.629828734685773	1.28948726984204	1.1020234861191	1.46453636652481
ftp_k0	befa.st	0.640200304382694	1.28886602057537	1.10136850008729	1.46393834832172
ftp_k0	befa.st	0.650571874079615	1.28828778523545	1.10103665296708	1.46331100903817
ftp_k0	befa.st	0.660943443776536	1.28774953815635	1.10071366256711	1.46276678813595
ftp_k0	befa.st	0.671315013473458	1.28724846981699	1.10023815234803	1.46226438816694
ftp_k0	befa.st	0.681686583170379	1.28678197116494	1.09988371303807	1.46179596537986
ftp_k0	befa.st	0.6920581528673	1.28634761909418	1.09941336652298	1.46132723591109
ftp_k0	befa.st	0.702429722564221	1.28594316299061	1.09896169385172	1.46067921555439
ftp_k0	befa.st	0.712801292261142	1.28556651226564	1.09861732582734	1.46005922320282
ftp_k0	befa.st	0.723172861958064	1.28521572480422	1.09813583788182	1.45976055580845
ftp_k0	befa.st	0.733544431654985	1.28488899625929	1.09776501326945	1.45912527323982
ftp_k0	befa.st	0.743916001351906	1.28458465012969	1.09741805281962	1.45878558396464
ftp_k0	befa.st	0.754287571048827	1.2843011285633	1.0971679088132	1.45846911026969
ftp_k0	befa.st	0.764659140745748	1.28403698383179	1.0968399252441	1.45818061834267
ftp_k0	befa.st	0.77503071044267	1.283790870427	1.09650388930051	1.45789385997107
ftp_k0	befa.st	0.785402280139591	1.28356153773311	1.09622756040101	1.45764364229693
ftp_k0	befa.st	0.795773849836512	1.28334782323197	1.09599859056571	1.45740520452024
ftp_k0	befa.st	0.806145419533433	1.28314864620225	1.09586470275271	1.45718305879832
ftp_k0	befa.st	0.816516989230355	1.28296300187599	1.09577906318586	1.4569760912591
