model	model_structure	family	variable	mean	median	sd	mad	q5	q95
ftp_sp_k1_gamma	ftp_sp_k1	gamma	sd_h1__y1m1_logk_Intercept	0.71910879695506	0.45709676	0.750444079131595	0.5339071980459	0.02890164365	2.237677865
ftp_sp_k1_gamma	ftp_sp_k1	gamma	sd_h1__y2_logL_Intercept	0.651810065021034	0.46742442	0.62100367283975	0.42560812875	0.04921161545	1.90258466
ftp_sp_k1_gamma	ftp_sp_k1	gamma	sd_h2__y2_logL_Intercept	0.47025553263525	0.41131239	0.234004469739139	0.131596502625	0.2579059845	0.867962548499999
ftp_sp_k1_gamma	ftp_sp_k1	gamma	sd_h1__y2_logA_Intercept	0.493949648668263	0.33747546	0.522710366271836	0.348546391032	0.02879457645	1.473737165
ftp_sp_k1_gamma	ftp_sp_k1	gamma	sd_h2__y2_logA_Intercept	0.665948803739941	0.53478408	0.497288377567575	0.403241002458	0.0685488089	1.642782375
ftp_sp_k1_gamma	ftp_sp_k1	gamma	sd_h1__y2_logk_Intercept	0.730183773717155	0.53898269	0.679102726222209	0.525779019234	0.04318513345	2.03411586
ftp_sp_k1_gamma	ftp_sp_k1	gamma	shape_y1m1	3.39048831035	3.38697095	0.136710243771145	0.13923556206	3.17096634	3.62015623
ftp_sp_k1_gamma	ftp_sp_k1	gamma	shape_y2	5.58242851925	5.56874555	0.371021804722289	0.36662518578	4.994439605	6.21650468
ftp_sp_k1_lognormal	ftp_sp_k1	lognormal	b_y1m1_logL_Intercept	-2.90205985423534	-2.90161915	0.845682627396799	0.83925886611	-4.30320948	-1.52801263
ftp_sp_k1_lognormal	ftp_sp_k1	lognormal	b_y1m1_logA_Intercept	-1.14102845415896	-1.1338227	0.695875431117854	0.679579147023	-2.302106835	0.00459344890499974
ftp_sp_k1_lognormal	ftp_sp_k1	lognormal	b_y1m1_logk_Intercept	0.657497991768985	0.641107095	0.887152778110805	0.8776649860398	-0.7925101205	2.12978476
ftp_sp_k1_lognormal	ftp_sp_k1	lognormal	b_y2_logL_Intercept	-2.95793802480325	-2.9511984	0.860262768592068	0.87091015221	-4.382602245	-1.560805765
ftp_sp_k1_lognormal	ftp_sp_k1	lognormal	b_y2_logA_Intercept	-1.24908614992695	-1.24221045	0.722020718318939	0.734022050034	-2.43100022	-0.0617270518000002
ftp_sp_k1_lognormal	ftp_sp_k1	lognormal	b_y2_logk_Intercept	0.589292706851449	0.591279885	0.869287723265583	0.8404814076918	-0.834434469	2.03629668
ftp_sp_k1_lognormal	ftp_sp_k1	lognormal	sd_h1__y1m1_logL_Intercept	3.85063320657425	3.59478805	1.600976161924	1.46923984662	1.70885568	6.805639365
ftp_sp_k1_lognormal	ftp_sp_k1	lognormal	sd_h2__y1m1_logL_Intercept	0.642697412095648	0.462458895	0.610676364014162	0.468193508307	0.0360509754	1.85471972
ftp_sp_k1_lognormal	ftp_sp_k1	lognormal	sd_h1__y1m1_logA_Intercept	1.46789381622462	0.9066202	1.53944818204583	0.997878244503	0.06167451505	4.67489748
ftp_sp_k1_lognormal	ftp_sp_k1	lognormal	sd_h2__y1m1_logA_Intercept	0.730255020481956	0.517720385	0.730371155316522	0.510714053766	0.04015033545	2.129642295
ftp_sp_k1_lognormal	ftp_sp_k1	lognormal	sd_h1__y1m1_logk_Intercept	2.75300769155966	2.6035951	1.58699320220903	1.45259491881	0.3766793215	5.59661193499999
ftp_sp_k1_lognormal	ftp_sp_k1	lognormal	sd_h1__y2_logL_Intercept	3.4462646331895	3.2161212	1.60386123849959	1.45377877491	1.24091279	6.389843935
ftp_sp_k1_lognormal	ftp_sp_k1	lognormal	sd_h2__y2_logL_Intercept	0.624679695418776	0.459173045	0.585115619784974	0.45425841006	0.0355265087	1.747761245
ftp_sp_k1_lognormal	ftp_sp_k1	lognormal	sd_h1__y2_logA_Intercept	1.92543798108703	1.39402805	1.76214838202402	1.559985315168	0.08244979105	5.35595795
ftp_sp_k1_lognormal	ftp_sp_k1	lognormal	sd_h2__y2_logA_Intercept	0.743814609661038	0.52850825	0.743930479255723	0.534188281956	0.03855756875	2.21798864
ftp_sp_k1_lognormal	ftp_sp_k1	lognormal	sd_h1__y2_logk_Intercept	2.54713552090839	2.3684502	1.72516857420644	1.74459417489	0.185411788	5.656702765
ftp_sp_k1_lognormal	ftp_sp_k1	lognormal	sigma_y1m1	1.322394682275	1.3216996	0.0276074199280672	0.0272882166900001	1.27754321	1.36874859
ftp_sp_k1_lognormal	ftp_sp_k1	lognormal	sigma_y2	1.10219142185	1.1008177	0.0342897783365099	0.0341189255399998	1.048297395	1.16058287
ftp_sp_k1_student	ftp_sp_k1	student	b_z1_logL_Intercept	-2.13880566366024	-2.14624555	0.807215029326936	0.803870390190001	-3.448503575	-0.816280531000001
ftp_sp_k1_student	ftp_sp_k1	student	b_z1_logA_Intercept	-0.742975418396203	-0.7342982	0.693752529076572	0.68557551531	-1.89821828	0.391679787
ftp_sp_k1_student	ftp_sp_k1	student	b_z1_logk_Intercept	0.672153804077689	0.65536535	0.893544157324425	0.8827053686577	-0.780233899	2.18746156
ftp_sp_k1_student	ftp_sp_k1	student	b_z2_logL_Intercept	-2.19524403998103	-2.2036008	0.851503873339553	0.85610298123	-3.61460405	-0.804671922
ftp_sp_k1_student	ftp_sp_k1	student	b_z2_logA_Intercept	-0.685115020306644	-0.69139536	0.714597260070855	0.708512160153	-1.858044515	0.482699178999996
ftp_sp_k1_student	ftp_sp_k1	student	b_z2_logk_Intercept	0.569622871589308	0.57811616	0.861534277465593	0.85146841432737	-0.834349826	2.00370296
ftp_sp_k1_student	ftp_sp_k1	student	sd_h1__z1_logL_Intercept	4.33218062330125	4.0768578	1.62585680813176	1.4853398448	2.192984865	7.355667695
ftp_sp_k1_student	ftp_sp_k1	student	sd_h2__z1_logL_Intercept	0.64809425272882	0.482282405	0.592329931760635	0.471516489339	0.03811465735	1.82613126
ftp_sp_k1_student	ftp_sp_k1	student	sd_h1__z1_logA_Intercept	1.4411975594332	0.859882885	1.56464926629442	0.937327088796	0.0648317984	4.77911183
ftp_sp_k1_student	ftp_sp_k1	student	sd_h2__z1_logA_Intercept	0.731636686068385	0.524030575	0.71874469724563	0.518894069463	0.03752900185	2.1635733
ftp_sp_k1_student	ftp_sp_k1	student	sd_h1__z1_logk_Intercept	2.89202271596994	2.73316585	1.6011585401126	1.46166546561	0.4447481495	5.805916225
ftp_sp_k1_student	ftp_sp_k1	student	sd_h1__z2_logL_Intercept	3.9703323676075	3.7371359	1.59760093213146	1.4701876728	1.821164495	6.878673095
ftp_sp_k1_student	ftp_sp_k1	student	sd_h2__z2_logL_Intercept	0.635841845449063	0.473353855	0.601121220953086	0.467160603126	0.0371287383	1.81876141
ftp_sp_k1_student	ftp_sp_k1	student	sd_h1__z2_logA_Intercept	1.99275427292513	1.3809233	1.87915770679619	1.604277864147	0.07762800075	5.64989140499999
ftp_sp_k1_student	ftp_sp_k1	student	sd_h2__z2_logA_Intercept	0.77003928461326	0.5414076	0.773748128694364	0.543033910923	0.03974595125	2.30216776
ftp_sp_k1_student	ftp_sp_k1	student	sd_h1__z2_logk_Intercept	2.80426453143652	2.67744045	1.80461920625326	1.86232410504	0.2169400785	5.993994825
ftp_sp_k1_student	ftp_sp_k1	student	sigma_z1	1.309042426475	1.3085513	0.0282770400473619	0.02850654324	1.263183875	1.356154925
ftp_sp_k1_student	ftp_sp_k1	student	sigma_z2	1.08994720935625	1.0884873	0.0348125477789581	0.03389927835	1.03339042	1.1487604
ftp_sp_k1_student	ftp_sp_k1	student	nu_z1	62.425698150625	59.756466	19.5889094793338	18.3402668253	35.6703787	98.6340217
ftp_sp_k1_student	ftp_sp_k1	student	nu_z2	50.912251525375	48.2178515	17.7722477753838	16.6869654504	26.9099489	83.87377385
ftp_sp_k2_gamma	ftp_sp_k2	gamma	b_y1m1_logL_Intercept	-1.404105529218	-1.29645365	0.456747599725499	0.32590520613	-2.31663164	-0.869536636
ftp_sp_k2_gamma	ftp_sp_k2	gamma	b_y1m1_logA_Intercept	-0.178638288388998	-0.087241017	0.486810958806338	0.430294249287	-1.12014065	0.453735356
ftp_sp_k2_gamma	ftp_sp_k2	gamma	b_y1m1_logk_Intercept	1.37676868188914	1.58663865	0.681858253642968	0.54548441892	0.00425581000000002	2.133479165
ftp_sp_k2_gamma	ftp_sp_k2	gamma	b_y2_logL_Intercept	-1.89452939958125	-1.80683985	0.679743060431241	0.68349068319	-3.135634715	-0.9670896865
ftp_sp_k2_gamma	ftp_sp_k2	gamma	b_y2_logA_Intercept	-0.866338306597457	-0.869069405	0.390511377177566	0.323977448067	-1.47889053	-0.2141544875
ftp_sp_k2_gamma	ftp_sp_k2	gamma	b_y2_logk_Intercept	0.256119109300245	0.1908517	0.681905649680375	0.705585263124	-0.7470845905	1.46586625
ftp_sp_k2_gamma	ftp_sp_k2	gamma	sd_h1__y1m1_logL_Intercept	0.581187949001909	0.40349625	0.586386233301327	0.379415286873	0.04357503495	1.70988453
ftp_sp_k2_gamma	ftp_sp_k2	gamma	sd_h2__y1m1_logL_Intercept	0.54260407797625	0.53062622	0.0995715887997997	0.0926205350070001	0.403970056	0.7223511565
ftp_sp_k2_gamma	ftp_sp_k2	gamma	sd_h1__y1m1_logA_Intercept	0.666694361275228	0.504264915	0.606386902694606	0.442791774096	0.05461436645	1.84713424
ftp_sp_k2_gamma	ftp_sp_k2	gamma	sd_h2__y1m1_logA_Intercept	0.296276832004039	0.283321385	0.147263160477358	0.136525317369	0.0688630277	0.556232804
ftp_sp_k2_gamma	ftp_sp_k2	gamma	sd_h1__y1m1_logk_Intercept	0.775734263701014	0.54157912	0.763258980155329	0.598547584719	0.03382871215	2.30381646
ftp_sp_k2_gamma	ftp_sp_k2	gamma	sd_h2__y1m1_logk_Intercept	0.270504808864454	0.25447454	0.15956218929844	0.145302472455	0.03932921635	0.5569627005
ftp_sp_k2_gamma	ftp_sp_k2	gamma	sd_h1__y2_logL_Intercept	0.728066695303865	0.522665295	0.704805194940611	0.498622012644	0.0567934142	2.096942375
ftp_sp_k2_gamma	ftp_sp_k2	gamma	sd_h2__y2_logL_Intercept	0.469289609534656	0.40851003	0.272101894914327	0.169058839425	0.1247047645	1.0023574
ftp_sp_k2_gamma	ftp_sp_k2	gamma	sd_h1__y2_logA_Intercept	0.541506259531265	0.312709795	0.641855924780539	0.3339047990439	0.0233183583	1.878289365
ftp_sp_k2_gamma	ftp_sp_k2	gamma	sd_h2__y2_logA_Intercept	0.44265683207029	0.34712904	0.364178755526523	0.232154121906	0.04874411125	1.191735075
ftp_sp_k2_gamma	ftp_sp_k2	gamma	sd_h1__y2_logk_Intercept	0.723624772958554	0.49612689	0.739539819005117	0.504474094299	0.0366654709	2.247422165
ftp_sp_k2_gamma	ftp_sp_k2	gamma	sd_h2__y2_logk_Intercept	0.485190345879325	0.44498089	0.32587831526181	0.327236847798	0.0484382773	1.05696481
ftp_sp_k2_gamma	ftp_sp_k2	gamma	shape_y1m1	3.405134319675	3.40499975	0.138079632774309	0.13730417904	3.181992885	3.63679547
ftp_sp_k2_gamma	ftp_sp_k2	gamma	shape_y2	5.5742008789125	5.5573856	0.365232595745732	0.36278614134	5.00291712	6.21400884
ftp_sp_k2_lognormal	ftp_sp_k2	lognormal	b_y1m1_logL_Intercept	-2.8928268393835	-2.90023605	0.822486954094361	0.81497573136	-4.24654246	-1.532178225
ftp_sp_k2_lognormal	ftp_sp_k2	lognormal	b_y1m1_logA_Intercept	-1.14861112380461	-1.14043905	0.695772661000174	0.7152143943	-2.28002948	-0.0211917722000004
ftp_sp_k2_lognormal	ftp_sp_k2	lognormal	b_y1m1_logk_Intercept	0.617311671166675	0.61327814	0.864398496635723	0.8582729620332	-0.7776654045	2.0686861
ftp_sp_k2_lognormal	ftp_sp_k2	lognormal	b_y2_logL_Intercept	-2.97041440733675	-2.9497976	0.861733577970311	0.85509310824	-4.426313155	-1.580547145
ftp_sp_k2_lognormal	ftp_sp_k2	lognormal	b_y2_logA_Intercept	-1.26130552808629	-1.26972255	0.721692139811339	0.717648200808	-2.4634632	-0.0671910759
ftp_sp_k2_lognormal	ftp_sp_k2	lognormal	b_y2_logk_Intercept	0.51588496961346	0.505860415	0.855100832849022	0.869007583521	-0.8803356315	1.952424015
ftp_sp_k2_lognormal	ftp_sp_k2	lognormal	sd_h1__y1m1_logL_Intercept	3.87943454063875	3.64944815	1.61315688399292	1.4899692633	1.70408349	6.808753455
ftp_sp_k2_lognormal	ftp_sp_k2	lognormal	sd_h2__y1m1_logL_Intercept	0.631021142527846	0.462082485	0.594673848464978	0.459696193971	0.0350875067	1.79033588
ftp_sp_k2_lognormal	ftp_sp_k2	lognormal	sd_h1__y1m1_logA_Intercept	1.69398763894938	1.0632576	1.71187133558904	1.209249598368	0.0687863026	5.219951435
ftp_sp_k2_lognormal	ftp_sp_k2	lognormal	sd_h2__y1m1_logA_Intercept	0.762946148086821	0.536068775	0.752372825665301	0.550283328252	0.0435176592	2.23050917
ftp_sp_k2_lognormal	ftp_sp_k2	lognormal	sd_h1__y1m1_logk_Intercept	2.78287578116248	2.6262332	1.6685751851706	1.60111993356	0.2659342065	5.76367152
ftp_sp_k2_lognormal	ftp_sp_k2	lognormal	sd_h2__y1m1_logk_Intercept	0.627575359880563	0.412137845	0.699030180266656	0.419778641919	0.02988478785	1.971778805
ftp_sp_k2_lognormal	ftp_sp_k2	lognormal	sd_h1__y2_logL_Intercept	3.4283526345221	3.22188895	1.61835655487337	1.48573295619	1.196354435	6.39621982
ftp_sp_k2_lognormal	ftp_sp_k2	lognormal	sd_h2__y2_logL_Intercept	0.609876506119509	0.44604289	0.573807563802366	0.443442724452	0.03487345785	1.732857495
ftp_sp_k2_lognormal	ftp_sp_k2	lognormal	sd_h1__y2_logA_Intercept	2.12113953139392	1.65191765	1.8478082864206	1.808973418623	0.101295305	5.65694973
ftp_sp_k2_lognormal	ftp_sp_k2	lognormal	sd_h2__y2_logA_Intercept	0.764973616293154	0.543835105	0.760291810831717	0.54202618029	0.0397678501	2.26324761
ftp_sp_k2_lognormal	ftp_sp_k2	lognormal	sd_h1__y2_logk_Intercept	2.57343155430809	2.37508525	1.83031010659993	1.93526854395	0.1620894225	5.909401805
ftp_sp_k2_lognormal	ftp_sp_k2	lognormal	sd_h2__y2_logk_Intercept	0.730190509173779	0.496781095	0.76310405125139	0.509980396569	0.03636458085	2.185741535
ftp_sp_k2_lognormal	ftp_sp_k2	lognormal	sigma_y1m1	1.3224449565125	1.32217615	0.0277020946688876	0.0280164698099999	1.27821206	1.36846383
ftp_sp_k2_lognormal	ftp_sp_k2	lognormal	sigma_y2	1.100154287805	1.09878405	0.0337472940008557	0.03352796118	1.047003925	1.15752798
ftp_sp_k2_student	ftp_sp_k2	student	b_z1_logL_Intercept	-2.14583213434399	-2.1515164	0.824916063828615	0.82010100543	-3.496190265	-0.770528409000001
ftp_sp_k2_student	ftp_sp_k2	student	b_z1_logA_Intercept	-0.756125401079991	-0.74835735	0.696666337245131	0.704855253123	-1.909530815	0.3811185965
ftp_sp_k2_student	ftp_sp_k2	student	b_z1_logk_Intercept	0.599630628233954	0.59532766	0.88767500177736	0.88453704171273	-0.85045506	2.07865689
ftp_sp_k2_student	ftp_sp_k2	student	b_z2_logL_Intercept	-2.19525781619074	-2.18428895	0.840077765814614	0.84494952969	-3.57512227	-0.838826026000001
ftp_sp_k2_student	ftp_sp_k2	student	b_z2_logA_Intercept	-0.681105341741723	-0.68505673	0.699514002437288	0.681833077086	-1.82449522	0.464668948999999
ftp_sp_k2_student	ftp_sp_k2	student	b_z2_logk_Intercept	0.505363023994102	0.49162645	0.873826374461585	0.8633094076068	-0.9370504435	1.989845845
ftp_sp_k2_student	ftp_sp_k2	student	sd_h1__z1_logL_Intercept	4.30141644196875	4.05539055	1.62832195276989	1.53150111471	2.102343015	7.27134062
ftp_sp_k2_student	ftp_sp_k2	student	sd_h2__z1_logL_Intercept	0.644163087703775	0.47191225	0.600806061133669	0.458373114318	0.04008784545	1.839820545
ftp_sp_k2_student	ftp_sp_k2	student	sd_h1__z1_logA_Intercept	1.71346194164175	1.01113595	1.78383770100355	1.1797100091	0.06681279305	5.46419917
ftp_sp_k2_student	ftp_sp_k2	student	sd_h2__z1_logA_Intercept	0.752228029711893	0.53455822	0.74142300430116	0.531050440599	0.04291071535	2.212241885
ftp_sp_k2_student	ftp_sp_k2	student	sd_h1__z1_logk_Intercept	2.9236065214698	2.793738	1.71558895107843	1.60516202007	0.3266983	5.903018795
ftp_sp_k2_student	ftp_sp_k2	student	sd_h2__z1_logk_Intercept	0.613109910917171	0.427056695	0.641388672555119	0.423369877182	0.03394846055	1.830745695
ftp_sp_k2_student	ftp_sp_k2	student	sd_h1__z2_logL_Intercept	3.9600219683875	3.7194876	1.57500268934999	1.45526589684	1.849766645	6.903850365
ftp_sp_k2_student	ftp_sp_k2	student	sd_h2__z2_logL_Intercept	0.627032234245791	0.46803571	0.582381290697205	0.458975857935	0.03821476675	1.78582025
ftp_sp_k2_student	ftp_sp_k2	student	sd_h1__z2_logA_Intercept	2.26641410495212	1.7347158	1.98318431885109	1.961598304218	0.103824996	5.9900904
ftp_sp_k2_student	ftp_sp_k2	student	sd_h2__z2_logA_Intercept	0.766125937134185	0.5414091	0.763840579311634	0.551428599687	0.03809208125	2.27648473
ftp_sp_k2_student	ftp_sp_k2	student	sd_h1__z2_logk_Intercept	2.72173117722784	2.5839877	1.89313011962679	1.996854636	0.1438951235	6.117853575
ftp_sp_k2_student	ftp_sp_k2	student	sd_h2__z2_logk_Intercept	0.733542906260962	0.51162455	0.764353228873905	0.514864718487	0.03712179505	2.206303975
ftp_sp_k2_student	ftp_sp_k2	student	sigma_z1	1.309236689675	1.3085566	0.0282608233231843	0.0282820034700001	1.26357043	1.356622375
ftp_sp_k2_student	ftp_sp_k2	student	sigma_z2	1.08961984414875	1.0890984	0.0344991253174131	0.0347519957399999	1.03435458	1.14684487
ftp_sp_k2_student	ftp_sp_k2	student	nu_z1	62.636790282875	59.7378845	19.3060376295547	18.2862816528	36.69826425	97.6588348
ftp_sp_k2_student	ftp_sp_k2	student	nu_z2	51.217300378625	48.394388	18.0681504259878	17.0676941652	27.1728262	84.6200317
PFT_k0_gamma	PFT_k0	gamma	b_y1m1_logL_Intercept	-1.317779260372	-1.27349925	0.331647006409356	0.27373725645	-1.91903914	-0.865903214
PFT_k0_gamma	PFT_k0	gamma	b_y1m1_logA_Intercept	-0.389799225275081	-0.332890165	0.414644106392058	0.3743015170377	-1.159389145	0.170636783
PFT_k0_gamma	PFT_k0	gamma	b_y1m1_logk_Intercept	1.6433877849375	1.64906315	0.160957627163874	0.15864183237	1.36917625	1.899196255
PFT_k0_gamma	PFT_k0	gamma	b_y2_logL_Intercept	-1.83615484686	-1.7154735	0.644414695952834	0.63678463191	-3.04717216	-1.00532213
PFT_k0_gamma	PFT_k0	gamma	b_y2_logA_Intercept	-0.991291846100156	-0.949305655	0.383390094575325	0.340319236068	-1.68235596	-0.450263565500001
PFT_k0_gamma	PFT_k0	gamma	b_y2_logk_Intercept	0.282168148667954	0.227682285	0.461547181620029	0.493179047046	-0.363521516	1.114840615
PFT_k0_gamma	PFT_k0	gamma	sd_h1__y1m1_logL_Intercept	0.618763161105	0.52974501	0.342451508686	0.234984716652	0.271762346	1.27532404
PFT_k0_gamma	PFT_k0	gamma	sd_h1__y1m1_logA_Intercept	0.67236328710378	0.559964815	0.496269652885947	0.398695091403	0.1081680415	1.608685395
PFT_k0_gamma	PFT_k0	gamma	sd_h1__y2_logL_Intercept	0.8926450536113	0.71857748	0.63945532836896	0.454794451503	0.253567316	2.067260635
PFT_k0_gamma	PFT_k0	gamma	sd_h1__y2_logA_Intercept	0.738326404288254	0.600641045	0.58101203125497	0.453632626839	0.103103263	1.819146395
PFT_k0_gamma	PFT_k0	gamma	shape_y1m1	2.5642953162875	2.56357375	0.100830581809403	0.10079433861	2.400108275	2.73172666
PFT_k0_gamma	PFT_k0	gamma	shape_y2	4.25756438625	4.2511202	0.258605859588921	0.26063225853	3.84659414	4.695249035
PFT_k0_lognormal	PFT_k0	lognormal	b_y1m1_logL_Intercept	-1.42681079381875	-1.3914719	0.272165049624392	0.21356897478	-1.917500355	-1.05014439
PFT_k0_lognormal	PFT_k0	lognormal	b_y1m1_logA_Intercept	-0.346461200009017	-0.298945435	0.383658917307625	0.3519977007309	-1.056269595	0.1886052665
PFT_k0_lognormal	PFT_k0	lognormal	b_y1m1_logk_Intercept	1.8587825143375	1.86616655	0.143372702830456	0.14393073387	1.614173635	2.07886658
PFT_k0_lognormal	PFT_k0	lognormal	b_y2_logL_Intercept	-1.95609767010465	-1.86692535	0.605700506325879	0.59787831684	-3.07719673	-1.142533775
PFT_k0_lognormal	PFT_k0	lognormal	b_y2_logA_Intercept	-1.14737805005163	-1.1221573	0.421513449152533	0.37237619118	-1.8821757	-0.4944276305
PFT_k0_lognormal	PFT_k0	lognormal	b_y2_logk_Intercept	0.21266224858766	0.16217388	0.394369439403341	0.393771947604	-0.345142022	0.929675946999999
PFT_k0_lognormal	PFT_k0	lognormal	sd_h1__y1m1_logL_Intercept	0.5195334465125	0.43517461	0.307794321116913	0.196783266687	0.223301563	1.102936665
PFT_k0_lognormal	PFT_k0	lognormal	sd_h1__y1m1_logA_Intercept	0.568465008361474	0.469050535	0.431113029432303	0.326815856115	0.08731338885	1.380226615
PFT_k0_lognormal	PFT_k0	lognormal	sd_h1__y2_logL_Intercept	0.943147495460125	0.77260016	0.669420280563885	0.486289286238	0.263824212	2.212826725
PFT_k0_lognormal	PFT_k0	lognormal	sd_h1__y2_logA_Intercept	0.964116917001833	0.82640001	0.67054119793319	0.549384857826	0.1697040565	2.18073777
PFT_k0_lognormal	PFT_k0	lognormal	sigma_y1m1	0.66674735209	0.66643435	0.0140699482786767	0.013816749702	0.6437820345	0.6905812135
PFT_k0_lognormal	PFT_k0	lognormal	sigma_y2	0.4981929308425	0.4976094	0.0157530091700026	0.015391300554	0.473345563	0.5249045435
PFT_k0_student	PFT_k0	student	b_z1_logL_Intercept	-2.46680062728616	-2.4547498	0.876070982282078	0.87105737439	-3.93484227	-1.059208515
PFT_k0_student	PFT_k0	student	b_z1_logA_Intercept	-1.17170567814743	-1.1588629	0.675108627073196	0.660973191606	-2.30644875	-0.104523342
PFT_k0_student	PFT_k0	student	b_z1_logk_Intercept	2.18858033422855	2.5564928	1.0790579142956	0.64883424102	-0.1478455695	3.32652175
PFT_k0_student	PFT_k0	student	b_z2_logL_Intercept	-2.56387270964863	-2.5490707	0.88634860358057	0.86929167192	-4.073757435	-1.1303426
PFT_k0_student	PFT_k0	student	b_z2_logA_Intercept	-1.13762664141032	-1.1409179	0.740456510315052	0.747715150896	-2.34460676	0.0913271555999999
PFT_k0_student	PFT_k0	student	b_z2_logk_Intercept	1.29220828635159	1.3633376	1.19133351595614	1.419930809346	-0.7027933755	3.018215685
PFT_k0_student	PFT_k0	student	sd_h1__z1_logL_Intercept	4.44971946972287	4.19771645	1.76839578479121	1.63833556572	2.0124065	7.725876145
PFT_k0_student	PFT_k0	student	sd_h1__z1_logA_Intercept	1.88642927409538	0.98685351	2.06004724660785	1.193549398104	0.0566993184	6.12380641
PFT_k0_student	PFT_k0	student	sd_h1__z2_logL_Intercept	3.83323800944363	3.6470952	1.75659408328727	1.61687381877	1.307370225	6.98945266
PFT_k0_student	PFT_k0	student	sd_h1__z2_logA_Intercept	3.18538236020452	3.10909855	2.19950660589911	2.49056102904	0.167897366	7.043143425
PFT_k0_student	PFT_k0	student	sigma_z1	1.31044968335	1.30971735	0.0286863889738378	0.0283253695199999	1.26490934	1.358193795
PFT_k0_student	PFT_k0	student	sigma_z2	1.09203170293875	1.0912847	0.0346119170775182	0.0339443493900001	1.036218795	1.149660875
PFT_k0_student	PFT_k0	student	nu_z1	62.788300510125	60.2879015	19.2928899422004	18.1891557855	36.24542155	98.658309
PFT_k0_student	PFT_k0	student	nu_z2	51.623025717125	48.6571295	18.4485271940176	17.1488376045	27.2583123	86.5070182
PFT_k1_gamma	PFT_k1	gamma	b_y1m1_logL_Intercept	-1.55338562496813	-1.4768904	0.442054176184047	0.36716114568	-2.39104319	-0.9603924895
PFT_k1_gamma	PFT_k1	gamma	b_y1m1_logA_Intercept	-0.263355834339484	-0.209990155	0.424902943669976	0.3733518761553	-1.04390665	0.331429812999999
PFT_k1_gamma	PFT_k1	gamma	b_y1m1_logk_Intercept	0.963680168415228	1.05982135	0.728542722064431	0.747565334166	-0.3664191145	1.981534915
PFT_k1_gamma	PFT_k1	gamma	b_y2_logL_Intercept	-2.08259836281375	-1.99010805	0.652081186813191	0.65374868937	-3.265954975	-1.185958545
PFT_k1_gamma	PFT_k1	gamma	b_y2_logA_Intercept	-0.792140341771512	-0.75108222	0.277317532472305	0.21645707958	-1.2936383	-0.4195678595
PFT_k1_gamma	PFT_k1	gamma	b_y2_logk_Intercept	-0.0866099260403556	-0.10967223	0.571559086929393	0.53599170177	-1.001998385	0.8770585055
PFT_k1_gamma	PFT_k1	gamma	sd_h1__y1m1_logL_Intercept	0.800553073312175	0.677709845	0.515856804105537	0.372263773035	0.2148089235	1.76875438
PFT_k1_gamma	PFT_k1	gamma	sd_h1__y1m1_logA_Intercept	0.80646315270996	0.66111185	0.563850685154167	0.427469258769	0.2048910625	1.888464665
PFT_k1_gamma	PFT_k1	gamma	sd_h1__y1m1_logk_Intercept	1.461440165675	1.28797	0.817385632263405	0.697769210901	0.507480928	3.030388665
PFT_k1_gamma	PFT_k1	gamma	sd_h1__y2_logL_Intercept	0.695746032159651	0.530063555	0.646113959592249	0.472796506875	0.0480414241	1.931820685
PFT_k1_gamma	PFT_k1	gamma	sd_h1__y2_logA_Intercept	0.364808998430808	0.263285485	0.360596902938418	0.225629658912	0.0280300454	1.040182145
PFT_k1_gamma	PFT_k1	gamma	sd_h1__y2_logk_Intercept	1.16325528742888	1.03221595	0.737695665614725	0.608735218728	0.209696853	2.541062395
PFT_k1_gamma	PFT_k1	gamma	shape_y1m1	2.6078441411125	2.60710415	0.102616543659686	0.10263046458	2.4396633	2.7782863
PFT_k1_gamma	PFT_k1	gamma	shape_y2	4.281256198325	4.27732935	0.257714267818824	0.25722687459	3.860202815	4.70694747
PFT_k1_lognormal	PFT_k1	lognormal	b_y1m1_logL_Intercept	-1.48996497717875	-1.46358195	0.300462956450176	0.2375532915	-2.03314505	-1.057554325
PFT_k1_lognormal	PFT_k1	lognormal	b_y1m1_logA_Intercept	-0.293793799493338	-0.239442415	0.461707099257346	0.3989370702555	-1.131619195	0.36528092
PFT_k1_lognormal	PFT_k1	lognormal	b_y1m1_logk_Intercept	1.24165649470165	1.39593745	0.748029290317909	0.72792035043	-0.1689793035	2.204288215
PFT_k1_lognormal	PFT_k1	lognormal	b_y2_logL_Intercept	-2.34668797366875	-2.28649525	0.644493272104244	0.66417507387	-3.499892695	-1.412754205
PFT_k1_lognormal	PFT_k1	lognormal	b_y2_logA_Intercept	-0.8896123503365	-0.856361015	0.232453690497916	0.180117545412	-1.325530055	-0.592696269
PFT_k1_lognormal	PFT_k1	lognormal	b_y2_logk_Intercept	-0.2212353738356	-0.235654325	0.557083562606602	0.519220864155	-1.123266755	0.733748416
PFT_k1_lognormal	PFT_k1	lognormal	sd_h1__y1m1_logL_Intercept	0.529562018024249	0.45473186	0.350574718586888	0.244447781802	0.09452700885	1.158666245
PFT_k1_lognormal	PFT_k1	lognormal	sd_h1__y1m1_logA_Intercept	0.887588303006089	0.73351997	0.651203439220968	0.534506032788	0.155837076	2.09761318
PFT_k1_lognormal	PFT_k1	lognormal	sd_h1__y1m1_logk_Intercept	1.29379406908829	1.1136903	0.843833096367862	0.746559382653	0.307654046	2.893261315
