model	model_structure	hierarchy	k_depth	response	estimate_level	application_group	parameter	mean	median	sd	q025	q05	q95	q975
ftp_sp_k0_gamma	ftp_sp_k0	ftp_sp	k0	befr.st	group	mono_N.PDe	L	0.226600346488189	0.243098088065451	0.0944695643353171	0.0178620914326098	0.0405514800784154	0.356323448073988	0.374198694634072
ftp_sp_k0_gamma	ftp_sp_k0	ftp_sp	k0	befr.st	group	mono_N.PK	A	0.409496914040855	0.401952046167475	0.143696407890367	0.144885900983379	0.183573264623406	0.643478712754673	0.702118974818475
ftp_sp_k0_gamma	ftp_sp_k0	ftp_sp	k0	befr.st	group	mono_N.PK	k	2.11698821226037	1.7477779710063	1.29823007491913	0.647286472384214	0.726157532241934	4.60658844769267	5.35491156065574
ftp_sp_k0_gamma	ftp_sp_k0	ftp_sp	k0	befr.st	group	mono_N.PK	L	0.24537727755283	0.26238943519301	0.108459637725834	0.017167250454141	0.0355440255892399	0.393019148611809	0.409251414959088
ftp_sp_k0_gamma	ftp_sp_k0	ftp_sp	k0	befr.st	group	mono_N.PR	A	0.379634233783801	0.36435507475551	0.17980799700014	0.0702041711540573	0.106498385737628	0.70351547422162	0.760646363588036
ftp_sp_k0_gamma	ftp_sp_k0	ftp_sp	k0	befr.st	group	mono_N.PR	k	2.11698821226037	1.7477779710063	1.29823007491913	0.647286472384214	0.726157532241934	4.60658844769267	5.35491156065574
ftp_sp_k0_gamma	ftp_sp_k0	ftp_sp	k0	befr.st	group	mono_N.PR	L	0.336994423022755	0.363306212438477	0.137802168765574	0.023551615913479	0.0516297033540745	0.518622095625677	0.53944241241623
ftp_sp_k0_gamma	ftp_sp_k0	ftp_sp	k0	befr.st	group	mono_N.PT	A	0.387725220839373	0.383413849980445	0.143901690648254	0.132518440003368	0.168385958155467	0.606761947374664	0.666706187259363
ftp_sp_k0_gamma	ftp_sp_k0	ftp_sp	k0	befr.st	group	mono_N.PT	k	2.11698821226037	1.7477779710063	1.29823007491913	0.647286472384214	0.726157532241934	4.60658844769267	5.35491156065574
ftp_sp_k0_gamma	ftp_sp_k0	ftp_sp	k0	befr.st	group	mono_N.PT	L	0.227714091474584	0.241769565354622	0.105838454639919	0.0147675463627504	0.0337885427592194	0.380737682557909	0.400045954465416
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	grand	population	A	1.06229153730883	1.0499602366392	0.301450772951494	0.50229438097925	0.586296175976388	1.55179689338762	1.68264381526441
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	grand	population	k	6.50344868349023	6.63921610491499	1.78650197881551	2.2667147869709	3.15196018420201	9.1242686676185	9.80678740868233
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	grand	population	L	0.297637115044655	0.297563345701485	0.0856578059947003	0.127926081737317	0.155204571941385	0.431983699633263	0.470161840207903
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	DBF.BP	A	0.931085864788212	0.89435471398952	0.285348102171256	0.477681281707238	0.531443314360971	1.44468304503119	1.57375194980531
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	DBF.BP	k	6.75215342642436	6.78056307700843	1.46659929289771	3.66748569760132	4.3208116345914	9.07349818739052	9.66554751699325
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	DBF.BP	L	0.238865999001684	0.237520224369079	0.0325694437496115	0.181693502175151	0.191635271728992	0.292421288628556	0.306103323272841
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	DBF.CL	A	0.994455302052308	0.915721693121287	0.451220298891087	0.346269225277169	0.41815915582258	1.82028873453321	2.11198896501756
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	DBF.CL	k	6.75215342642436	6.78056307700843	1.46659929289771	3.66748569760132	4.3208116345914	9.07349818739052	9.66554751699325
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	DBF.CL	L	0.522824177897061	0.523452666059385	0.0747646108784799	0.382692305451004	0.408521144378903	0.640280671254543	0.667988405009968
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	DBF.LT	A	1.29151266543571	1.14575972655638	0.697692771339563	0.442370438520346	0.52664411567649	2.48965604969579	3.02750601648463
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	DBF.LT	k	6.75215342642436	6.78056307700843	1.46659929289771	3.66748569760132	4.3208116345914	9.07349818739052	9.66554751699325
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	DBF.LT	L	0.148852344644544	0.1486332845847	0.0226980583511223	0.106680106058796	0.11414583705866	0.186392496654949	0.19382052515104
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	DBF.PxT	A	1.0311645531879	0.938353585176452	0.532522028854495	0.321355800012665	0.393114747834795	1.98496373690667	2.32119870462333
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	DBF.PxT	k	6.75215342642436	6.78056307700843	1.46659929289771	3.66748569760132	4.3208116345914	9.07349818739052	9.66554751699325
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	DBF.PxT	L	0.16646557328892	0.1656942023613	0.0216044704159296	0.127040349372594	0.135096383754906	0.201708351222986	0.209919571209667
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	DBF.QAc	A	0.86796304218793	0.8189128160569	0.351503942829716	0.323332751022233	0.390408605348665	1.52972568184425	1.69939294119771
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	DBF.QAc	k	6.75215342642436	6.78056307700843	1.46659929289771	3.66748569760132	4.3208116345914	9.07349818739052	9.66554751699325
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	DBF.QAc	L	0.345631131693856	0.345521807203119	0.0357320360735389	0.281253350661727	0.292419856768807	0.401251004375286	0.413276107887756
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	DBF.QM	A	1.07187927809624	1.002458277247	0.448795003737922	0.419001202981333	0.491370834114575	1.88348371704305	2.17238118153733
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	DBF.QM	k	6.75215342642436	6.78056307700843	1.46659929289771	3.66748569760132	4.3208116345914	9.07349818739052	9.66554751699325
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	DBF.QM	L	0.446494682890355	0.44966284291908	0.0479187743340822	0.350732522006169	0.373838577441444	0.51394645906757	0.525534555328708
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	DBF.QS	A	0.927364978878269	0.880052187117075	0.368527197860911	0.382541050356534	0.447956199951075	1.57691629016121	1.78002834943649
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	DBF.QS	k	6.75215342642436	6.78056307700843	1.46659929289771	3.66748569760132	4.3208116345914	9.07349818739052	9.66554751699325
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	DBF.QS	L	0.366073622968928	0.367444425467193	0.0454347755227353	0.278778310103162	0.296253352109852	0.436460141845841	0.448736712238192
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	DBF.QV	A	0.966842658255732	0.90385891363546	0.413952465275634	0.369871962367545	0.434225602723388	1.69283867567875	1.94204603513181
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	DBF.QV	k	6.75215342642436	6.78056307700843	1.46659929289771	3.66748569760132	4.3208116345914	9.07349818739052	9.66554751699325
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	DBF.QV	L	0.225349170537634	0.226889222890854	0.0263899858166634	0.170211660950341	0.183733940560169	0.263876178802915	0.270757575444385
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	DNF.LL	A	1.50564680294082	1.27430126977187	1.3295193176518	0.699684204490248	0.771800310801189	2.83625288941647	3.66184173326536
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	DNF.LL	k	9.70130081377578	8.63664095263678	3.80023648822075	5.58154395928677	5.96017016844626	16.9567559889581	19.9023505010258
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	DNF.LL	L	0.262419328296941	0.261968402165236	0.0243276156682042	0.21572850286214	0.222942909279155	0.302971727587195	0.311370283154109
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	EBF.CJa	A	1.29084802678986	1.12185090194739	0.839865124398364	0.380084401501469	0.470592930752982	2.63874295652057	3.30236702297264
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	EBF.CJa	k	7.64714209748098	7.411264826465	1.75124861418844	4.87799950652124	5.28863839506647	10.694969970004	11.657131863762
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	EBF.CJa	L	0.73183343078842	0.72428883390013	0.101617974209992	0.55810188720072	0.580668806849833	0.915045396424921	0.953095215189574
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	EBF.CS	A	1.21455318326209	1.06938447186128	0.76361076259939	0.378433372054973	0.459929413397942	2.38879455966778	2.85413103109373
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	EBF.CS	k	7.64714209748098	7.411264826465	1.75124861418844	4.87799950652124	5.28863839506647	10.694969970004	11.657131863762
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	EBF.CS	L	0.287315175543295	0.286339184818081	0.0300476950696689	0.231578672405885	0.240281403316171	0.338842925947494	0.350330670613555
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	EBF.MT	A	1.28352999373838	1.11676527584265	0.797434069711063	0.381725631211554	0.474702869918784	2.63247010592989	3.27426402167465
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	EBF.MT	k	7.64714209748098	7.411264826465	1.75124861418844	4.87799950652124	5.28863839506647	10.694969970004	11.657131863762
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	EBF.MT	L	0.97298639941391	0.960848491569597	0.13610646184088	0.74345586711005	0.772260561966164	1.21646917888447	1.26840235202596
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	EBF.NS	A	1.26800087120141	1.10667029603212	0.815158688057829	0.3792911885904	0.468594123706114	2.55236646740786	3.15203970955434
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	EBF.NS	k	7.64714209748098	7.411264826465	1.75124861418844	4.87799950652124	5.28863839506647	10.694969970004	11.657131863762
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	EBF.NS	L	0.518682918218199	0.510753013595679	0.0869618981326617	0.375537040844361	0.393164672555832	0.672357119072534	0.715209505525443
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	EBF.QAt	A	1.34548122866919	1.25234688951231	0.54189101216774	0.582685239627668	0.676805689511041	2.30114744884759	2.63895840194811
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	EBF.QAt	k	7.64714209748098	7.411264826465	1.75124861418844	4.87799950652124	5.28863839506647	10.694969970004	11.657131863762
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	EBF.QAt	L	0.363824671511957	0.360868857800667	0.0491999791191879	0.276520747656365	0.289643743496697	0.449622462836575	0.468941365555196
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	EBF.QG	A	1.19242701528413	1.06129804187547	0.747401151650367	0.351813771989336	0.434604942763417	2.39323292421369	2.8802421651404
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	EBF.QG	k	7.64714209748098	7.411264826465	1.75124861418844	4.87799950652124	5.28863839506647	10.694969970004	11.657131863762
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	EBF.QG	L	0.918551322614554	0.912572905591705	0.0956738962253587	0.7478512736723	0.773046906133021	1.08556343057538	1.12251176892986
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	ENF.CJ	A	1.121575339073	1.09711347066896	0.279981549645376	0.650198188619249	0.712374410279619	1.62584864787387	1.76415794619697
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	ENF.CJ	k	6.42283468328642	6.39506238875354	0.902534525243005	4.72643355671615	4.99508124941674	7.93519970541239	8.24330952252901
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	ENF.CJ	L	0.227861075917164	0.227215589398077	0.0282803502170916	0.173017378973484	0.18192581670865	0.274451701989111	0.285635704466433
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	ENF.CO	A	1.29559263653788	1.25765356279514	0.327506483031842	0.765541882341399	0.831154121565779	1.88891019878691	2.03303157770767
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	ENF.CO	k	6.42283468328642	6.39506238875354	0.902534525243005	4.72643355671615	4.99508124941674	7.93519970541239	8.24330952252901
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	ENF.CO	L	0.235590139675479	0.234406695670001	0.0271097726874144	0.185147721630499	0.192751825560835	0.282448433959266	0.292324387601482
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	ENF.PD	A	0.949856609013713	0.935089688873529	0.1965558242479	0.610780335005306	0.656592329014293	1.2892898138776	1.37493544866203
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	ENF.PD	k	6.42283468328642	6.39506238875354	0.902534525243005	4.72643355671615	4.99508124941674	7.93519970541239	8.24330952252901
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	ENF.PD	L	0.260312905102135	0.260850685162883	0.0233012421606595	0.212956432329187	0.220816537877231	0.297855637982789	0.304758328184002
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	ENF.PDe	A	2.11731985648525	2.05664672069988	0.461556447064406	1.37934200164287	1.47966451422191	2.96642788665973	3.16798930382872
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	ENF.PDe	k	6.42283468328642	6.39506238875354	0.902534525243005	4.72643355671615	4.99508124941674	7.93519970541239	8.24330952252901
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	ENF.PDe	L	0.196734137290858	0.195211083771346	0.0310529697902186	0.139770675736631	0.147535443772293	0.249799082990022	0.260133217820198
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	ENF.PK	A	1.68997391995219	1.61429236269591	0.49150841864279	0.944859645425987	1.03432192899553	2.60944177015055	2.84704460257082
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	ENF.PK	k	6.42283468328642	6.39506238875354	0.902534525243005	4.72643355671615	4.99508124941674	7.93519970541239	8.24330952252901
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	ENF.PK	L	0.537374837361636	0.53799100814378	0.0602730473374933	0.415205318479548	0.437178300507636	0.635258472260394	0.654780888949156
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	ENF.PR	A	1.19755088469172	1.16862003652446	0.277714814303208	0.742731958885296	0.797547662939719	1.68792058532632	1.81520332147317
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	ENF.PR	k	6.42283468328642	6.39506238875354	0.902534525243005	4.72643355671615	4.99508124941674	7.93519970541239	8.24330952252901
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	ENF.PR	L	0.178098224207764	0.178818439982286	0.026353778250332	0.123957807536143	0.133208970010081	0.219881859232237	0.227860953851198
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	ENF.PT	A	0.995621158486673	0.969182169289515	0.28792847943699	0.510969848720013	0.575047678889785	1.50382070703145	1.63144862295814
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	ENF.PT	k	6.42283468328642	6.39506238875354	0.902534525243005	4.72643355671615	4.99508124941674	7.93519970541239	8.24330952252901
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befa.st	group	ENF.PT	L	0.323035946650159	0.321843529701235	0.0315639018651998	0.265195308234669	0.273793638382425	0.377271127981266	0.388680840363154
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	grand	population	A	0.409164259373296	0.39328773386969	0.133593822244864	0.206290663250302	0.234091585306911	0.6372355572892	0.708398122636895
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	grand	population	k	2.03053220021036	1.70478883343105	1.29817617441322	0.537251820048207	0.62559047992685	4.53198926823596	5.25152311936241
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	grand	population	L	0.238395402379215	0.24957313018988	0.105417345385226	0.0404872724487254	0.057418357224068	0.393765841470337	0.426023010393932
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	DBF.BP	A	0.375337756799621	0.350216702963586	0.189007922573845	0.073670030309705	0.109171705084336	0.717694465252034	0.79071145973772
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	DBF.BP	k	3.26266993061937	2.4769254410422	2.5924921837241	0.578366964839506	0.649678572713398	8.52289307623561	10.0596207065801
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	DBF.BP	L	0.347821424534701	0.385000020185063	0.122677566255961	0.036758710785573	0.070635079655945	0.490239098483671	0.510066579168805
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	DBF.CL	A	0.464675367769451	0.405866127041357	0.397518717852927	0.0881385712950264	0.135110690293332	0.945665933482763	1.27701205308788
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	DBF.CL	k	3.26266993061937	2.4769254410422	2.5924921837241	0.578366964839506	0.649678572713398	8.52289307623561	10.0596207065801
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	DBF.CL	L	0.276403240460359	0.297584079010557	0.118704886243882	0.0262664394882152	0.050023278070271	0.438144849903561	0.456632257740359
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	DBF.LT	A	0.61659009629525	0.387388899001241	1.8246213407357	0.130307784801654	0.166773530825487	1.4932963421194	2.39370146515541
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	DBF.LT	k	3.26266993061937	2.4769254410422	2.5924921837241	0.578366964839506	0.649678572713398	8.52289307623561	10.0596207065801
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	DBF.LT	L	0.183633407649074	0.198704193294159	0.0792509848119908	0.0194341267730362	0.033292064490312	0.291459631657577	0.306213756932752
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	DBF.PxT	A	0.502645242658775	0.319647579429788	1.32782121084994	0.0712230416988895	0.102389471669971	1.2029480740738	1.99370586286245
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	DBF.PxT	k	3.26266993061937	2.4769254410422	2.5924921837241	0.578366964839506	0.649678572713398	8.52289307623561	10.0596207065801
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	DBF.PxT	L	0.152095210126092	0.165439021061237	0.0647134705708273	0.0175016406731595	0.0298373594004076	0.241313225677617	0.256425285403976
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	DBF.QAc	A	0.4649470973215	0.397879235954768	0.412220261187945	0.10964040266935	0.145564518508131	0.935797628190506	1.34314531627552
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	DBF.QAc	k	3.26266993061937	2.4769254410422	2.5924921837241	0.578366964839506	0.649678572713398	8.52289307623561	10.0596207065801
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	DBF.QAc	L	0.316944209901268	0.352615477371894	0.121733711340225	0.0298850209643306	0.0590856544467035	0.464105659409995	0.480092780154329
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	DBF.QM	A	1.44251803443759	0.842751758460781	2.08595611225926	0.297545946693444	0.346032802892875	4.61823536068969	6.65077687471502
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	DBF.QM	k	3.26266993061937	2.4769254410422	2.5924921837241	0.578366964839506	0.649678572713398	8.52289307623561	10.0596207065801
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	DBF.QM	L	0.382433927604284	0.419539604697554	0.158447563659813	0.0334596940563786	0.0605126783616384	0.586757645123448	0.612562370644865
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	DBF.QS	A	0.975535755423459	0.728355210371848	1.10562715985924	0.269858429164328	0.314273574499622	2.41211213308014	3.67315632931809
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	DBF.QS	k	3.26266993061937	2.4769254410422	2.5924921837241	0.578366964839506	0.649678572713398	8.52289307623561	10.0596207065801
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	DBF.QS	L	0.376020281018869	0.414245881479234	0.163218687786528	0.0291574633865968	0.0554126089867168	0.594341689004085	0.621063145532146
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	DBF.QV	A	0.364334626198518	0.332333435600241	0.257874619508181	0.0602737161821225	0.0906126208017339	0.681854054668835	0.832257414565007
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	DBF.QV	k	3.26266993061937	2.4769254410422	2.5924921837241	0.578366964839506	0.649678572713398	8.52289307623561	10.0596207065801
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	DBF.QV	L	0.323705703775512	0.361467814337761	0.119232956518998	0.0323189866026779	0.0616267202240949	0.460736631903736	0.475307166912754
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	DNF.LL	A	0.470925905122013	0.453150587921334	0.177849078668846	0.18275792574738	0.228228876842801	0.771638922931113	0.874923277065841
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	DNF.LL	k	2.40419859683475	2.00993266260705	1.6872923584314	0.62151849709514	0.73629690362548	5.29057637566139	6.39137538012665
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	DNF.LL	L	0.188266388676023	0.196195542511564	0.0902451083607423	0.0155585130214121	0.0308383100596428	0.323935157657299	0.342690237185107
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	EBF.CJa	A	0.517035578246592	0.428869233526083	0.597001835361427	0.0721457888478058	0.114896217136991	1.09422322177745	1.33766375136944
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	EBF.CJa	k	3.6575939297286	1.25039771276509	128.724739456301	0.176075984234623	0.270320377551234	4.89249560035338	6.18819853697895
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	EBF.CJa	L	0.401310568131072	0.432450097952216	0.174644332051475	0.0346914524587956	0.069185335938379	0.648644790725635	0.686476598369029
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	EBF.CS	A	0.992132619976494	0.702846837415235	2.95349879877465	0.171839400092048	0.227781520609399	2.0167505440791	2.95398849212197
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	EBF.CS	k	3.6575939297286	1.25039771276509	128.724739456301	0.176075984234623	0.270320377551234	4.89249560035338	6.18819853697895
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	EBF.CS	L	0.395945973481926	0.407702207249149	0.193002759259841	0.0322641772084432	0.0625602185480947	0.70131036660578	0.74354832332359
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	EBF.MT	A	0.53489935637484	0.391904269934286	0.878837468514747	0.0700574078647585	0.103538460658287	1.26633934633965	1.91009581923567
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	EBF.MT	k	3.6575939297286	1.25039771276509	128.724739456301	0.176075984234623	0.270320377551234	4.89249560035338	6.18819853697895
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	EBF.MT	L	0.336051405785199	0.301541196989013	0.223814549334233	0.0282049165262786	0.0512021284351559	0.750472543116543	0.893704779010933
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	EBF.NS	A	0.560468566054938	0.396389869495647	1.03044527696029	0.0757460219568942	0.110558093746121	1.3241766810145	1.95742792270795
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	EBF.NS	k	3.6575939297286	1.25039771276509	128.724739456301	0.176075984234623	0.270320377551234	4.89249560035338	6.18819853697895
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	EBF.NS	L	0.332406758829327	0.30213432553881	0.217363030256499	0.0273770442506519	0.0514760557886548	0.721794329138879	0.852042189949159
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	EBF.QAt	A	0.234248232229585	0.230384395014412	0.105697444973023	0.0451551142613614	0.0661997764002841	0.406661662566259	0.43461425921519
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	EBF.QAt	k	3.6575939297286	1.25039771276509	128.724739456301	0.176075984234623	0.270320377551234	4.89249560035338	6.18819853697895
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	EBF.QAt	L	0.204186472706824	0.213480107946348	0.0908226481564897	0.0243697247311114	0.0414443599795987	0.33850731159812	0.356402289035302
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	EBF.QG	A	0.595914505421449	0.457081569172763	1.54834536814453	0.0794805422073278	0.118489861494641	1.19901026906786	1.49242960349633
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	EBF.QG	k	3.6575939297286	1.25039771276509	128.724739456301	0.176075984234623	0.270320377551234	4.89249560035338	6.18819853697895
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	EBF.QG	L	0.445579373848356	0.482095922897744	0.196396617590813	0.0384298808958474	0.0719172380869075	0.717794145365363	0.756686322120592
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	ENF.CJ	A	0.35512287552809	0.346859163491896	0.149771687901441	0.117708890831617	0.15262004476809	0.577677095162504	0.680033732291569
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	ENF.CJ	k	2.3266515880835	1.97075358490505	1.44821809652223	0.647412752349211	0.737632642673027	5.03487356027957	5.79995959192696
PFT_sp_k1_gamma	PFT_sp_k1	PFT_sp	k1	befr.st	group	ENF.CJ	L	0.186215777667686	0.199134536541741	0.0828189581823051	0.0175777885028373	0.0317553840826914	0.303658891257318	0.320183273202734
