model	model_structure	hierarchy	k_depth	family	response	response_offset	h1	h2	ftp	PFT	sp_code	application_group	is_best_gamma_model	L_mean	L_median	L_sd	L_q025	L_q05	L_q95	L_q975	A_mean	A_median	A_sd	A_q025	A_q05	A_q95	A_q975	k_mean	k_median	k_sd	k_q025	k_q05	k_q95	k_q975	equation
ftp_sp_k1_gamma	ftp_sp_k1	ftp_sp	k1	gamma	befr.st	0	mono_N	mono_N.PK	mono_N	NA	PK	mono_N.PK	FALSE	0.261939054239829	0.281911525960736	0.105985720769011	0.0275238065985149	0.0564354316498212	0.404287647390519	0.421609065078846	0.404907941596128	0.39871516913689	0.16181245299051	0.102277974893823	0.146867926067082	0.67324993777474	0.733350396250375	2.34525072316886	2.07031396304815	1.32567457235875	0.720205704010778	0.801122398320837	4.82841344085008	5.51691537602141	befr.st = L + A * exp(-k * rsd)
ftp_sp_k1_gamma	ftp_sp_k1	ftp_sp	k1	gamma	befa.st	1	mono_N	mono_N.PR	mono_N	NA	PR	mono_N.PR	FALSE	0.185492966197389	0.185686394597562	0.0249946985982169	0.135195812351574	0.143641761204351	0.227273535673662	0.23438575107673	1.26581351691155	1.22990333948911	0.306927378275679	0.771083875781505	0.837240366024454	1.82907970882838	1.97175324002835	6.9101592588248	6.86250465416385	0.891949569136996	5.29610649135207	5.53307872814577	8.43431030320474	8.77838576747241	befa.st = 1 + L + A * exp(-k * rsd)
ftp_sp_k1_gamma	ftp_sp_k1	ftp_sp	k1	gamma	befr.st	0	mono_N	mono_N.PR	mono_N	NA	PR	mono_N.PR	FALSE	0.358765239848155	0.391680119373348	0.135849716075276	0.0365452238682038	0.0747011110644443	0.527482303229304	0.54628332396035	0.353953120236117	0.339461654636308	0.199102496854326	0.0346582528806887	0.0601472341696671	0.713810553006296	0.777167189315579	2.34525072316886	2.07031396304815	1.32567457235875	0.720205704010778	0.801122398320837	4.82841344085008	5.51691537602141	befr.st = L + A * exp(-k * rsd)
ftp_sp_k1_gamma	ftp_sp_k1	ftp_sp	k1	gamma	befa.st	1	mono_N	mono_N.PT	mono_N	NA	PT	mono_N.PT	FALSE	0.328126049435831	0.326662549537261	0.030879601958402	0.270421171974982	0.279296642390479	0.380886199881048	0.392087821655545	1.07258441154662	1.03776213788044	0.310260382777231	0.556723725991862	0.627463177515583	1.62523364005198	1.7746127322523	6.9101592588248	6.86250465416385	0.891949569136996	5.29610649135207	5.53307872814577	8.43431030320474	8.77838576747241	befa.st = 1 + L + A * exp(-k * rsd)
ftp_sp_k1_gamma	ftp_sp_k1	ftp_sp	k1	gamma	befr.st	0	mono_N	mono_N.PT	mono_N	NA	PT	mono_N.PT	FALSE	0.244822601777141	0.261404655775537	0.104093056528484	0.0262385398032882	0.0491201136913346	0.390234507261367	0.411175713308702	0.378914747654089	0.377660277240915	0.152021165748791	0.0919929164363689	0.133731411059493	0.619165554653355	0.689958869421245	2.34525072316886	2.07031396304815	1.32567457235875	0.720205704010778	0.801122398320837	4.82841344085008	5.51691537602141	befr.st = L + A * exp(-k * rsd)
ftp_sp_k2_gamma	ftp_sp_k2	ftp_sp	k2	gamma	befa.st	1	mono_B	mono_B.BP	mono_B	NA	BP	mono_B.BP	FALSE	0.240643747172805	0.239048662295458	0.0328760358012202	0.180046682734466	0.19084976147393	0.296163378298453	0.308615030698882	0.940251258079104	0.901838032746711	0.301875240464246	0.473641544696213	0.528852019624993	1.495405639917	1.64455877338378	7.37308316442315	6.92935376231329	2.92739130230725	3.09627148171557	3.58992405667083	12.664687460145	14.3938931724069	befa.st = 1 + L + A * exp(-k * rsd)
ftp_sp_k2_gamma	ftp_sp_k2	ftp_sp	k2	gamma	befr.st	0	mono_B	mono_B.BP	mono_B	NA	BP	mono_B.BP	FALSE	0.287069970650001	0.316182191509228	0.148811153275172	0.0195291671863173	0.0352377483084497	0.486402299912593	0.508207347125596	1.43524553829091	0.42106182432567	11.6707877373524	0.0964437217572261	0.140562631631399	3.59282344854381	9.92696846789779	10.0882170240523	1.18950379067123	38.6162693367287	0.211872296306042	0.277076726717195	64.1317411075653	102.288925968872	befr.st = L + A * exp(-k * rsd)
ftp_sp_k2_gamma	ftp_sp_k2	ftp_sp	k2	gamma	befa.st	1	mono_B	mono_B.CJa	mono_B	NA	CJa	mono_B.CJa	FALSE	0.705664688771713	0.700859707146734	0.107131965452701	0.518931909507835	0.548982858828121	0.88210832388085	0.929056460072327	1.03747732643904	0.937123864464582	0.539929907340042	0.368968704080502	0.438321716199371	1.98555781488961	2.37497090263124	7.04020359712357	6.67821497665411	3.09412734126104	2.30674833109093	3.0170222298389	12.0570520121369	13.8280037400917	befa.st = 1 + L + A * exp(-k * rsd)
ftp_sp_k2_gamma	ftp_sp_k2	ftp_sp	k2	gamma	befr.st	0	mono_B	mono_B.CJa	mono_B	NA	CJa	mono_B.CJa	FALSE	0.375201197963755	0.415434143666184	0.20105213796756	0.0233762744219551	0.0443692051161722	0.654995073150653	0.694052338387519	1.73933537640262	0.519792235691918	12.0816266060878	0.121241530228832	0.179499187704833	4.92688777427888	11.1752652538778	5.42500880105764	1.15940653020896	28.4416309936507	0.152939796426449	0.212410202409065	19.7014285754308	35.5564399019403	befr.st = L + A * exp(-k * rsd)
ftp_sp_k2_gamma	ftp_sp_k2	ftp_sp	k2	gamma	befa.st	1	mono_B	mono_B.CL	mono_B	NA	CL	mono_B.CL	FALSE	0.532266607751445	0.536244639575803	0.0867214646280249	0.345701046736229	0.38614420730857	0.665903481460449	0.693613434806968	0.973389763719405	0.89801531793379	0.459160777628372	0.350078921039415	0.421069607949604	1.78570563423098	2.06386812449548	7.37876080358217	6.9311637816925	3.49129113334714	2.58496285406957	3.21609723676322	12.7647067697253	14.9945831314482	befa.st = 1 + L + A * exp(-k * rsd)
ftp_sp_k2_gamma	ftp_sp_k2	ftp_sp	k2	gamma	befr.st	0	mono_B	mono_B.CL	mono_B	NA	CL	mono_B.CL	FALSE	0.243528784743988	0.244358842573606	0.136376149310579	0.0160030163188217	0.0295413258612087	0.447549881193117	0.465950538487414	1.51490684865455	0.420430655176053	11.2782430666669	0.117886378153798	0.170932427761725	4.37292796983039	9.85616537676528	5.91121835281656	1.47146141907634	25.6625920858741	0.253272515951726	0.341440550022358	21.7191565745312	38.0955768383312	befr.st = L + A * exp(-k * rsd)
ftp_sp_k2_gamma	ftp_sp_k2	ftp_sp	k2	gamma	befa.st	1	mono_B	mono_B.CS	mono_B	NA	CS	mono_B.CS	FALSE	0.280870993974125	0.28042284201327	0.0325656721699591	0.219399085015539	0.229283959454441	0.334761326101786	0.34642051503341	0.99796285414491	0.916630624849092	0.482342860457934	0.364903854677601	0.43368487953849	1.83016346163404	2.13242096582367	7.24257484961528	6.92459749380896	2.50926654000964	3.36497350246833	3.95474712941294	11.4096753977736	12.9789838969743	befa.st = 1 + L + A * exp(-k * rsd)
ftp_sp_k2_gamma	ftp_sp_k2	ftp_sp	k2	gamma	befr.st	0	mono_B	mono_B.CS	mono_B	NA	CS	mono_B.CS	FALSE	0.381610965508674	0.414568560989077	0.205896108011286	0.0212168275765736	0.0415092696678426	0.684924410494925	0.734063213847292	3.15134253575692	0.761055178280629	45.8968913087007	0.239884310768489	0.293066022228652	8.65518531391522	16.9303763467936	2.59007203985637	1.27148152797955	3.47286475502201	0.230352330496272	0.324149407143621	9.14597225504981	11.1637833504478	befr.st = L + A * exp(-k * rsd)
ftp_sp_k2_gamma	ftp_sp_k2	ftp_sp	k2	gamma	befa.st	1	mono_B	mono_B.LT	mono_B	NA	LT	mono_B.LT	FALSE	0.147249201032337	0.146441608330712	0.0228139522541645	0.104230094224837	0.110800838406415	0.18551806524891	0.193994809800793	1.16288541605521	1.02949756682577	0.627083991464382	0.43561154547763	0.508329276780775	2.25793869323581	2.67511772111293	6.403701233686	6.34805750924613	1.51204408883342	3.61650906507456	4.01450964775732	8.93119651632871	9.57888553660496	befa.st = 1 + L + A * exp(-k * rsd)
ftp_sp_k2_gamma	ftp_sp_k2	ftp_sp	k2	gamma	befr.st	0	mono_B	mono_B.LT	mono_B	NA	LT	mono_B.LT	FALSE	0.169034401089269	0.176720896267815	0.0868688729072307	0.0142936587224929	0.0249286338309331	0.299493701709003	0.31488828592131	1.85169577814626	0.404291451707206	23.4363537622552	0.145412478176356	0.184069569760119	5.0841880536132	11.2317714912678	5.29547514145028	1.93107180625396	31.3335208488452	0.472509443846453	0.577061792513353	14.1160911649266	24.6458014846976	befr.st = L + A * exp(-k * rsd)
ftp_sp_k2_gamma	ftp_sp_k2	ftp_sp	k2	gamma	befa.st	1	mono_B	mono_B.MT	mono_B	NA	MT	mono_B.MT	FALSE	0.946490122665472	0.94110074926457	0.153244916426807	0.680980062758275	0.732388724222511	1.19351073941362	1.25779706358946	1.05193216248317	0.940165793926876	0.574048437635548	0.371026181278746	0.438735517650189	1.99531194011366	2.40591481537124	6.94602493858228	6.63864304644346	3.1120064089731	1.97658169142552	2.68083580743908	12.0912297513207	14.0610330536147	befa.st = 1 + L + A * exp(-k * rsd)
ftp_sp_k2_gamma	ftp_sp_k2	ftp_sp	k2	gamma	befr.st	0	mono_B	mono_B.MT	mono_B	NA	MT	mono_B.MT	FALSE	0.283484904403402	0.250174669788865	0.213577334604691	0.0168425022896276	0.0305892005951086	0.654798765578011	0.778826569715588	1.67247450615085	0.460572163142912	11.3315108341297	0.114753941915196	0.169288021960451	5.28476339590596	10.6695337938303	5.6972437053604	1.46026463069024	22.0267263600123	0.219746612305767	0.304065183893741	19.1316333637613	36.3028278831006	befr.st = L + A * exp(-k * rsd)
ftp_sp_k2_gamma	ftp_sp_k2	ftp_sp	k2	gamma	befa.st	1	mono_B	mono_B.NS	mono_B	NA	NS	mono_B.NS	FALSE	0.497062993994485	0.489242966213401	0.0891579447820495	0.344310303651575	0.368179763865368	0.649304948745437	0.69140545347926	1.02997659399896	0.931352072897185	0.548766656517133	0.368909663894191	0.439963314148615	1.94410440155562	2.28746890366391	7.12038138830572	6.77437745231198	3.04718556662415	2.39612422418397	3.10395450540314	12.2642863634467	14.2795635828719	befa.st = 1 + L + A * exp(-k * rsd)
ftp_sp_k2_gamma	ftp_sp_k2	ftp_sp	k2	gamma	befr.st	0	mono_B	mono_B.NS	mono_B	NA	NS	mono_B.NS	FALSE	0.290751225308881	0.251254635053909	0.245155113962953	0.0168656104679574	0.0329091539630904	0.658426800590104	0.780882009983789	1.65776426170315	0.460467392150346	11.677350313514	0.111035222647915	0.167253201288382	4.81708645939388	11.0701698749805	5.25852922300694	1.46733036238454	20.9407677922535	0.237908583139592	0.317606514184488	18.5803037412784	33.9455670083813	befr.st = L + A * exp(-k * rsd)
ftp_sp_k2_gamma	ftp_sp_k2	ftp_sp	k2	gamma	befa.st	1	mono_B	mono_B.PxT	mono_B	NA	PxT	mono_B.PxT	FALSE	0.167327305335617	0.166669241558511	0.0216290150985649	0.127105163543497	0.134216241017251	0.203495586031826	0.21142318543268	1.00094987043729	0.909170944835894	0.506272667724293	0.335460574555185	0.41388703488371	1.87715097385845	2.19131351620875	7.68577764028701	7.1230840129319	3.53763005902812	3.48215217064279	4.04022141546109	12.9031415623112	15.1989522039237	befa.st = 1 + L + A * exp(-k * rsd)
ftp_sp_k2_gamma	ftp_sp_k2	ftp_sp	k2	gamma	befr.st	0	mono_B	mono_B.PxT	mono_B	NA	PxT	mono_B.PxT	FALSE	0.141852725047504	0.15150442622942	0.070125957766724	0.0123001935199029	0.0233057547055506	0.243507511837442	0.258724337370582	1.67232460334838	0.367281570577869	12.1481337097379	0.0959642790506685	0.130129130193338	5.00908690330123	11.1874838808408	6.35133625481175	2.21876796300942	23.7602684118336	0.507318408024233	0.620636546891255	21.4064852672817	37.9404966616917	befr.st = L + A * exp(-k * rsd)
ftp_sp_k2_gamma	ftp_sp_k2	ftp_sp	k2	gamma	befa.st	1	mono_B	mono_B.QAc	mono_B	NA	QAc	mono_B.QAc	FALSE	0.356399479666262	0.356073308918222	0.0379182819919147	0.283033716702663	0.29925338145272	0.416949494038052	0.428862731742717	0.936021904930036	0.86066754781445	0.448328608900791	0.350126589275854	0.409982607246543	1.68558939179156	1.97142766037898	7.83950558587074	7.55766072460161	2.58629538551744	3.55624843752372	4.21904745657995	12.1276748450896	13.5308693288401	befa.st = 1 + L + A * exp(-k * rsd)
ftp_sp_k2_gamma	ftp_sp_k2	ftp_sp	k2	gamma	befr.st	0	mono_B	mono_B.QAc	mono_B	NA	QAc	mono_B.QAc	FALSE	0.270312834220347	0.288120865305232	0.145791848221651	0.0187325064987995	0.0336380492325203	0.470193466559951	0.490176359854408	1.59315906464562	0.432635069178705	11.9786746756416	0.120604747285802	0.171936052658437	4.70192216878402	10.5411596350114	4.88615392910071	1.33901337660617	17.7121398237862	0.205548324810856	0.289317346701995	17.7178280513792	24.2416207730871	befr.st = L + A * exp(-k * rsd)
ftp_sp_k2_gamma	ftp_sp_k2	ftp_sp	k2	gamma	befa.st	1	mono_B	mono_B.QAt	mono_B	NA	QAt	mono_B.QAt	FALSE	0.354415415443313	0.352238859287484	0.0492353595372409	0.264123131202857	0.278277025909991	0.437480884100323	0.458655680198554	1.12148027035134	1.05639647831022	0.431227277144719	0.500853206950801	0.5647092617698	1.91102890379792	2.18861811543653	6.76491672409813	6.6819130480755	1.81233818424362	3.37785536851166	3.93161570348782	9.82563647987746	10.6198713597913	befa.st = 1 + L + A * exp(-k * rsd)
ftp_sp_k2_gamma	ftp_sp_k2	ftp_sp	k2	gamma	befr.st	0	mono_B	mono_B.QAt	mono_B	NA	QAt	mono_B.QAt	FALSE	0.193133555329742	0.19322871852776	0.107100111373611	0.0153388258565975	0.0261984605670853	0.355875155672459	0.373347661235375	1.38136432766886	0.316284710016932	11.0619126826609	0.075399119835469	0.108786742229082	3.8154006063488	9.80186871420825	8.98836605373468	1.45540497152673	33.1159707437842	0.274654460678557	0.354228719236013	46.8190254329083	73.7875154014518	befr.st = L + A * exp(-k * rsd)
ftp_sp_k2_gamma	ftp_sp_k2	ftp_sp	k2	gamma	befa.st	1	mono_B	mono_B.QG	mono_B	NA	QG	mono_B.QG	FALSE	0.908296643145301	0.904382729439988	0.102170687545737	0.729944316985496	0.758939650077657	1.07726675243124	1.11379413829615	0.984242989255309	0.893540567525508	0.517808225299531	0.332231373396955	0.402774727151664	1.86087458808571	2.21798586086418	7.82277357094736	7.28509741460504	3.43680271034473	3.19729181156924	3.86821259576608	13.5426203126558	15.6068505084852	befa.st = 1 + L + A * exp(-k * rsd)
ftp_sp_k2_gamma	ftp_sp_k2	ftp_sp	k2	gamma	befr.st	0	mono_B	mono_B.QG	mono_B	NA	QG	mono_B.QG	FALSE	0.415382283144566	0.461353605587385	0.223972798854983	0.023580232924288	0.0445029096222608	0.725813112478525	0.767477539811514	1.76624445290583	0.553241535813633	13.6789726632009	0.132579847945389	0.182784742284598	4.83158001338321	10.8428627064892	6.89725527842126	1.13141901174097	115.753414511804	0.133610957328772	0.195631813686537	19.0669950071909	37.7936520080431	befr.st = L + A * exp(-k * rsd)
ftp_sp_k2_gamma	ftp_sp_k2	ftp_sp	k2	gamma	befa.st	1	mono_B	mono_B.QM	mono_B	NA	QM	mono_B.QM	FALSE	0.426423472083601	0.437694401918066	0.0669755677942263	0.261462317356466	0.296659993571175	0.514170860240908	0.528464506704632	1.01086303039825	0.940802617225376	0.430831445172965	0.411191220186	0.483480554668426	1.78626913215237	2.0256953023302	6.17234665655105	5.98682282411622	2.42362234117225	2.32692714418818	2.76551883715422	10.2845776845768	11.7178332141932	befa.st = 1 + L + A * exp(-k * rsd)
ftp_sp_k2_gamma	ftp_sp_k2	ftp_sp	k2	gamma	befr.st	0	mono_B	mono_B.QM	mono_B	NA	QM	mono_B.QM	FALSE	0.351328772556688	0.392240960064418	0.180145670295885	0.0211739696455893	0.0417220054092766	0.594628266022979	0.624470735472921	2.29008534048373	0.760448941341382	12.6216158051062	0.263450455795101	0.31082347870076	7.88099462736303	13.707490714694	3.10104214286341	1.58372764558294	4.92887337215248	0.317784592557645	0.409834663613924	10.5495317891911	12.9829898494818	befr.st = L + A * exp(-k * rsd)
ftp_sp_k2_gamma	ftp_sp_k2	ftp_sp	k2	gamma	befa.st	1	mono_B	mono_B.QS	mono_B	NA	QS	mono_B.QS	FALSE	0.375741501189154	0.377566755806349	0.0528907892387211	0.263450916951177	0.289070910262409	0.458096027416573	0.472642534072059	0.953500223734116	0.879918687745493	0.424503738161967	0.377060962696575	0.435501878656821	1.71023838889993	2.00096528410001	7.36159472757686	7.11346843780749	2.65157225030553	3.03491275398808	3.73387249219629	11.6314875585307	12.8760998319924	befa.st = 1 + L + A * exp(-k * rsd)
ftp_sp_k2_gamma	ftp_sp_k2	ftp_sp	k2	gamma	befr.st	0	mono_B	mono_B.QS	mono_B	NA	QS	mono_B.QS	FALSE	0.339291940745882	0.367778080011236	0.181330268817253	0.0208122634334338	0.0413842372721343	0.595687355487384	0.627164372094622	2.06640927490456	0.679336472853609	13.8360095626917	0.245699679741729	0.297307247926627	6.17654737125544	12.6327268355855	3.2045726824925	1.48180847985313	4.14363824799137	0.29291368626237	0.37194806549002	12.532757271634	15.5306709430952	befr.st = L + A * exp(-k * rsd)
ftp_sp_k2_gamma	ftp_sp_k2	ftp_sp	k2	gamma	befa.st	1	mono_B	mono_B.QV	mono_B	NA	QV	mono_B.QV	FALSE	0.228457414344814	0.230103741908469	0.0291039897014415	0.163491042167755	0.178062696736946	0.272649492565569	0.28116871966453	0.965381870022436	0.890718071871783	0.43485980411389	0.369652005946862	0.430932356270872	1.75063023591237	1.99947965038677	7.0797695972719	6.88614415192705	2.14272540222496	3.4227503383937	3.94953414883232	10.7568877419832	11.8570285150726	befa.st = 1 + L + A * exp(-k * rsd)
ftp_sp_k2_gamma	ftp_sp_k2	ftp_sp	k2	gamma	befr.st	0	mono_B	mono_B.QV	mono_B	NA	QV	mono_B.QV	FALSE	0.269653501836319	0.285655993527118	0.145536782280959	0.0170096457167202	0.0336193651188669	0.465374555354479	0.481399686197334	1.47896043098058	0.389659718810672	11.7669263225348	0.0848871742092691	0.123582443517468	4.15815547080561	10.3570085697579	6.30290424144011	1.20194253815187	18.8978234767349	0.169009606822872	0.237746641829159	28.8867911086361	48.1168626019542	befr.st = L + A * exp(-k * rsd)
ftp_sp_k2_gamma	ftp_sp_k2	ftp_sp	k2	gamma	befa.st	1	mono_N	mono_N.CJ	mono_N	NA	CJ	mono_N.CJ	FALSE	0.230864680090653	0.232938301572572	0.0365381775770864	0.152782946107721	0.167901582190981	0.287349466913869	0.297565551156392	1.28340705245443	1.22939361360739	0.405065962178767	0.676101497610937	0.749400133586016	1.99420317425544	2.20982012279239	7.12954495714584	6.98261919375913	1.82640014311203	3.90417770446195	4.40573318238452	10.3150739224778	11.1965736066494	befa.st = 1 + L + A * exp(-k * rsd)
ftp_sp_k2_gamma	ftp_sp_k2	ftp_sp	k2	gamma	befr.st	0	mono_N	mono_N.CJ	mono_N	NA	CJ	mono_N.CJ	FALSE	0.149524838938184	0.146662775471676	0.0881428685978693	0.00787275303110433	0.0158853654633136	0.292617787864297	0.309882786620408	0.389857333124478	0.383116948870431	0.161820709906711	0.143304854283841	0.183511978047003	0.59431353777396	0.673549428642541	2.00708844947137	1.50317675095522	1.5779838363036	0.469996569887112	0.571233459439113	5.01885539919024	6.10832758244952	befr.st = L + A * exp(-k * rsd)
ftp_sp_k2_gamma	ftp_sp_k2	ftp_sp	k2	gamma	befa.st	1	mono_N	mono_N.CO	mono_N	NA	CO	mono_N.CO	FALSE	0.235717573317812	0.23560313037278	0.0310486930678693	0.174208692508141	0.185649107350528	0.28755129407864	0.298907532187414	1.39510763630919	1.35234450436214	0.373373123112698	0.795164515960406	0.872693331794868	2.07395545623452	2.26876599938648	6.79796730688148	6.69132059175576	1.53691184011947	4.04791910480195	4.44849038148385	9.48836827192241	10.168695110017	befa.st = 1 + L + A * exp(-k * rsd)
ftp_sp_k2_gamma	ftp_sp_k2	ftp_sp	k2	gamma	befr.st	0	mono_N	mono_N.CO	mono_N	NA	CO	mono_N.CO	FALSE	0.114018044782496	0.116236620325882	0.0625903787551414	0.00702604658380203	0.014395668439251	0.213070235065769	0.225993441890278	0.402895367150505	0.395493027805538	0.111835454727537	0.208639281677961	0.240246899919669	0.58331566428013	0.646250430706908	2.09242366426156	1.77192424543237	1.1697808826767	0.772385947181445	0.867175921019057	4.30107222551783	5.0429640465916	befr.st = L + A * exp(-k * rsd)
ftp_sp_k2_gamma	ftp_sp_k2	ftp_sp	k2	gamma	befa.st	1	mono_N	mono_N.LL	mono_N	NA	LL	mono_N.LL	FALSE	0.260472281221929	0.260373185039342	0.0238599828436671	0.213352858139552	0.22154073677325	0.299665379844115	0.308125557866114	1.42202151086191	1.34584651039409	0.458611737172846	0.797619209654779	0.869389993711528	2.20915720864273	2.52030322112549	9.30689185488514	8.78711536083963	2.61645797614467	5.71556238368308	6.08209281397598	14.1709691059988	15.613833426557	befa.st = 1 + L + A * exp(-k * rsd)
ftp_sp_k2_gamma	ftp_sp_k2	ftp_sp	k2	gamma	befr.st	0	mono_N	mono_N.LL	mono_N	NA	LL	mono_N.LL	FALSE	0.155255859418346	0.151735526830872	0.0907491104251566	0.00830817046099413	0.0167924294773685	0.305654669338079	0.328665938259036	0.456632846133793	0.445939551693639	0.138652625911581	0.222080763579922	0.259550429424005	0.68029588308387	0.762290831375248	1.89722880250755	1.51560502799603	1.29942195170456	0.553593576576092	0.646696273937122	4.3538394106352	5.24681552168118	befr.st = L + A * exp(-k * rsd)
ftp_sp_k2_gamma	ftp_sp_k2	ftp_sp	k2	gamma	befa.st	1	mono_N	mono_N.PD	mono_N	NA	PD	mono_N.PD	FALSE	0.268942861771248	0.270871326318417	0.030218695708232	0.201083230326518	0.217064084677125	0.314684840237358	0.323088727929674	1.09014579276205	1.05593967776689	0.281742878532642	0.63869480153722	0.69832545883601	1.59554324439344	1.73018021109905	7.51213962104404	7.17535381085534	2.15527623710486	4.32797286637094	4.78865020101902	11.2641309896295	12.7606125366851	befa.st = 1 + L + A * exp(-k * rsd)
ftp_sp_k2_gamma	ftp_sp_k2	ftp_sp	k2	gamma	befr.st	0	mono_N	mono_N.PD	mono_N	NA	PD	mono_N.PD	FALSE	0.160859315731552	0.154208080371172	0.098846413462085	0.00721398478139821	0.0147802545952036	0.319473056321431	0.334801513961871	0.31231634212162	0.323783992129033	0.1092188698003	0.0802905185306145	0.113914514799499	0.470650022721592	0.493487310386228	1.90318902499359	1.1466440800431	6.50200366707496	0.325965492959333	0.41362590383011	4.78854853889686	6.11975275565822	befr.st = L + A * exp(-k * rsd)
ftp_sp_k2_gamma	ftp_sp_k2	ftp_sp	k2	gamma	befa.st	1	mono_N	mono_N.PDe	mono_N	NA	PDe	mono_N.PDe	FALSE	0.190818025210074	0.18913979937235	0.034430844293023	0.126382972465655	0.135784102595794	0.248892108653259	0.26160472109679	2.05043210007879	1.94673544594687	0.577330368293365	1.26125475667949	1.33072980442848	3.09192685383091	3.42818032374892	6.16586842379515	6.09373354620009	1.21147522063831	4.03683954659873	4.31683801973616	8.28118176148404	8.69987559113421	befa.st = 1 + L + A * exp(-k * rsd)
ftp_sp_k2_gamma	ftp_sp_k2	ftp_sp	k2	gamma	befr.st	0	mono_N	mono_N.PDe	mono_N	NA	PDe	mono_N.PDe	FALSE	0.187097815548213	0.188774815483887	0.108181243375886	0.00871787848394287	0.0177378975925449	0.352892790281957	0.372321210262874	0.396808271465641	0.394321753763432	0.14838219104778	0.170744690151269	0.204755753486059	0.570912998101264	0.618582754774646	1.89796640370433	1.20278283376942	1.84746006949027	0.314849439504895	0.390183684537526	5.39344833363041	6.60268595966643	befr.st = L + A * exp(-k * rsd)
ftp_sp_k2_gamma	ftp_sp_k2	ftp_sp	k2	gamma	befa.st	1	mono_N	mono_N.PK	mono_N	NA	PK	mono_N.PK	FALSE	0.46025813395685	0.477934275492282	0.110206135295081	0.206205198496566	0.249326834424024	0.611547651099992	0.633430278872562	1.66000498155098	1.60132468688023	0.414491131561805	1.01927788543884	1.10596569442356	2.41867460290783	2.64818421190467	5.14054062612188	5.04306395536024	1.56690062052365	2.47314513959754	2.80639089580134	7.76776102889575	8.28791649827888	befa.st = 1 + L + A * exp(-k * rsd)
ftp_sp_k2_gamma	ftp_sp_k2	ftp_sp	k2	gamma	befr.st	0	mono_N	mono_N.PK	mono_N	NA	PK	mono_N.PK	FALSE	0.192744025477945	0.184981353854825	0.115742375538184	0.00878067684306682	0.0190975655670537	0.37984999968697	0.400263398676253	0.430091085373019	0.430299867870925	0.137447047897563	0.158447373863321	0.2128545758852	0.653297216836277	0.713580256838547	1.61043338362197	1.1586321283046	1.42528510038949	0.292554024959801	0.387385891067965	4.26337461561845	5.05645681764385	befr.st = L + A * exp(-k * rsd)
ftp_sp_k2_gamma	ftp_sp_k2	ftp_sp	k2	gamma	befa.st	1	mono_N	mono_N.PR	mono_N	NA	PR	mono_N.PR	FALSE	0.19135682933575	0.193067713204192	0.0305646788235317	0.125402694855621	0.137738643891674	0.237640239777665	0.245558027876529	1.34643406537563	1.30934626141081	0.330716177810231	0.811278325890176	0.877598848152052	1.94083200959034	2.10363121933718	7.76627051631182	7.37116254939262	2.19118970380517	4.86794642753765	5.26315442864642	11.6610067628829	13.2273687076308	befa.st = 1 + L + A * exp(-k * rsd)
ftp_sp_k2_gamma	ftp_sp_k2	ftp_sp	k2	gamma	befr.st	0	mono_N	mono_N.PR	mono_N	NA	PR	mono_N.PR	FALSE	0.248271357427591	0.232454072065174	0.154319575278644	0.0101419883106367	0.0237821882085768	0.501225683585447	0.525803928546508	0.421729029874562	0.425306394532612	0.16856651281097	0.0776342010432823	0.12120724601338	0.689517029967657	0.744405242243228	1.49103613394175	0.913857621675981	2.02644341462318	0.133452798513303	0.19984505904413	4.33666910378647	5.80373051030903	befr.st = L + A * exp(-k * rsd)
ftp_sp_k2_gamma	ftp_sp_k2	ftp_sp	k2	gamma	befa.st	1	mono_N	mono_N.PT	mono_N	NA	PT	mono_N.PT	FALSE	0.341013621084014	0.34069403501447	0.0331032900542646	0.276931498610365	0.287561511346049	0.396641135281984	0.407746905478705	1.35689332251685	1.2751564470852	0.57553763925935	0.632896343605689	0.715427711766681	2.23739112534269	2.57373945120194	8.69014534269084	8.3627874343397	2.24017755180431	5.24222956096607	5.64882265763019	12.7291205323806	13.8046866633087	befa.st = 1 + L + A * exp(-k * rsd)
ftp_sp_k2_gamma	ftp_sp_k2	ftp_sp	k2	gamma	befr.st	0	mono_N	mono_N.PT	mono_N	NA	PT	mono_N.PT	FALSE	0.186544568598741	0.176371784828411	0.114187499811353	0.00812693314962745	0.0174682590303417	0.375681755666654	0.396262915631883	0.41840831359189	0.410579676838582	0.22756039562855	0.144700167813834	0.192253487189389	0.632326356341195	0.705316479677229	1.88545215263647	1.22368599731628	1.92341255129386	0.279534110374361	0.373431651459558	5.41184944154579	6.88027689769821	befr.st = L + A * exp(-k * rsd)
PFT_k0_gamma	PFT_k0	PFT	k0	gamma	befa.st	1	DBF	all	NA	DBF	NA	DBF	FALSE	0.272616743624558	0.273715756862018	0.0254812206410293	0.219813721070994	0.228063560882169	0.312456768878068	0.318911902615225	1.0180297769878	0.997302215636043	0.200155748222505	0.681884462498708	0.723960158959596	1.37346857771556	1.47486727398539	5.23917185441706	5.20210395989794	0.831669325860292	3.69404182036853	3.93211028519602	6.68052284741885	6.9382451028798	befa.st = 1 + L + A * exp(-k * rsd)
