stand_id	sp_code	plot	age	d	h	Bst	Bbr	Bf	Bcr	Vst	Vst.5	ba	befa.v	befa.st	beft.v	beft.st	bwd	PFT	Genus	Family	ft1.forest_type	ft1.dominant_prop	sdi	sdi.1	sdi.2	sdi.3	sdi_max	rsd	rsd.1	rsd.2
127	PK	10	31	0.192	14.81	86.503	19.53	17.18	NA	0.234368	0.012342	0.0289529178954835	525.724501638449	1.4243783452597	NA	NA	0.369090490169306	ENF	Pinus	Pinaceae	mono_N	1	320.182016006214	320.182016006214	NA	NA	375.5306229599	0.852612267629646	0.852612267629646	NA
128	PK	6	17	0.138	8.09	26.36	15.425	11.565	11.106	0.067082	0.122124	0.014957122623741	795.295310217346	2.02389984825493	960.853880325571	2.44522003034901	0.392951909603172	ENF	Pinus	Pinaceae	mono_N	1	252.185867136592	252.185867136592	NA	NA	375.5306229599	0.671545412592147	0.671545412592147	NA
128	PK	6	18	0.078	5.3	6.262	2.945	3.506	NA	0.014439	0.356178	0.00477836242611008	880.462635916615	2.03018205046311	NA	NA	0.433686543389431	ENF	Pinus	Pinaceae	mono_N	1	252.185867136592	252.185867136592	NA	NA	375.5306229599	0.671545412592147	0.671545412592147	NA
128	PK	6	18	0.113	7	9.166	10.626	6.476	NA	0.037542	0.525299	0.010028749148422	699.696340099089	2.86580842243072	NA	NA	0.244153215065793	ENF	Pinus	Pinaceae	mono_N	1	252.185867136592	252.185867136592	NA	NA	375.5306229599	0.671545412592147	0.671545412592147	NA
128	PK	6	20	0.144	7.48	29.191	22.238	12.479	NA	0.06246	0.253457	0.0162860163162095	1023.18283701569	2.18930492275016	NA	NA	0.467355107268652	ENF	Pinus	Pinaceae	mono_N	1	252.185867136592	252.185867136592	NA	NA	375.5306229599	0.671545412592147	0.671545412592147	NA
128	PK	6	18	0.1	6.85	9.879	6.66	2.64	4.461	0.027345	0.153142	0.00785398163397448	701.371365880417	1.94139082903128	864.509051014811	2.39295475250531	0.361272627537027	ENF	Pinus	Pinaceae	mono_N	1	252.185867136592	252.185867136592	NA	NA	375.5306229599	0.671545412592147	0.671545412592147	NA
129	PT	4	46	0.167	14.7	95.65	33.605	16.664	32.399	0.184699	0.162301	0.0219039693789914	790.03676251631	1.52555148980659	965.451897411464	1.86427600627287	0.517869614886924	ENF	Pinus	Pinaceae	mono_N	1	144.04912653264	144.04912653264	NA	NA	466.29291222621	0.308924117771616	0.308924117771616	NA
129	PT	4	46	0.296	18.2	323.522	94.248	27.191	NA	0.594865	0.059932	0.0688134454842308	748.003328486295	1.37536550837346	NA	NA	0.543857850100443	ENF	Pinus	Pinaceae	mono_N	1	144.04912653264	144.04912653264	NA	NA	466.29291222621	0.308924117771616	0.308924117771616	NA
129	PT	4	44	0.207	16.4	148.159	44.671	17.089	NA	0.287815	0.38767	0.0336535259034173	729.353925264493	1.41684946577663	NA	NA	0.514771641505828	ENF	Pinus	Pinaceae	mono_N	1	144.04912653264	144.04912653264	NA	NA	466.29291222621	0.308924117771616	0.308924117771616	NA
129	PT	4	44	0.243	18.4	217.012	18.462	13.514	100.297	0.4124	0.713744	0.0463769761504559	603.753637245393	1.14734669050559	846.956838021338	1.60951928925589	0.526217264791465	ENF	Pinus	Pinaceae	mono_N	1	144.04912653264	144.04912653264	NA	NA	466.29291222621	0.308924117771616	0.308924117771616	NA
129	PT	4	42	0.143	14.7	57.997	8.282	4.48	NA	0.143997	0.212911	0.0160606070433144	491.392181781565	1.22004586444126	NA	NA	0.402765335388932	ENF	Pinus	Pinaceae	mono_N	1	144.04912653264	144.04912653264	NA	NA	466.29291222621	0.308924117771616	0.308924117771616	NA
13	PR	6	35	0.13	11.45	45.298	5.605	2.827	NA	0.085272	0.065736	0.0132732289614169	630.101322825781	1.18614508366815	NA	NA	0.531217750257998	ENF	Pinus	Pinaceae	mono_N	0.975050294828605	209.97830048973	200.287609440574	6.22848432693421	0.998215547069476	316.088628326458	0.664301976320588	0.633643831165338	0.0197048668277348
13	PR	6	28	0.117	9.2	26.611	8.255	1.15	NA	0.051029	0.034532	0.0107513154587477	705.794744165083	1.35342527526211	NA	NA	0.521487781457603	ENF	Pinus	Pinaceae	mono_N	0.975050294828605	209.97830048973	200.287609440574	6.22848432693421	0.998215547069476	316.088628326458	0.664301976320588	0.633643831165338	0.0197048668277348
13	PR	6	36	0.161	12.9	71.343	5.662	5.374	13.787	0.154653	0.117925	0.0203583057934253	532.669912643143	1.15468931780273	621.817876148539	1.3479388307192	0.461310158871797	ENF	Pinus	Pinaceae	mono_N	0.975050294828605	209.97830048973	200.287609440574	6.22848432693421	0.998215547069476	316.088628326458	0.664301976320588	0.633643831165338	0.0197048668277348
13	PR	6	35	0.182	12.8	78.77	18.956	4.544	NA	0.175779	0.133007	0.0260155287643771	581.810113836124	1.29833693030342	NA	NA	0.448119513707553	ENF	Pinus	Pinaceae	mono_N	0.975050294828605	209.97830048973	200.287609440574	6.22848432693421	0.998215547069476	316.088628326458	0.664301976320588	0.633643831165338	0.0197048668277348
13	PR	6	34	0.125	11.5	37.916	10.98	4.2	27.266	0.07239	0.056303	0.0122718463030851	733.471473960492	1.40035868762528	1110.12570797071	2.11947462812533	0.523774001933969	ENF	Pinus	Pinaceae	mono_N	0.975050294828605	209.97830048973	200.287609440574	6.22848432693421	0.998215547069476	316.088628326458	0.664301976320588	0.633643831165338	0.0197048668277348
130	PT	3	38	0.107	14.4	31.735	2.397	0.524	NA	0.071973	0.007131	0.00899202357273739	481.513901046226	1.09204348511108	NA	NA	0.440929237352896	ENF	Pinus	Pinaceae	mono_N	1	168.964125824958	168.964125824958	NA	NA	466.29291222621	0.362356195847535	0.362356195847535	NA
130	PT	3	49	0.177	18.6	113.711	7.514	4.411	NA	0.241753	0.015845	0.0246057390610787	519.687449586975	1.10487112064796	NA	NA	0.47036024371983	ENF	Pinus	Pinaceae	mono_N	1	168.964125824958	168.964125824958	NA	NA	466.29291222621	0.362356195847535	0.362356195847535	NA
130	PT	3	50	0.295	20.4	380.457	52.147	17.957	NA	0.804511	0.016345	0.0683492751696629	560.043305809367	1.18426261049212	NA	NA	0.472904658854882	ENF	Pinus	Pinaceae	mono_N	1	168.964125824958	168.964125824958	NA	NA	466.29291222621	0.362356195847535	0.362356195847535	NA
130	PT	3	43	0.157	18.2	101.192	3.242	3.156	24.967	0.192361	0.013717	0.0193592793295837	559.312958447918	1.06322634200332	689.105379988667	1.30995533243735	0.526052578225316	ENF	Pinus	Pinaceae	mono_N	1	168.964125824958	168.964125824958	NA	NA	466.29291222621	0.362356195847535	0.362356195847535	NA
130	PT	3	45	0.233	21.4	220.773	35.836	9.551	75.44	0.433967	0.010484	0.0426384808926841	613.318524219583	1.20558220434564	787.156627116808	1.54729065601319	0.508732230791742	ENF	Pinus	Pinaceae	mono_N	1	168.964125824958	168.964125824958	NA	NA	466.29291222621	0.362356195847535	0.362356195847535	NA
