sp_code	stand_id	plot	no	age	d	h	Bst	Bbr	Bf	Bcr	wd	Vst	Vst.5	ba	befa.v	befa.st	beft.v	beft.st	bwd	species	PFT	Genus	Family
LL	136	9	1	46	0.376	23.9	639.713	169.041	19.085	NA	0.571	1.217166	0.458805	0.111036450748478	680.136480973014	1.29407875093987	NA	NA	0.525575804779299	Larix_kaempferi	DNF	Larix	Pinaceae
LL	136	9	2	46	0.274	23.9	304.276	67.744	8.778	102.371	0.473	0.672566	0.200704	0.0589645525152268	566.186812892712	1.25148877992349	718.396410166437	1.58793003720307	0.452410618437447	Larix_kaempferi	DNF	Larix	Pinaceae
LL	136	9	3	45	0.321	24.8	439.181	86.59	17.351	NA	0.482	0.947063	0.62499	0.0809282121546365	573.48032813023	1.23667007452508	NA	NA	0.463729445665177	Larix_kaempferi	DNF	Larix	Pinaceae
LL	136	9	4	48	0.323	20.7	415.362	79.166	18.421	170.301	0.534	0.852639	0.387838	0.0819398049890924	601.601615689641	1.23494445808716	801.335618004806	1.64495066953645	0.487148722964819	Larix_kaempferi	DNF	Larix	Pinaceae
LL	88	4	3	32	0.228	22.1	159.248	31.796	12.243	NA	0.378	0.44422	0.262845	0.040828138126053	457.626851560038	1.27654350447101	NA	NA	0.358489036963667	Larix_kaempferi	DNF	Larix	Pinaceae
LL	137	5	3	33	0.308	18.6	356.781	236.887	16.676	NA	0.529	0.712996	1.462295	0.0745060113725355	856.027242789581	1.71069647767118	NA	NA	0.500396916672744	Larix_kaempferi	DNF	Larix	Pinaceae
LL	137	5	4	32	0.247	19.7	196.862	45.736	6.078	NA	0.465	0.457944	2.167569	0.0479163565507149	543.027095015984	1.26319960175148	NA	NA	0.429882256345754	Larix_kaempferi	DNF	Larix	Pinaceae
LL	194	1	3	14	0.082	8.9	9.723	0.653	0.195	NA	0.455	0.022303	0.104081	0.00528101725068444	473.972111375151	1.08721587987247	NA	NA	0.435950320584675	Larix_kaempferi	DNF	Larix	Pinaceae
LL	98	13	2	40	0.174	18	83.944	29.271	21.101	24.714	0.408	0.225057	0.073098	0.0237787147950211	596.808808435196	1.60006671114076	706.620989349365	1.89447727056133	0.372989953656185	Larix_kaempferi	DNF	Larix	Pinaceae
LL	194	1	5	13	0.133	11.7	43.588	2.2	0.695	NA	0.51	0.085365	0.379708	0.0138929081123375	544.520588063024	1.06641736257686	NA	NA	0.510607391788204	Larix_kaempferi	DNF	Larix	Pinaceae
LL	90	6	1	12	0.031	4.4	0.789	0.675	0.45	NA	0.377	0.001939	0.000383	0.000754767635024948	987.106756059825	2.42585551330798	NA	NA	0.406910778751934	Larix_kaempferi	DNF	Larix	Pinaceae
LL	119	7	4	52	0.296	26.95	381.932	28.658	7.503	NA	0.489	0.811369	0.134244	0.0688134454842308	515.293288257254	1.09467915754637	NA	NA	0.470725403607976	Larix_kaempferi	DNF	Larix	Pinaceae
LL	119	7	5	51	0.309	23.44	345.83	38.293	5.575	NA	0.493	0.77152	0.227581	0.0749906020393518	505.104209871423	1.12684845155134	NA	NA	0.448245022812111	Larix_kaempferi	DNF	Larix	Pinaceae
LL	87	8	1	35	0.175	19.5	63.173	30.982	7.222	NA	0.315	0.215403	0.179627	0.0240528187540468	470.638756191882	1.60475203013946	NA	NA	0.29327818089813	Larix_kaempferi	DNF	Larix	Pinaceae
LL	11	10	3	15	0.128	13.8	26.346	8.468	3.174	NA	0.35	0.079045	0.063584	0.0128679635091038	480.587007400848	1.4418887117589	NA	NA	0.333303814283003	Larix_kaempferi	DNF	Larix	Pinaceae
LL	195	3	4	40	0.169	14.87	103.65	27.151	5.139	28.636	0.64	0.168109	0.073216	0.0224317569447945	808.642012027911	1.31152918475639	978.983873558227	1.58780511336228	0.616564252954928	Larix_kaempferi	DNF	Larix	Pinaceae
LL	98	13	5	48	0.323	21.4	397.19	120.613	15.214	NA	0.471	0.99065	0.166371	0.0819398049890924	538.047746429112	1.34196983811274	NA	NA	0.400938777570282	Larix_kaempferi	DNF	Larix	Pinaceae
LL	87	8	5	34	0.26	21.45	164.617	49.24	5.929	NA	0.311	0.551259	0.519644	0.0530929158456675	398.698252545537	1.33513549633391	NA	NA	0.298620067880978	Larix_kaempferi	DNF	Larix	Pinaceae
LL	88	4	4	34	0.284	23.3	287.18	33.116	9.832	204.644	0.449	0.682884	0.404316	0.0633470742669846	483.432032380316	1.14955080437356	783.108112065885	1.86214917473362	0.420539945290855	Larix_kaempferi	DNF	Larix	Pinaceae
LL	194	1	1	11	0.052	6	2.868	0.257	0.113	NA	0.429	0.006364	0.029794	0.0021237166338267	508.79949717159	1.12900976290098	NA	NA	0.450659962287869	Larix_kaempferi	DNF	Larix	Pinaceae
LL	194	1	2	12	0.072	7.7	7.724	3.344	2.095	3.065	0.447	0.016444	0.090527	0.00407150407905237	800.474337144247	1.70416882444329	986.864509851618	2.1009839461419	0.469715397713452	Larix_kaempferi	DNF	Larix	Pinaceae
LL	89	12	5	31	0.239	23.24	218.525	17.64	8.815	NA	0.481	0.499543	0.009364	0.0448627284914256	490.408233125076	1.12106166342524	NA	NA	0.437449829143837	Larix_kaempferi	DNF	Larix	Pinaceae
LL	89	12	3	31	0.193	21.65	145.888	26.382	10.234	NA	0.493	0.318344	0.003867	0.0292552961883916	573.291784987309	1.25098705856547	NA	NA	0.458271555298671	Larix_kaempferi	DNF	Larix	Pinaceae
LL	195	3	1	31	0.088	12.5	7.094	0.913	0.211	NA	0.217	0.036704	0.011765	0.00608212337734984	223.899302528335	1.15844375528616	NA	NA	0.19327593722755	Larix_kaempferi	DNF	Larix	Pinaceae
LL	140	2	3	32	0.225	18.5	186.014	38.132	5.259	NA	0.497	0.405081	0.271958	0.0397607820219958	566.318834998432	1.23326738847614	NA	NA	0.459201986763141	Larix_kaempferi	DNF	Larix	Pinaceae
LL	140	2	4	31	0.192	18.5	112.569	10.165	2.346	24.413	0.47	0.26139	0.079008	0.0289529178954835	478.518688549677	1.11114072257904	571.915528520601	1.32801215254644	0.43065534259153	Larix_kaempferi	DNF	Larix	Pinaceae
LL	11	10	2	16	0.117	12.75	21.836	8.586	0.741	2.027	0.351	0.065204	0.052554	0.0107513154587477	477.930801791301	1.4271386700861	509.017851665542	1.51996702692801	0.334887430219005	Larix_kaempferi	DNF	Larix	Pinaceae
LL	140	2	5	31	0.168	16.5	83.23	13	2.557	NA	0.452	0.195944	0.311948	0.0221670777637296	504.159351651492	1.1869157755617	NA	NA	0.424764218348099	Larix_kaempferi	DNF	Larix	Pinaceae
LL	87	8	3	34	0.25	22.1	149.319	48.471	14.11	NA	0.351	0.453795	0.378675	0.0490873852123405	466.950935995328	1.41910942344913	NA	NA	0.329045053383136	Larix_kaempferi	DNF	Larix	Pinaceae
LL	87	8	4	34	0.264	22.59	193.249	31.537	6.073	43.741	0.374	0.561571	0.576773	0.0547391103961486	411.094946142162	1.1946193770731	488.985364272728	1.4209646621716	0.344122114567882	Larix_kaempferi	DNF	Larix	Pinaceae
LL	194	1	4	16	0.109	8.6	16.515	3.568	1.18	6.999	0.453	0.036842	0.150018	0.00933131557932508	577.14022040063	1.28749621556161	767.11362032463	1.7112927641538	0.448265566473047	Larix_kaempferi	DNF	Larix	Pinaceae
LL	88	4	1	32	0.172	18.1	86.363	11.716	4.669	NA	0.423	0.212363	0.15949	0.0232352192659501	483.831929290884	1.18972245058648	NA	NA	0.406676304252624	Larix_kaempferi	DNF	Larix	Pinaceae
LL	88	4	2	32	0.21	22	168.06	27.513	7.473	53.098	0.449	0.390785	0.195207	0.0346360590058275	519.584938009391	1.20817565155302	655.460163517023	1.5241223372605	0.430057448469107	Larix_kaempferi	DNF	Larix	Pinaceae
LL	88	4	5	33	0.282	21.1	285.928	47.687	21.094	NA	0.49	0.632403	0.405852	0.0624580035460187	560.890761112771	1.24055356593268	NA	NA	0.452129417475882	Larix_kaempferi	DNF	Larix	Pinaceae
LL	86	14	5	48	0.408	28.5	1002.932	155.344	26.595	NA	0.766	1.387935	0.480677	0.130740519871793	853.693436652293	1.18140711434075	NA	NA	0.722607326711986	Larix_kaempferi	DNF	Larix	Pinaceae
LL	119	7	2	50	0.275	21.9	301.902	26.337	6.275	NA	0.5	0.643722	0.01877	0.059395736106932	519.656000571675	1.1080218084014	NA	NA	0.468994379561363	Larix_kaempferi	DNF	Larix	Pinaceae
LL	119	7	3	52	0.29	25.38	388.741	22.277	6.924	114.121	0.535	0.804085	0.054207	0.0660519855417254	519.7734070403	1.07511685157984	661.699944657592	1.36868249039849	0.483457594657281	Larix_kaempferi	DNF	Larix	Pinaceae
LL	119	7	1	52	0.234	24.61	252.23	22.418	6	91.519	0.491	0.565475	0.017141	0.0430052618349907	496.304876431319	1.11266701026841	658.149343472302	1.47550648217896	0.446049781157434	Larix_kaempferi	DNF	Larix	Pinaceae
LL	11	10	5	15	0.171	14.7	61.298	23.08	7.47	NA	0.404	0.152844	0.128977	0.0229658276959048	600.926434796263	1.49838493914973	NA	NA	0.401049436026275	Larix_kaempferi	DNF	Larix	Pinaceae
LL	87	8	2	35	0.196	22	121.39	8.247	2.012	54.501	0.394	0.323793	0.334291	0.0301718558450764	406.583835969277	1.08451272757229	574.90433703014	1.5334871076695	0.37490001328009	Larix_kaempferi	DNF	Larix	Pinaceae
LL	195	3	5	38	0.251	18.9	212.341	92.564	11.54	NA	0.526	0.427837	0.080824	0.0494808696922026	739.639161643336	1.49026801230097	NA	NA	0.49631284811739	Larix_kaempferi	DNF	Larix	Pinaceae
LL	11	10	4	15	0.155	15.8	44.937	23.08	8.12	15.441	0.36	0.131792	0.10705	0.0188691908756237	577.705778802962	1.69430536083851	694.867670268302	2.03791975432272	0.3409691028287	Larix_kaempferi	DNF	Larix	Pinaceae
LL	91	11	2	30	0.147	15.3	20.441	8.343	3.817	13.774	0.165	0.132948	0.076915	0.0169716689128555	245.216174745013	1.59488283352086	348.820591509462	2.26872462208307	0.153751842825766	Larix_kaempferi	DNF	Larix	Pinaceae
LL	89	12	2	31	0.177	21	91.953	6.505	2.221	21.467	0.418	0.239659	0.003705	0.0246057390610787	420.09271506599	1.0948963057214	509.665816848105	1.32835252792187	0.383682649097259	Larix_kaempferi	DNF	Larix	Pinaceae
LL	86	14	2	49	0.262	29.9	347.92	31.768	5.377	82.461	0.51	0.719316	0.281057	0.0539128715282544	535.321055002252	1.10676304897678	649.959127838113	1.34377443090366	0.483681719856086	Larix_kaempferi	DNF	Larix	Pinaceae
LL	91	11	1	30	0.128	14.9	17.697	9.897	2.655	NA	0.186	0.097078	0.020617	0.0128679635091038	311.594800057686	1.70927275809459	NA	NA	0.182296709862173	Larix_kaempferi	DNF	Larix	Pinaceae
LL	91	11	4	30	0.18	14.7	28.716	23.792	14.511	22.093	0.188	0.161863	0.315657	0.0254469004940773	414.047682299228	2.33385569020755	550.539653904846	3.10321771834517	0.177409290572892	Larix_kaempferi	DNF	Larix	Pinaceae
LL	91	11	5	29	0.201	19	114.676	28.597	7.998	NA	0.44	0.281432	0.526287	0.0317308711994203	537.504619233065	1.31911646726429	NA	NA	0.407473208448222	Larix_kaempferi	DNF	Larix	Pinaceae
LL	140	2	2	31	0.131	13.5	46.369	5.442	0.823	16.244	0.479	0.103903	0.719767	0.0134782178820636	506.568626507416	1.13511182039725	662.906749564498	1.48543207746555	0.446272003695755	Larix_kaempferi	DNF	Larix	Pinaceae
LL	86	14	3	50	0.298	29	422.215	54.8	11.568	NA	0.472	0.943674	0.390774	0.069746498502347	517.745535004673	1.15719005719835	NA	NA	0.44741616278503	Larix_kaempferi	DNF	Larix	Pinaceae
LL	86	14	1	48	0.226	25.8	206.202	34.05	7.338	NA	0.48	0.453	0.181452	0.0401149965936881	546.556291390728	1.2007158029505	NA	NA	0.455192052980132	Larix_kaempferi	DNF	Larix	Pinaceae
LL	89	12	1	30	0.149	20.1	76.97	12.849	2.851	NA	0.435	0.186785	0.001669	0.0174366246255867	496.131916374441	1.20397557489931	NA	NA	0.412078057659876	Larix_kaempferi	DNF	Larix	Pinaceae
LL	140	2	1	24	0.093	10.5	14.7	2.954	0.558	NA	0.427	0.036342	0.352997	0.00679290871522453	501.128171261901	1.23891156462585	NA	NA	0.40449067194981	Larix_kaempferi	DNF	Larix	Pinaceae
LL	91	11	3	30	0.162	20.3	93.109	16.226	6.622	NA	0.445	0.214042	0.298419	0.0206119894002026	541.748815653003	1.24538981194084	NA	NA	0.435003410545594	Larix_kaempferi	DNF	Larix	Pinaceae
LL	86	14	4	48	0.357	26.4	582.392	85.562	15.107	209.806	0.561	1.097142	0.467844	0.100098210526841	622.582127017287	1.1728543661314	813.811703498727	1.5331031332848	0.530826456374836	Larix_kaempferi	DNF	Larix	Pinaceae
LT	55	3	3	32	0.216	14.8	78.948	5.9	1.355	16.696	0.377	0.213587	0.178562	0.0366435367114713	403.596660845463	1.09189593149921	481.766212363112	1.30337690631808	0.369629237734506	Liriodendron_tulipifera	DBF	Liriodendron	Magnoliaceae
LT	54	4	5	13	0.194	19.45	81.249	9.55	4.432	26.168	0.356	0.232583	0.203039	0.0295592452776264	409.44952984526	1.17208827185565	521.959902486424	1.49415992812219	0.349333356264215	Liriodendron_tulipifera	DBF	Liriodendron	Magnoliaceae
LT	55	3	2	32	0.209	21.3	110.977	8.571	3.483	NA	0.422	0.26825	0.226019	0.0343069771753639	458.643056849953	1.10861710084071	NA	NA	0.413707362534949	Liriodendron_tulipifera	DBF	Liriodendron	Magnoliaceae
LT	1002	1	1	34	0.063	9.5	5.859	4.564	1.296	NA	0.456	0.013648	0.005193	0.00311724531052447	858.66060961313	2.00017067759003	NA	NA	0.42929366940211	Liriodendron_tulipifera	DBF	Liriodendron	Magnoliaceae
LT	55	3	5	30	0.23	21.8	149.725	13.712	3.486	19.855	0.411	0.366258	0.313946	0.041547562843725	455.75250233442	1.1148639171815	509.962922311595	1.24747370178661	0.408796531406822	Liriodendron_tulipifera	DBF	Liriodendron	Magnoliaceae
LT	1002	1	2	34	0.088	13.35	12.323	9.865	2.458	3.081	0.43	0.030444	0.013576	0.00608212337734984	809.551964262252	2	910.754171593746	2.25002028726771	0.404775982131126	Liriodendron_tulipifera	DBF	Liriodendron	Magnoliaceae
LT	55	3	4	32	0.23	19.1	132.843	17.788	4.726	NA	0.393	0.345269	0.29012	0.041547562843725	449.959307090993	1.1694782562875	NA	NA	0.384752178736	Liriodendron_tulipifera	DBF	Liriodendron	Magnoliaceae
LT	55	3	1	32	0.197	18.2	105.382	13.78	4.212	18.961	0.424	0.250496	0.206505	0.0304805173232916	492.518842616249	1.17073124442504	568.212666070516	1.35065760756106	0.420693344404701	Liriodendron_tulipifera	DBF	Liriodendron	Magnoliaceae
LT	54	4	4	12	0.177	16.3	64.082	10.809	4.555	NA	0.381	0.166351	0.148438	0.0246057390610787	477.580537538097	1.23975531350457	NA	NA	0.385221609728826	Liriodendron_tulipifera	DBF	Liriodendron	Magnoliaceae
LT	54	4	2	12	0.156	17.05	64.79	8.2	3.481	NA	0.429	0.154657	0.134457	0.0191134497044403	494.455472432544	1.18029016823584	NA	NA	0.418927045009279	Liriodendron_tulipifera	DBF	Liriodendron	Magnoliaceae
LT	1002	1	3	34	0.147	18	45.862	37.601	8.261	NA	0.414	0.106231	0.068772	0.0169716689128555	863.439109111276	2	NA	NA	0.431719554555638	Liriodendron_tulipifera	DBF	Liriodendron	Magnoliaceae
LT	1004	3	5	34	0.293	20.7	259.41	223.416	35.995	NA	0.473	0.58194	0.342247	0.0674256469295075	891.536928205657	2.00000385490151	NA	NA	0.445767604907722	Liriodendron_tulipifera	DBF	Liriodendron	Magnoliaceae
LT	1004	3	3	34	0.171	19.2	75.737	65.38	10.357	NA	0.421	0.188384	0.119493	0.0229658276959048	804.070409376592	2	NA	NA	0.402035204688296	Liriodendron_tulipifera	DBF	Liriodendron	Magnoliaceae
LT	59	1	3	31	0.345	23	516.141	96.151	12.636	153.856	0.633	0.849331	0.733377	0.0934820163983813	735.788520612105	1.21076992527236	916.938154853644	1.50885901333163	0.607703003893653	Liriodendron_tulipifera	DBF	Liriodendron	Magnoliaceae
LT	54	4	3	13	0.169	17.7	71.265	8.724	2.99	18.309	0.412	0.178622	0.154184	0.0224317569447945	464.550839202338	1.16437241282537	567.052210813897	1.42128674664983	0.398971011409569	Liriodendron_tulipifera	DBF	Liriodendron	Magnoliaceae
LT	1004	3	4	34	0.24	19.8	135.438	115.402	20.036	52.218	0.439	0.318989	0.182496	0.045238934211693	849.170347566844	2	1012.86878230911	2.38554910734063	0.424585173783422	Liriodendron_tulipifera	DBF	Liriodendron	Magnoliaceae
LT	1003	2	3	34	0.167	15.9	54.533	46.078	8.455	NA	0.4	0.138689	0.096428	0.0219039693789914	786.40699695001	2	NA	NA	0.393203498475005	Liriodendron_tulipifera	DBF	Liriodendron	Magnoliaceae
LT	53	5	4	10	0.118	10.9	20.736	7.138	3.743	NA	0.405	0.053677	0.044856	0.0109358840271461	589.023231551689	1.52473958333333	NA	NA	0.386310710360117	Liriodendron_tulipifera	DBF	Liriodendron	Magnoliaceae
LT	53	5	5	10	0.142	10.4	30.703	15.985	6.898	15.992	0.488	0.065335	0.054385	0.0158367685667461	820.172954771562	1.7453017620428	1064.94222086171	2.26616291567599	0.469931889492615	Liriodendron_tulipifera	DBF	Liriodendron	Magnoliaceae
LT	53	5	3	10	0.103	9.7	14.22	6.866	3.382	11.85	0.434	0.034897	0.028276	0.00833228911548353	701.149095910823	1.72067510548523	1040.71983265037	2.55400843881857	0.407484884087457	Liriodendron_tulipifera	DBF	Liriodendron	Magnoliaceae
LT	56	2	5	34	0.298	25.1	343.632	59.05	6.425	58.791	0.432	0.825364	0.725883	0.069746498502347	495.668577742669	1.19053813381757	566.898968212813	1.36162522698701	0.416339942134622	Liriodendron_tulipifera	DBF	Liriodendron	Magnoliaceae
LT	1004	3	2	34	0.137	14	34.678	29.161	5.517	8.163	0.484	0.071797	0.045496	0.0147411381288067	966.001364959539	2	1079.69692326977	2.23539419805064	0.483000682479769	Liriodendron_tulipifera	DBF	Liriodendron	Magnoliaceae
LT	1003	2	4	34	0.227	21.7	146.23	125.227	21.003	19.16	0.447	0.339705	0.198634	0.0404707819617071	860.923448286013	2	917.325326386129	2.13102646515763	0.430461724143006	Liriodendron_tulipifera	DBF	Liriodendron	Magnoliaceae
LT	54	4	1	12	0.154	15.8	52.502	5.228	2.685	25.362	0.459	0.117475	0.098795	0.0186265028431339	514.279633964673	1.15071806788313	730.172377101511	1.63378537960459	0.44692062140881	Liriodendron_tulipifera	DBF	Liriodendron	Magnoliaceae
LT	56	2	3	31	0.275	23.9	230.165	32.329	3.613	49.646	0.365	0.651705	0.566495	0.059395736106932	408.324318518348	1.15615753915669	484.502957626533	1.37185497360589	0.353173598483977	Liriodendron_tulipifera	DBF	Liriodendron	Magnoliaceae
LT	53	5	1	8	0.059	6.6	3.887	0.827	0.559	0.366	0.426	0.009258	0.007538	0.00273397100678652	569.561460358609	1.35657319269359	609.094836897818	1.45073321327502	0.419853100021603	Liriodendron_tulipifera	DBF	Liriodendron	Magnoliaceae
LT	59	1	1	31	0.306	26.6	323.175	49.715	4.804	53.159	0.361	0.9127	0.803302	0.0735415424278835	413.82053248603	1.16869807379903	472.06420510573	1.33318790129187	0.35408677550126	Liriodendron_tulipifera	DBF	Liriodendron	Magnoliaceae
LT	1003	2	5	34	0.296	22.1	246.182	215.681	30.502	NA	0.442	0.56728	0.378784	0.0688134454842308	867.939994359047	2.0000040620354	NA	NA	0.433969115780567	Liriodendron_tulipifera	DBF	Liriodendron	Magnoliaceae
LT	1004	3	1	34	0.088	10.1	13.587	11.101	2.486	NA	0.471	0.029256	0.014993	0.00608212337734984	928.835110746514	2	NA	NA	0.464417555373257	Liriodendron_tulipifera	DBF	Liriodendron	Magnoliaceae
LT	56	2	1	30	0.24	23.9	164.071	17.618	1.951	30.967	0.37	0.452844	0.389716	0.045238934211693	405.525964791407	1.11927153488429	473.909337431875	1.30801299437439	0.362312407804895	Liriodendron_tulipifera	DBF	Liriodendron	Magnoliaceae
LT	56	2	2	33	0.26	25.1	257.613	29.529	3.922	NA	0.421	0.637889	0.541265	0.0530929158456675	456.292552466025	1.12984981347991	NA	NA	0.403852394382095	Liriodendron_tulipifera	DBF	Liriodendron	Magnoliaceae
LT	1003	2	1	34	0.078	7.85	10.069	7.761	2.309	NA	0.466	0.021602	0.013047	0.00477836242611008	932.274789371355	2.00009931472837	NA	NA	0.466114248680678	Liriodendron_tulipifera	DBF	Liriodendron	Magnoliaceae
LT	1002	1	4	34	0.195	17.5	80.881	69.158	11.723	24.383	0.403	0.200597	0.131856	0.029864765163188	806.402887381167	2	927.955054163323	2.30146758818511	0.403201443690584	Liriodendron_tulipifera	DBF	Liriodendron	Magnoliaceae
LT	53	5	2	10	0.085	7.9	9.109	2.916	2.355	NA	0.474	0.020663	0.015709	0.00567450173054657	695.929923050864	1.57865846964541	NA	NA	0.440836277404056	Liriodendron_tulipifera	DBF	Liriodendron	Magnoliaceae
LT	59	1	4	31	0.387	26.25	414.1	49.251	10.862	NA	0.378	1.071214	0.97337	0.117628297533872	442.687455541096	1.14516541898092	NA	NA	0.386570750568981	Liriodendron_tulipifera	DBF	Liriodendron	Magnoliaceae
LT	1002	1	5	34	0.249	21.5	183.999	159.365	24.634	NA	0.447	0.421485	0.227434	0.0486954715288052	873.098686786007	2	NA	NA	0.436549343393003	Liriodendron_tulipifera	DBF	Liriodendron	Magnoliaceae
LT	1003	2	2	34	0.128	17.5	34.208	28.471	5.737	12.617	0.438	0.07989	0.050793	0.0128679635091038	856.377519088747	2	1014.307172362	2.36883185219832	0.428188759544373	Liriodendron_tulipifera	DBF	Liriodendron	Magnoliaceae
LT	56	2	4	33	0.273	23.1	314.874	43.601	7.47	NA	0.502	0.663106	0.552842	0.0585349397198484	551.865011023879	1.16219503674486	NA	NA	0.47484715867448	Liriodendron_tulipifera	DBF	Liriodendron	Magnoliaceae
LT	59	1	5	30	0.372	26.4	516.637	60.062	10	159.764	0.425	1.245978	1.108007	0.108686539443592	470.874285099737	1.13561165770164	599.098057911135	1.44485005913243	0.414643757754952	Liriodendron_tulipifera	DBF	Liriodendron	Magnoliaceae
LT	59	1	2	30	0.334	22.7	276.072	21.532	3.662	NA	0.37	0.767346	0.661238	0.0876158775159658	392.607767552056	1.09125880205164	NA	NA	0.359775121001478	Liriodendron_tulipifera	DBF	Liriodendron	Magnoliaceae
MT	1020	1	1	19	0.109	4.9	23.468	12.725	7.231	NA	0.892	0.026301	NA	0.00933131557932508	1651.03988441504	1.85034941196523	NA	NA	0.89228546443101	Machilus_thunbergii	EBF	Machilus	Lauraceae
MT	1021	1	5	20	0.122	6.7	25.186	16.255	8.731	NA	0.605	0.041636	NA	0.0116898662640076	1205.01489095975	1.99205908044152	NA	NA	0.604909213180901	Machilus_thunbergii	EBF	Machilus	Lauraceae
MT	1021	1	6	21	0.092	7.1	19.047	6.677	2.398	NA	0.747	0.025483	NA	0.006647610054996	1103.55923556881	1.476452984722	NA	NA	0.747439469450222	Machilus_thunbergii	EBF	Machilus	Lauraceae
MT	1021	1	7	15	0.063	6	11.734	3.231	1.789	NA	0.858	0.013679	NA	0.00311724531052447	1224.79713429344	1.42781660132947	NA	NA	0.857811243511953	Machilus_thunbergii	EBF	Machilus	Lauraceae
MT	1020	1	2	19	0.089	4.1	10.157	10.27	3.919	NA	0.678	0.014975	NA	0.00622113885227119	1625.77629382304	2.39696760854583	NA	NA	0.678263772954925	Machilus_thunbergii	EBF	Machilus	Lauraceae
MT	1020	1	3	21	0.136	5.15	27.734	29.112	13.047	NA	0.663	0.041823	NA	0.0145267244301992	1671.16180092294	2.52011970866085	NA	NA	0.663127943954284	Machilus_thunbergii	EBF	Machilus	Lauraceae
MT	1020	1	4	17	0.115	4.6	19.548	15.319	10.466	NA	0.644	0.030375	NA	0.0103868907109313	1492.44444444444	2.31906077348066	NA	NA	0.643555555555556	Machilus_thunbergii	EBF	Machilus	Lauraceae
MT	1020	1	5	17	0.055	4.2	4.325	1.756	1.603	NA	0.613	0.007058	NA	0.00237582944427728	1088.69368092944	1.77664739884393	NA	NA	0.612779824312837	Machilus_thunbergii	EBF	Machilus	Lauraceae
MT	1020	1	6	19	0.11	5.3	15.17	14.921	7.635	NA	0.516	0.029395	NA	0.00950331777710912	1283.41554686171	2.48688200395517	NA	NA	0.516074162272495	Machilus_thunbergii	EBF	Machilus	Lauraceae
MT	1020	1	7	19	0.08	4.2	8.873	8.256	2.943	NA	0.669	0.013266	NA	0.00502654824574367	1513.04085632444	2.2621435816522	NA	NA	0.668852706166139	Machilus_thunbergii	EBF	Machilus	Lauraceae
MT	1021	1	1	20	0.109	6.5	21.917	16.028	5.644	NA	0.658	0.033296	NA	0.00933131557932508	1309.13623258049	1.98882146279144	NA	NA	0.658247236905334	Machilus_thunbergii	EBF	Machilus	Lauraceae
MT	1021	1	2	20	0.152	8.3	46.756	33.712	9.93	NA	0.58	0.080615	NA	0.0181458391671346	1121.35458661539	1.93339892206348	NA	NA	0.579991316752465	Machilus_thunbergii	EBF	Machilus	Lauraceae
MT	1021	1	3	18	0.06	5.2	4.742	1.973	0.797	NA	0.562	0.008438	NA	0.00282743338823081	890.258355060441	1.58414171235765	NA	NA	0.561981512206684	Machilus_thunbergii	EBF	Machilus	Lauraceae
MT	1021	1	4	19	0.139	6.9	27.36	27.112	9.846	NA	0.56	0.048879	NA	0.0151746779150021	1315.86161746353	2.35080409356725	NA	NA	0.559749585711655	Machilus_thunbergii	EBF	Machilus	Lauraceae
NS	1014	1	5	36	0.101	9.1	25.643	9.275	4.071	NA	0.5754	0.044999	NA	0.00801184666481737	866.441476477255	1.52045392504777	NA	NA	0.569857107935732	Neolitsea_sericea	EBF	Neolitsea	Lauraceae
NS	1013	1	2	48	0.083	8.2	14.329	8.893	2.297	NA	0.5576	0.02599	NA	0.00541060794764502	981.877645248172	1.78093377067486	NA	NA	0.551327433628319	Neolitsea_sericea	EBF	Neolitsea	Lauraceae
NS	1014	1	4	38	0.073	8.4	11.772	2.453	1.6	NA	0.5125	0.022679	NA	0.004185386812745	697.78208915737	1.34429153924567	NA	NA	0.519070505754222	Neolitsea_sericea	EBF	Neolitsea	Lauraceae
NS	1013	1	1	44	0.16	10	59.648	11.845	7.465	NA	0.5121	0.116255	NA	0.0201061929829747	679.179390133758	1.32373256437768	NA	NA	0.513079007354522	Neolitsea_sericea	EBF	Neolitsea	Lauraceae
NS	1014	1	1	41	0.113	9.2	27.728	8.996	2.759	NA	0.5292	0.053282	NA	0.010028749148422	741.019481250704	1.4239396999423	NA	NA	0.520400885852633	Neolitsea_sericea	EBF	Neolitsea	Lauraceae
NS	1013	1	3	33	0.106	8.2	23.858	9.694	4.921	NA	0.519	0.045982	NA	0.00882473376393373	836.696968378931	1.61258278145695	NA	NA	0.518855204210343	Neolitsea_sericea	EBF	Neolitsea	Lauraceae
NS	1013	1	4	41	0.116	12.4	39.695	5.881	2.555	NA	0.5011	0.079177	NA	0.0105683176866761	607.891180519595	1.21252046857287	NA	NA	0.501345087588567	Neolitsea_sericea	EBF	Neolitsea	Lauraceae
NS	1013	1	5	36	0.069	6.8	8.077	3.65	1.18	NA	0.495	0.01639	NA	0.00373928065593525	787.492373398414	1.59799430481614	NA	NA	0.492800488102502	Neolitsea_sericea	EBF	Neolitsea	Lauraceae
NS	1014	1	2	43	0.109	8.8	22.904	10.029	5.671	NA	0.5122	0.047631	NA	0.00933131557932508	810.480569377086	1.68546978693678	NA	NA	0.480863303310869	Neolitsea_sericea	EBF	Neolitsea	Lauraceae
