sp_code	stand_id	plot	no	age	d	h	Bst	Bbr	Bf	Bcr	wd	Vst	Vst.5	ba	befa.v	befa.st	beft.v	beft.st	bwd	species	PFT	Genus	Family
PDe	44	7	5	31	0.249	13.8	128.299	34.07	17.911	NA	0.52	0.269204	0.229199	0.0486954715288052	669.678013699648	1.40515514540254	NA	NA	0.476586529174901	Pinus_densiflora_e	ENF	Pinus	Pinaceae
PDe	145	12	5	26	0.238	17.37	148.133	41.967	19.482	NA	0.423	0.357579	0.327612	0.044488093567485	586.113837781302	1.41482316566869	NA	NA	0.414266497752944	Pinus_densiflora_e	ENF	Pinus	Pinaceae
PDe	43	9	2	66	0.454	19.9	578.429	144.441	17.93	137.924	0.477	1.283243	1.097211	0.161883127846828	577.287388281097	1.28071033782884	684.768200566845	1.51915619721694	0.450755624616694	Pinus_densiflora_e	ENF	Pinus	Pinaceae
PDe	138	15	4	73	0.536	24.6	918.117	183.488	104.429	286.371	0.4	2.333769	0.588389	0.225641750751433	516.775224968709	1.31359510824873	639.482742293689	1.62550633524921	0.393405259903615	Pinus_densiflora_e	ENF	Pinus	Pinaceae
PDe	43	9	4	73	0.488	21.8	661.227	179.54	39.279	181.668	0.454	1.540127	1.331668	0.187037860224122	571.411318676966	1.33092871283236	689.367824861196	1.60567248463841	0.429332775803554	Pinus_densiflora_e	ENF	Pinus	Pinaceae
PDe	148	11	1	25	0.147	14.8	54.777	9.4	6.917	NA	0.476	0.121175	0.067396	0.0169716689128555	586.705178460904	1.29788049728901	NA	NA	0.452048689911285	Pinus_densiflora_e	ENF	Pinus	Pinaceae
PDe	143	13	4	35	0.322	17.7	227.679	77.596	54.531	93.91	0.37	0.635454	0.253252	0.081433223173701	566.218797898825	1.58032141743419	714.002901862291	1.99278809200673	0.358293440595228	Pinus_densiflora_e	ENF	Pinus	Pinaceae
PDe	148	11	2	25	0.175	15.2	95.654	21.198	17.131	18.43	0.503	0.196697	0.091863	0.0240528187540468	681.164430570878	1.40070462291174	774.861843342806	1.59337821732494	0.486301265398049	Pinus_densiflora_e	ENF	Pinus	Pinaceae
PDe	41	6	3	29	0.242	13	128.104	97.583	20.225	NA	0.5	0.253699	0.230434	0.0459960580412082	969.306146259938	1.91962780241054	NA	NA	0.504944836203533	Pinus_densiflora_e	ENF	Pinus	Pinaceae
PDe	42	4	1	9	0.058	5.5	3.935	1.359	1.288	NA	0.509	0.007784	0.006642	0.00264207942166902	845.580678314491	1.67268106734435	NA	NA	0.505524152106886	Pinus_densiflora_e	ENF	Pinus	Pinaceae
PDe	28	1	1	11	0.049	3.62	1.252	1.52	1.041	1.115	0.268	0.004811	0.003899	0.00188574099031727	792.558719600915	3.04552715654952	1024.31926834338	3.93610223642173	0.260236956973602	Pinus_densiflora_e	ENF	Pinus	Pinaceae
PDe	28	1	2	10	0.038	3.5	1.707	1.716	1.334	NA	0.563	0.003234	0.002504	0.00113411494794592	1470.93382807669	2.7867603983597	NA	NA	0.527829313543599	Pinus_densiflora_e	ENF	Pinus	Pinaceae
PDe	145	12	1	16	0.139	13.9	41.067	8.52	5.009	NA	0.453	0.092987	0.06244	0.0151746779150021	587.135836192156	1.32943726106119	NA	NA	0.441642380117651	Pinus_densiflora_e	ENF	Pinus	Pinaceae
PDe	45	5	5	30	0.182	17.5	93.653	21.445	6.267	NA	0.444	0.220488	0.185965	0.0260155287643771	550.438119081311	1.29590082538733	NA	NA	0.424753274554624	Pinus_densiflora_e	ENF	Pinus	Pinaceae
PDe	145	12	4	35	0.211	15.2	94.09	21.821	11.706	36.189	0.418	0.233666	0.50014	0.0349667116326178	546.151344226374	1.35632904665746	701.026251144796	1.74095015410777	0.402668766530004	Pinus_densiflora_e	ENF	Pinus	Pinaceae
PDe	42	4	5	11	0.091	5.6	5.948	2.607	2.439	NA	0.328	0.019252	0.015812	0.00650388219109427	571.057552462082	1.84835238735709	NA	NA	0.308954913775192	Pinus_densiflora_e	ENF	Pinus	Pinaceae
PDe	43	9	3	65	0.498	19.8	637.357	199.106	55.998	NA	0.378	1.682218	1.543037	0.194781886115221	530.526364597216	1.40025291947841	NA	NA	0.378878956235161	Pinus_densiflora_e	ENF	Pinus	Pinaceae
PDe	41	6	1	29	0.211	13.2	93.916	38.576	13.339	NA	0.467	0.201916	0.165946	0.0349667116326178	722.235979318132	1.55278120873972	NA	NA	0.465124111016462	Pinus_densiflora_e	ENF	Pinus	Pinaceae
PDe	143	13	2	37	0.253	18.7	195.003	63.714	31.611	94.729	0.406	0.484393	0.111204	0.0502725510409073	599.364565549048	1.4888386332518	794.926846589443	1.97462090326815	0.40257187861922	Pinus_densiflora_e	ENF	Pinus	Pinaceae
PDe	45	5	4	36	0.154	15.4	71.859	18.135	5.83	13.2	0.511	0.141414	0.128593	0.0186265028431339	677.61324904182	1.33350032702932	770.956199527628	1.5171933926161	0.50814629386058	Pinus_densiflora_e	ENF	Pinus	Pinaceae
PDe	40	8	5	46	0.348	17.9	327.733	122.478	20.538	NA	0.464	0.679572	0.629448	0.0951148591800846	692.713943482074	1.43637961389302	NA	NA	0.482263836650127	Pinus_densiflora_e	ENF	Pinus	Pinaceae
PDe	44	7	3	29	0.183	13.9	49.72	15.757	9.292	NA	0.529	0.099121	0.083201	0.0263021990940171	754.320476992766	1.50380128720837	NA	NA	0.501609144379092	Pinus_densiflora_e	ENF	Pinus	Pinaceae
PDe	40	8	4	40	0.315	18.8	245.095	69.26	24.168	100.1	0.39	0.613969	0.575552	0.0779311327631118	551.368228689071	1.38119096676799	714.405776187397	1.78960403108999	0.399197679361662	Pinus_densiflora_e	ENF	Pinus	Pinaceae
PDe	42	4	2	10	0.079	4.8	4.516	2.296	1.78	1.962	0.416	0.012284	0.009021	0.00490166993776347	699.446434386193	1.90256864481842	859.166395310973	2.337023914969	0.367632692933898	Pinus_densiflora_e	ENF	Pinus	Pinaceae
PDe	44	7	2	27	0.165	12.2	42.742	13.203	7.695	25.264	0.376	0.115421	0.104643	0.0213824649984955	551.372800443593	1.48893360160966	770.25844517029	2.0800149735623	0.370313894351981	Pinus_densiflora_e	ENF	Pinus	Pinaceae
PDe	43	9	1	76	0.39	17.8	391.22	137.333	32.398	NA	0.436	0.958368	0.795288	0.119459060652752	585.319000634412	1.43385051888963	NA	NA	0.408214798490768	Pinus_densiflora_e	ENF	Pinus	Pinaceae
PDe	143	13	1	34	0.205	14.1	88.582	14.654	16.782	NA	0.409	0.222967	0.111576	0.0330063578167778	538.276964752631	1.35488022397327	NA	NA	0.397287490974001	Pinus_densiflora_e	ENF	Pinus	Pinaceae
PDe	28	1	4	10	0.048	4.42	1.778	1.662	1.122	1.198	0.378	0.004714	0.003792	0.00180955736846772	967.755621552821	2.56580427446569	1221.89223589308	3.23959505061867	0.377174374204497	Pinus_densiflora_e	ENF	Pinus	Pinaceae
PDe	28	1	5	10	0.064	4.67	3.864	3.001	2.943	NA	0.41	0.009363	0.007777	0.00321699087727595	1047.52750186906	2.53830227743271	NA	NA	0.412688240948414	Pinus_densiflora_e	ENF	Pinus	Pinaceae
PDe	40	8	3	47	0.293	16.6	205.463	42.507	11.305	NA	0.468	0.45927	0.402692	0.0674256469295075	564.537200339669	1.26190603661	NA	NA	0.447368650249309	Pinus_densiflora_e	ENF	Pinus	Pinaceae
PDe	143	13	3	35	0.256	18.4	164.593	60.813	35.807	NA	0.363	0.452492	0.182055	0.0514718540364152	577.276504335988	1.58702374949117	NA	NA	0.363747867365611	Pinus_densiflora_e	ENF	Pinus	Pinaceae
PDe	45	5	3	27	0.12	14.5	33.568	6.649	2.257	NA	0.412	0.082077	0.074905	0.0113097335529233	517.489674330202	1.26531220209724	NA	NA	0.408981809764002	Pinus_densiflora_e	ENF	Pinus	Pinaceae
PDe	40	8	2	44	0.275	16.6	201.765	84.788	16.29	54.289	0.481	0.412051	0.375105	0.059395736106932	734.964846584525	1.50096894902486	866.717954816273	1.77003940227492	0.489660260501734	Pinus_densiflora_e	ENF	Pinus	Pinaceae
PDe	44	7	4	30	0.19	10.75	54.946	17.056	11.615	27.041	0.41	0.136606	0.121931	0.0283528736986479	612.10342151882	1.52180322498453	810.052267103934	2.01394096021548	0.402222449965594	Pinus_densiflora_e	ENF	Pinus	Pinaceae
PDe	45	5	2	35	0.181	17.5	110.342	13.847	3.141	25.211	0.518	0.219384	0.191785	0.0257304292310638	580.397841228166	1.15395769516594	695.315063997374	1.38243823747984	0.502962841410495	Pinus_densiflora_e	ENF	Pinus	Pinaceae
PDe	28	1	3	12	0.052	4.63	2.114	1.43	1.214	1.27	0.35	0.006307	0.004916	0.0021237166338267	754.39987315681	2.25070955534532	955.763437450452	2.85146641438032	0.335183129855716	Pinus_densiflora_e	ENF	Pinus	Pinaceae
PDe	40	8	1	45	0.208	14.3	107.39	61.422	19.462	NA	0.517	0.20296	0.18628	0.0339794661412272	927.640914465905	1.75317999813763	NA	NA	0.529119038234135	Pinus_densiflora_e	ENF	Pinus	Pinaceae
PK	8	8	5	18	0.108	8.1	15.748	8.071	4.24	4.641	0.395	0.040014	0.035848	0.00916088417786784	701.229569650622	1.78175006350013	817.213975108712	2.07645415290831	0.393562253211376	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	9	5	2	44	0.21	13.8	124.382	30.262	17.538	45.027	0.482	0.253626	0.23196	0.0346360590058275	678.881502685056	1.38429997909665	856.4145631757	1.74630573555659	0.490415020542058	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	9	5	3	38	0.228	14.4	137.313	31.471	12.652	51.667	0.489	0.285774	0.255028	0.040828138126053	634.893307298775	1.32133155637121	815.690020785656	1.6976032859234	0.480495076529005	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	9	5	1	34	0.175	15.6	88.129	11.03	4.081	16.923	0.442	0.195794	0.180141	0.0240528187540468	527.288885256954	1.1714645576371	613.721564501466	1.3634898841471	0.450110830771117	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	135	2	5	23	0.236	12.5	106.392	116.802	29.139	NA	0.412	0.27483	0.355894	0.0437435361085843	918.142124222246	2.37172907737424	NA	NA	0.387119310118983	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	1005	1	709	45	0.236	15.8	149.687	33.1982	7.5351	NA	NA	0.313438	NA	0.0437435361085843	607.521423694638	1.27212316366819	NA	NA	0.477564941072876	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	74	4	1	7	0.005	1.4	0.089	0.098	0.142	NA	0.273	0.000231	0.019142	1.96349540849362e-05	1424.24242424242	3.69662921348315	NA	NA	0.385281385281385	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	135	2	4	23	0.213	8.5	61.021	49.939	13.71	39.716	0.344	0.178719	0.715167	0.0356327292751788	697.575523587308	2.04306714082037	919.801476060184	2.69392504219859	0.34143543775424	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	1005	1	708	43	0.252	14.5	149.113	39.6867	16.8254	NA	NA	0.31424	NA	0.0498759249683916	654.356860997963	1.3789884181795	NA	NA	0.474519475560081	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	123	9	3	32	0.192	13.6	81.862	37.19	20.48	NA	0.454	0.188313	0.375351	0.0289529178954835	740.957873327917	1.7044782683052	NA	NA	0.434712420279004	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	128	6	4	17	0.138	8.09	26.36	15.425	11.565	11.106	0.408	0.067082	0.122124	0.014957122623741	795.295310217346	2.02389984825493	960.853880325571	2.44522003034901	0.392951909603172	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	8	8	4	15	0.089	6.5	9.589	0.693	0.746	2.813	0.397	0.023638	0.021217	0.00622113885227119	466.53693205855	1.1500677860048	585.540231830104	1.44342475753468	0.405660377358491	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	123	9	2	29	0.179	12	59.9	20.579	28.325	18.68	0.412	0.148857	0.092019	0.0251649425534176	730.929684193555	1.81642737896494	856.419248003117	2.12828046744574	0.402399618425737	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	8	8	1	17	0.049	8.1	4.28	0.266	0.115	0.751	0.49	0.008264	0.007338	0.00188574099031727	564.012584704744	1.08901869158879	654.888673765731	1.26448598130841	0.517909002904163	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	8	8	2	17	0.063	7.1	5.653	0.537	0.51	1.002	0.472	0.012283	0.010683	0.00311724531052447	545.469347879183	1.18521139218114	627.045510054547	1.36246240934017	0.460229585606122	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	123	9	1	30	0.165	11.81	46.187	21.967	10.52	NA	0.358	0.130027	0.125063	0.0213824649984955	605.058949295146	1.70337973888757	NA	NA	0.355210840825367	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	10	3	5	40	0.28	16	203.09	43.947	27.439	72.026	0.409	0.4933	0.45376	0.06157521601036	556.40786539631	1.35149933527008	702.4163794851	1.70614998276626	0.411696736265964	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	135	2	3	23	0.284	11.4	131.775	191.787	38.778	NA	0.411	0.32729	0.849554	0.0633470742669846	1107.09157016713	2.74968696642003	NA	NA	0.402624583702527	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	127	10	3	34	0.23	15.59	98.186	47.79	31.779	NA	0.275	0.36815	0.031085	0.041547562843725	482.833084340622	1.8103904833683	NA	NA	0.266701072932229	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	160	12	2	29	0.163	9.7	43.608	25.008	13.605	34.679	0.472	0.093871	0.432391	0.0208672438033068	875.893513438655	1.885456796918	1245.32603253401	2.68070078884608	0.464552417679582	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	160	12	3	28	0.168	8.16	44.799	34.647	10.639	36.457	0.43	0.106174	0.737353	0.0221670777637296	848.465726072296	2.01087077836559	1191.83604272232	2.82466126476037	0.421939457871042	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	160	12	4	26	0.175	10.6	54.767	31.578	13.848	40.049	0.465	0.117389	0.124633	0.0240528187540468	853.51268006372	1.82944108678584	1194.67752515142	2.56070261288732	0.466542861767287	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	160	12	5	29	0.195	10.1	71.153	43.95	17.608	NA	0.469	0.153444	0.209004	0.029864765163188	864.882302338312	1.86514974772673	NA	NA	0.463706629128542	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	74	4	3	7	0.008	1.6	0.168	0.116	0.118	NA	0.351	0.00036	0.024478	5.02654824574367e-05	1116.66666666667	2.39285714285714	NA	NA	0.466666666666667	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	128	6	5	20	0.144	7.48	29.191	22.238	12.479	NA	0.438	0.06246	0.253457	0.0162860163162095	1023.18283701569	2.18930492275016	NA	NA	0.467355107268652	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	191	1	2	40	0.139	13.7	53.49	8.531	2.698	13.515	0.491	0.108113	0.025575	0.0151746779150021	598.623662279282	1.20992708917555	723.631755663056	1.46259113853057	0.494760112104927	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	191	1	3	44	0.169	14.8	79.709	35.006	3.298	NA	0.508	0.156407	0.041829	0.0224317569447945	754.525053226518	1.48054799332572	NA	NA	0.509625528269195	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	10	3	1	43	0.136	10	36.271	12.851	8.326	11.899	0.485	0.075424	0.066212	0.0145267244301992	761.667373780229	1.58385487028204	919.42882901994	1.91191309861873	0.480894675434875	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	8	8	3	16	0.073	6.6	5.895	1.055	0.863	1.659	0.333	0.017136	0.015278	0.004185386812745	455.94070961718	1.3253604749788	552.754435107376	1.60678541136556	0.344012605042017	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	10	3	4	42	0.232	15.3	153.803	44.485	21.566	73.989	0.44	0.343742	0.320752	0.0422732707467043	639.59015773458	1.42945196127514	854.835894362633	1.91051539956958	0.44743732217768	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	1005	1	404	44	0.278	16.7	191.861	30.7338	7.8471	NA	NA	0.434832	NA	0.0606987116600084	529.956166979431	1.20108776666441	NA	NA	0.441230176251978	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	1005	1	707	45	0.245	16.4	156.906	54.0715	12.5162	NA	NA	0.339233	NA	0.0471435247579318	658.820633605811	1.424379564835	NA	NA	0.462531652286187	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	127	10	4	33	0.254	14.85	123.777	38.67	52.591	81.208	0.311	0.412242	0.055464	0.0506707479097498	521.630498590634	1.73730176042399	718.621586349765	2.39338487764286	0.30025324930502	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	127	10	5	36	0.251	16.45	151.779	58.409	61.745	NA	0.383	0.403814	0.052291	0.0494808696922026	673.411521145874	1.79163784186218	NA	NA	0.375863640190781	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	128	6	1	18	0.078	5.3	6.262	2.945	3.506	NA	0.445	0.014439	0.356178	0.00477836242611008	880.462635916615	2.03018205046311	NA	NA	0.433686543389431	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	74	4	2	7	0.013	1.8	0.211	0.126	0.226	0.108	0.471	0.000347	0.029002	0.000132732289614169	1622.47838616715	2.66824644549763	1933.71757925072	3.18009478672986	0.60806916426513	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	1005	1	804	43	0.287	18.2	266.475	84.8015	16.5933	NA	NA	0.536195	NA	0.0646924613208844	686.07465567564	1.38050398724083	NA	NA	0.496974048620371	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	191	1	1	33	0.123	14.25	46.492	6.203	1.134	NA	0.497	0.091713	0.012304	0.01188228881404	586.928788721337	1.15781209670481	NA	NA	0.506929224864523	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	9	5	4	41	0.241	15	159.378	54.604	22.751	81.053	0.436	0.36503	0.330868	0.0456167107282872	648.530257787031	1.48535556977751	870.575021231131	1.99391384005321	0.436616168534093	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	9	5	5	43	0.259	15	186.086	52.999	18.448	63.723	0.457	0.401682	0.369224	0.0526852941988642	641.136520929492	1.38394613243339	799.776937975812	1.72638457487398	0.463266962423011	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	1005	1	808	47	0.317	16.6	284.264	25.5341	12.2216	NA	NA	0.454914	NA	0.0789238760416462	707.869399490893	1.13281913995441	NA	NA	0.624874152037528	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	191	1	4	40	0.202	15	109.918	34.155	9.506	41.507	0.424	0.260148	0.053274	0.0320473866592695	590.35241477928	1.39721428701396	749.903900856436	1.77483214760094	0.422521026492612	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	191	1	5	44	0.235	15	135.646	42.925	15.445	NA	0.419	0.329618	0.132664	0.0433736135736241	588.608631810156	1.43031125134541	NA	NA	0.411524856045483	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	127	10	1	31	0.192	14.81	86.503	19.53	17.18	NA	0.38	0.234368	0.012342	0.0289529178954835	525.724501638449	1.4243783452597	NA	NA	0.369090490169306	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	127	10	2	35	0.22	13.28	104.075	20.199	45.814	57.828	0.408	0.261725	0.022998	0.0380132711084365	649.872958257713	1.63428296901273	870.82242812112	2.18992073024261	0.39765020536823	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	124	7	4	38	0.236	16.4	129.955	65.748	19.888	35.674	0.368	0.355323	0.716962	0.0437435361085843	606.746537657287	1.65896656534954	707.145329742235	1.93347697279828	0.365737652783524	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	1005	1	710	46	0.258	16.6	172.804	38.4855	11.4229	NA	NA	0.371333	NA	0.0522792433483877	599.76463174563	1.28881507372515	NA	NA	0.465361279498456	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	1005	1	711	44	0.351	17.9	349.684	75.8216	16.8638	NA	NA	0.731135	NA	0.096761839128729	605.044759175802	1.26505473513229	NA	NA	0.47827555786551	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	128	6	2	18	0.1	6.85	9.879	6.66	2.64	4.461	0.374	0.027345	0.153142	0.00785398163397448	701.371365880417	1.94139082903128	864.509051014811	2.39295475250531	0.361272627537027	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	128	6	3	18	0.113	7	9.166	10.626	6.476	NA	0.258	0.037542	0.525299	0.010028749148422	699.696340099089	2.86580842243072	NA	NA	0.244153215065793	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	125	13	5	54	0.373	22.15	401.652	36.839	43.428	NA	0.353	1.146249	0.367796	0.109271661075324	420.431337344678	1.1998421519126	NA	NA	0.350405540157505	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	126	11	1	35	0.247	15.6	127.529	27.681	26.959	NA	0.345	0.382947	0.353862	0.0479163565507149	475.70290405722	1.42845156787868	NA	NA	0.333019974043405	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	1005	1	806	46	0.263	16.1	185.766	30.2329	11.9474	NA	NA	0.397177	NA	0.0543252055640381	573.91616332265	1.22706146442298	NA	NA	0.467715904999534	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	123	9	4	20	0.211	13.6	80.785	45.542	22.411	34.455	0.381	0.209283	0.316192	0.0349667116326178	710.702732663427	1.84115863093396	875.336267159779	2.26766107569475	0.386008419221819	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	123	9	5	33	0.229	14.4	111.191	51.703	24.484	NA	0.413	0.271805	0.086046	0.0411870650867256	689.38393333456	1.68519034813969	NA	NA	0.409083718106731	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	10	3	2	42	0.155	11.1	41.69	13.57	8.479	13.043	0.412	0.099736	0.084583	0.0188691908756237	639.0771637122	1.52887982729671	769.852410363359	1.84173662748861	0.418003529317398	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	10	3	3	42	0.186	14.4	91.503	24.278	17.76	33.513	0.429	0.210784	0.192741	0.0271716348608981	633.544291786853	1.45941663114871	792.536435403067	1.82566691802455	0.43410790192804	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	1005	1	402	43	0.232	16.4	130.548	7.5877	2.6255	NA	NA	0.278322	NA	0.0422732707467043	505.749455666458	1.07823329350124	NA	NA	0.46905382973678	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	135	2	2	22	0.238	10.8	103.301	145.157	22.822	58.41	0.419	0.248412	0.602928	0.044488093567485	1092.05674444069	2.62611204150976	1327.19031286733	3.19154703245854	0.415845450300308	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	135	2	1	20	0.175	9.6	47.352	43.673	12.607	NA	0.394	0.131752	1.052961	0.0240528187540468	786.568704839395	2.1885453623923	NA	NA	0.359402513813832	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	160	12	1	21	0.108	8.1	22.557	6.244	2.405	NA	0.624	0.034598	0.118389	0.00916088417786784	901.95965084687	1.38342864742652	NA	NA	0.65197410254928	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	1005	1	712	45	0.275	16.5	212.32	30.5765	12.2952	NA	NA	0.447712	NA	0.059395736106932	569.990752984061	1.20192021477016	NA	NA	0.474233435780144	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	1005	1	801	45	0.225	16.2	133.983	19.9913	6.1629	NA	NA	0.28172	NA	0.0397607820219958	568.426806758484	1.19520536187427	NA	NA	0.475589237540821	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	125	13	3	49	0.298	18.4	191.413	40.74	48.291	NA	0.333	0.579255	0.84227	0.069746498502347	484.146015140137	1.46512514823967	NA	NA	0.330446867096529	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	125	13	4	51	0.326	19.72	303.353	70.529	70.95	95.315	0.393	0.7851	0.334492	0.0834689752132272	566.592790727296	1.46638404762768	687.997707298433	1.78058895082626	0.386387721309387	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	74	4	4	7	0.011	1.9	0.242	0.155	0.261	0.151	0.397	0.000478	0.031325	9.50331777710912e-05	1376.5690376569	2.71900826446281	1692.46861924686	3.34297520661157	0.506276150627615	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	126	11	2	46	0.27	16.45	223.199	46.946	47.507	70.515	0.546	0.420495	0.226589	0.057255526111674	755.423964613134	1.42317841925815	923.119180965291	1.73910725406476	0.530800604049989	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	126	11	3	42	0.318	16.4	219.737	52.466	70.797	NA	0.335	0.663418	0.316165	0.0794226038754036	517.019435710216	1.56095696218661	NA	NA	0.331219532783253	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	1005	1	809	42	0.281	17.2	214.569	78.9004	16.3765	NA	NA	0.369479	NA	0.0620158243800259	838.602193900059	1.44403851441727	NA	NA	0.580733952403249	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	126	11	5	39	0.367	18.6	278.565	98.746	90.38	NA	0.304	0.936268	0.363969	0.105784493229839	499.526844877749	1.67892951375801	NA	NA	0.297526990135303	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	1005	1	301	46	0.175	14	55.118	5.4788	2.1488	NA	NA	0.117223	NA	0.0240528187540468	535.266969792618	1.13838673391632	NA	NA	0.470197828071283	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	124	7	3	28	0.183	11.15	56.793	37.739	18.213	NA	0.378	0.146157	0.40398	0.0263021990940171	771.396511970005	1.98519183702217	NA	NA	0.388575299164597	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	124	7	2	29	0.152	10.45	37.205	14.543	6.389	14.895	0.393	0.102116	1.033889	0.0181458391671346	569.323122723178	1.56261255207633	715.186650475929	1.96296196747749	0.364340553879901	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	124	7	5	37	0.29	14.1	171.112	128.327	40.86	NA	0.414	0.418542	0.524486	0.0660519855417254	813.05818770876	1.98875005844125	NA	NA	0.408828743590846	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	125	13	1	47	0.231	17.75	142.032	16.214	30.252	NA	0.377	0.378256	0.720183	0.0419096313970512	498.334461317203	1.32715162780219	NA	NA	0.375491730468254	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	125	13	2	48	0.251	18.24	129.768	30.663	31.137	71.043	0.284	0.463179	0.592879	0.0494808696922026	413.593880551579	1.47623451081931	566.975186698879	2.02369613464028	0.280168142338059	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	124	7	1	29	0.139	12.5	42.533	11.845	9.914	NA	0.411	0.104418	0.342919	0.0151746779150021	615.717596582965	1.51157924435144	NA	NA	0.407333984562049	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	74	4	5	7	0.014	2.2	0.332	0.222	0.354	NA	0.45	0.000616	0.024325	0.0001539380400259	1474.02597402597	2.73493975903614	NA	NA	0.538961038961039	Pinus_koraiensis	ENF	Pinus	Pinaceae
PK	126	11	4	49	0.344	17	298.642	86.568	96.814	136.263	0.381	0.791456	0.209727	0.0929408770638004	609.034488335422	1.61405294633709	781.201987223547	2.0703283530113	0.377332410140298	Pinus_koraiensis	ENF	Pinus	Pinaceae
PR	179	9	4	39	0.205	19	141.556	47.301	8.185	113.159	0.442	0.329865	0.117717	0.0330063578167778	597.3413366074	1.39197208172031	940.387734376184	2.19136596117438	0.429133130219938	Pinus_rigida	ENF	Pinus	Pinaceae
