sp_code	stand_id	latitude	longitude	altitude	slope	azimuth	ft1.forest_type	ft1.dominant_prop	ft2.richness	ft2.shannon	ft2.simpson	ft2.evenness	ft3.richness	ft3.shannon	ft3.simpson	ft3.evenness	fml.richness	fml.shannon	fml.simpson	fml.evenness	gns.richness	gns.shannon	gns.simpson	gns.evenness	sp.richness	sp.shannon	sp.simpson	sp.evenness	Gini_DBH	RaoQ_DBH	plot_size	m.d	med.d	sd.d	n.d	m.h	med.h	sd.h	n.h	wb.shape	wb.scale	se.shape	se.scale	species.1	sp_ba.1	sp_n.1	species.2	sp_ba.2	sp_n.2	species.3	sp_ba.3	sp_n.3	species	std	sp_ba.ha.1	sp_std.1	sp_m.d.1	sp_ba.ha.2	sp_std.2	sp_m.d.2	sp_ba.ha.3	sp_std.3	sp_m.d.3	dist.mmd	sdi	sdi.1	sdi.2	sdi.3
CO	23	33.32	126.47	250	0	135	mono_N	1	1	0	0	NA	1	0	0	NA	1	0	0	NA	2	0.563430620494928	0.375997569900112	0.812858562073024	2	0.563430620494928	0.375997569900112	0.812858562073024	0.110918339394004	0.00124165524039718	0.04	0.225001572644077	0.223	0.046000036580253	65	14.9846153846154	15.2	2.51701899384661	65	5.6464777717041	0.237105680513235	0.552291347248223	0.00544297823661489	Chamaecyparis_obtusa	1.93578184889998	49	Cryptomeria_japonica	0.648705110845266	16	NA	NA	NA	Chamaecyparis_obtusa	1625	48.3945462224995	1225	0.224277251887671	16.2176277711317	400	0.227205441176042	NA	NA	NA	-0.00200157264407666	541.330806506583	405.973738045476	135.351668424288	NA
CO	21	33.37	126.65	350	5	150	mono_N	1	1	0	0	NA	1	0	0	NA	1	0	0	NA	1	0	0	NA	1	0	0	NA	0.126094636050944	0	0.04	0.314902479235352	0.306	0.0695865702294812	35	17.1371428571429	17.1	0.31444228338414	35	5.10896392980002	0.334432960888337	0.671504753551457	0.0116632270978726	Chamaecyparis_obtusa	2.72590104065761	35	NA	NA	NA	NA	NA	NA	Chamaecyparis_obtusa	875	68.1475260164402	875	0.314902479235352	NA	NA	NA	NA	NA	NA	-0.0089024792353522	499.95650719443	499.95650719443	NA	NA
CO	22	33.38	126.41	350	5	150	mono_N	1	1	0	0	NA	1	0	0	NA	1	0	0	NA	1	0	0	NA	1	0	0	NA	0.111848163347013	0	0.04	0.254575970979195	0.24750050504999	0.0498343345238591	40	13.985	14	0.481211079012217	40	5.37776774509842	0.27024789418595	0.632221766983187	0.00842069945971701	Chamaecyparis_obtusa	2.03603242667052	40	NA	NA	NA	NA	NA	NA	Chamaecyparis_obtusa	1000	50.900810666763	1000	0.254575970979195	NA	NA	NA	NA	NA	NA	-0.00707546592920541	406.151915110728	406.151915110728	NA	NA
CS	33	34.36	126.68	277	5	350	mono_B	0.768017433267767	3	0.750136273169857	0.440202307482972	0.682803461154869	3	0.750136273169857	0.440202307482972	0.682803461154869	4	0.784187701356426	0.441557156418373	0.565671853936516	5	1.23970830697549	0.667835117913193	0.770274079787625	5	1.23970830697549	0.667835117913193	0.770274079787625	0.208577426283927	0.0764522986909468	0.04	0.188818526361784	0.155003225772885	0.0711719646451364	78	11.3294871794872	11.3	0.100787772860477	78	2.54913611955392	0.197187784030216	0.200469078986224	0.00930788175488834	Quercus_acuta	1.0181226347864	47	Castanopsis_sieboldii	0.530102134190618	16	Pinus_densiflora	0.506674492374635	5	Castanopsis_sieboldii	1950	25.45306586966	1175	0.166075732532391	13.2525533547654	400	0.205387895212936	12.6668623093659	125	0.359198552335613	-0.0338153005888993	490.272760612096	240.425675194861	115.104997728418	88.2213246188311
CS	35	34.36	126.68	277	10	230	mono_B	0.92646715590194	3	0.521184191764161	0.262746372214708	0.474402295641543	3	0.521184191764161	0.262746372214708	0.474402295641543	4	0.351337421079519	0.164298235700951	0.25343637753507	5	0.751974254924831	0.387476539958484	0.467227874474233	6	0.959557528426775	0.470675281903323	0.535539253402233	0.214815959773643	0.0722237020318147	0.04	0.217093667688532	0.166	0.114781202428154	109	11.951376146789	11.8	1.48782806397254	109	1.79799367405501	0.208282246938553	0.10060611447296	0.011813414773181	Quercus_acuta	2.85031517832323	85	Castanopsis_sieboldii	0.58827500535714	14	Pinus_densiflora	0.296682585427059	3	Castanopsis_sieboldii	2725	71.2578794580809	2125	0.206629364122448	14.7068751339285	350	0.231302986207639	7.41706463567648	75	0.354846445663473	-0.0510936676885319	857.110382564709	617.438521722262	121.879453500465	51.907219401037
CS	1001.1	34.37	126.68	288	23	NA	mono_B	0.961367150238378	2	0.163574663081975	0.074280705361836	0.235988355243448	3	0.341710746922936	0.154695958123276	0.311038526009212	3	0.341710746922936	0.154695958123276	0.311038526009212	4	0.689051627960495	0.340018442683834	0.497045683287537	4	0.689051627960495	0.340018442683834	0.497045683287537	0.196057873676725	0.016418148395686	0.12	0.116132752745135	0.102	0.0397716989236629	615	11.8068292682927	12.2	1.4630137768299	615	2.83855462872711	0.122393323714343	0.0813567814260616	0.00184577857993888	Quercus_acuta	5.22461466697822	543	Castanopsis_sieboldii	0.752649416178265	35	Camellia_japonica	0.28546631425558	29	Castanopsis_sieboldii	5125	43.5384555581518	4525	0.110683345389417	6.27207846815221	291.666666666667	0.165469289338795	2.37888595212984	241.666666666667	0.111952422160426	-0.0141327527451347	590.605871444351	482.749911133959	59.3307436943123	26.2583283219624
CS	1012	33.32	126.55	582	0	135	mono_B	0.985038922658772	3	0.517558337436746	0.295759578381937	0.471101900802695	6	0.700721298420836	0.353272003870185	0.391080002899456	17	1.01387900447238	0.37056213396829	0.357854803486433	19	1.52213028369874	0.648888778120394	0.516950867200396	22	1.67007175866241	0.67131368569392	0.54029402179447	0.288980012650448	0.0325955884460445	0.06	0.1615055444627	0.122	0.0786924438640748	269	NA	NA	NA	0	1.93516856431009	0.160099674525297	0.0840043282638257	0.00535510850232023	Castanopsis_sieboldii	2.8962735372526	88	Quercus_acuta	1.1709878209211	64	Quercus_serrata	0.288093471112145	9	Castanopsis_sieboldii	4483.33333333333	48.2712256208767	1466.66666666667	0.204707385397703	19.5164636820183	1066.66666666667	0.152630476969706	4.80155785186908	150	0.201883354660281	-0.0395055444627004	877.189508719744	419.809509141126	190.600709199481	41.988382622113
CS	36	34.36	126.65	203	20	300	mixed	0.626283818976012	3	0.86232321487382	0.537716582094565	0.784920416209114	3	0.86232321487382	0.537716582094565	0.784920416209114	4	0.81693724303721	0.510047220875157	0.589295654623643	5	1.15771775434229	0.645627686294181	0.719330485132768	6	1.22888443512698	0.652490573982342	0.685853462047795	0.248254065351477	0.0741860923423128	0.04	0.131130544802574	0.1	0.0613409833579169	91	6.00879120879121	6	0.229805885065515	91	2.02339188943149	0.131539175028698	0.141484146521834	0.00725068658336537	Castanopsis_sieboldii	0.5353595894964	50	Pinus_densiflora	0.459283567195233	8	Quercus_acuta	0.158564035208311	25	Castanopsis_sieboldii	2275	13.38398973741	1250	0.116759667693943	11.4820891798808	200	0.270365031022875	3.96410088020777	625	0.0898643422053486	-0.0311305448025737	318.60139228767	145.300330397394	89.4668492905944	47.7242770212341
CS	34	34.36	126.68	272	10	260	mono_B	0.909476666136152	3	0.571556226442132	0.29543495806562	0.52025289753044	3	0.571556226442132	0.29543495806562	0.52025289753044	4	0.601225104940347	0.296790963273115	0.433692238677693	5	1.17371429581656	0.639094979435863	0.729269695182866	5	1.17371429581656	0.639094979435863	0.729269695182866	0.226998038718977	0.0509030306243753	0.04	0.151130112190823	0.12750882322412	0.057679008415952	74	12.0378378378378	12	0.685406129520521	74	2.61101860081622	0.157930130166274	0.227241171200304	0.0074576064325914	Castanopsis_sieboldii	0.600933267556616	20	Quercus_acuta	0.501883563577911	39	Pinus_densiflora	0.120166704397973	2	Castanopsis_sieboldii	1850	15.0233316889154	500	0.195592944658032	12.5470890894478	975	0.128004206661644	3.00416760994932	50	0.276587237594217	-0.0236212889667028	325.373107534871	133.028112939395	131.356354996225	23.1986198391844
CS	1011	34.15	126.8	108	5	160	mono_B	0.97616423974774	3	0.216838938613906	0.0880435435498773	0.197375307786506	5	0.332152789092955	0.12830862914273	0.206378131474864	15	0.41931436681384	0.142525454470919	0.154839953352111	17	0.924488891417072	0.44841066405458	0.3263040156706	19	0.968026220115588	0.452157728114551	0.32876423215591	0.218484878092246	0.0231093310303856	0.06	0.111286038006046	0.096	0.0418678134323011	541	NA	NA	NA	0	2.55992965292043	0.116146991090803	0.0773807275992371	0.00206769785873453	Castanopsis_sieboldii	3.73668020261624	286	Quercus_acuta	1.08609806043028	182	Pinus_densiflora	0.125428872092736	2	Castanopsis_sieboldii	9016.66666666667	62.2780033769373	4766.66666666667	0.128977812912827	18.1016343405047	3033.33333333333	0.0871673582922435	2.0904812015456	33.3333333333333	0.282578307730795	-0.0152860380060463	970.36443739775	650.044271127838	220.566568261911	16.0069325688515
LL	91	37.51	127.69	190	30	3	mono_N	1	1	0	0	NA	1	0	0	NA	1	0	0	NA	1	0	0	NA	1	0	0	NA	0.133692307692308	0	0.04	0.177891280540412	0.172518114990861	0.0419198502639722	26	17.1923076923077	17.3	1.70362509418547	26	4.54124298766015	0.189328805957032	0.671983944045424	0.00865435763695286	Larix_kaempferi	0.646208330083826	26	NA	NA	NA	NA	NA	NA	Larix_kaempferi	650	16.1552082520956	650	0.177891280540412	NA	NA	NA	NA	NA	NA	-0.0053731655495512	148.512549029872	148.512549029872	NA	NA
LL	11	37.7	128.07	326	0	35	mono_N	1	1	0	0	NA	1	0	0	NA	1	0	0	NA	1	0	0	NA	1	0	0	NA	0.0994937580826495	0	0.0225	0.143425093954153	0.145	0.0249618269169206	33	14.0424242424242	14.3	1.38045062910411	33	6.3534889737619	0.151711317922326	0.847719176342626	0.00439576829309631	Larix_kaempferi	0.533155762249907	33	NA	NA	NA	NA	NA	NA	Larix_kaempferi	1466.66666666667	23.6958116555514	1466.66666666667	0.143425093954153	NA	NA	NA	NA	NA	NA	0.00157490604584712	237.173597159034	237.173597159034	NA	NA
LL	136	35.46	127.64	680	15	330	mono_N	1	1	0	0	NA	1	0	0	NA	1	0	0	NA	1	0	0	NA	1	0	0	NA	0.0839825802069599	0	0.04	0.312382066635643	0.307	0.0486235539630743	9	22.3333333333333	22.3	1.63554272337961	9	7.33722938584675	0.329107066965293	1.8727238322888	0.0158378505721426	Larix_kaempferi	0.689770439216665	9	NA	NA	NA	NA	NA	NA	Larix_kaempferi	225	17.2442609804166	225	0.312382066635643	NA	NA	NA	NA	NA	NA	-0.00538206663564339	126.91275234375	126.91275234375	NA	NA
LL	119	37.78	126.95	250	12	0	mono_N	1	1	0	0	NA	1	0	0	NA	1	0	0	NA	1	0	0	NA	1	0	0	NA	0.0473628554996939	0	0.04	0.299776583475094	0.307	0.0268932261737986	19	24.5894736842105	24.6	0.191179778225468	19	15.3207974388279	0.309663313523734	2.87914361593583	0.00485625842302984	Larix_kaempferi	1.34103123568563	19	NA	NA	NA	NA	NA	NA	Larix_kaempferi	475	33.5257808921407	475	0.299776583475094	NA	NA	NA	NA	NA	NA	0.00722341652490599	250.787272021562	250.787272021562	NA	NA
LL	89	37.7	128.07	366	25	10	mono_N	1	1	0	0	NA	1	0	0	NA	1	0	0	NA	1	0	0	NA	1	0	0	NA	0.164394237462547	0	0.04	0.2015559743863	0.2	0.0586294287018892	37	22.0837837837838	22.7	3.30761020757968	37	3.8539572475142	0.213262946601092	0.506769856714769	0.00951385505055279	Larix_kaempferi	1.18054611656965	37	NA	NA	NA	NA	NA	NA	Larix_kaempferi	925	29.5136529142411	925	0.2015559743863	NA	NA	NA	NA	NA	NA	-0.00155597438629998	258.254772787306	258.254772787306	NA	NA
LL	98	35.38	126.74	488	20	135	mono_N	1	1	0	0	NA	1	0	0	NA	1	0	0	NA	1	0	0	NA	1	0	0	NA	0.14267385168078	0	0.04	0.248774775427271	0.24	0.0643181575981884	36	19.0555555555556	19.2	1.72849140573002	36	4.34206853420462	0.263477539234384	0.564517969010719	0.010593712232846	Larix_kaempferi	1.74986710804951	36	NA	NA	NA	NA	NA	NA	Larix_kaempferi	900	43.7466777012379	900	0.248774775427271	NA	NA	NA	NA	NA	NA	-0.00877477542727056	352.259937626993	352.259937626993	NA	NA
LL	90	37.7	128.07	337	37	330	mono_N	1	1	0	0	NA	1	0	0	NA	1	0	0	NA	1	0	0	NA	1	0	0	NA	0.287193600469694	0	0.04	0.042441135705822	0.037	0.019361699918365	60	4.76166666666667	4.9	1.05430379738249	60	2.05546053359509	0.0426693554891426	0.21330578498518	0.00280857999856038	Larix_kaempferi	0.0848819065091792	60	NA	NA	NA	NA	NA	NA	Larix_kaempferi	1500	2.12204766272948	1500	0.042441135705822	NA	NA	NA	NA	NA	NA	-0.00544113570582201	34.35903463485	34.35903463485	NA	NA
LL	195	36.61	127.04	431	34	16	mono_N	1	1	0	0	NA	1	0	0	NA	1	0	0	NA	1	0	0	NA	1	0	0	NA	0.179827448280052	0	0.04	0.179092894068643	0.18	0.0545061199527123	34	15.1235294117647	15.7	2.24877863463561	34	3.55886005981805	0.190150515613184	0.482033023045353	0.00966847187200789	Larix_kaempferi	0.856496332139002	34	NA	NA	NA	NA	NA	NA	Larix_kaempferi	850	21.4124083034751	850	0.179092894068643	NA	NA	NA	NA	NA	NA	0.000907105931356539	196.318509837355	196.318509837355	NA	NA
LL	88	37.79	127.83	601	18	8	mono_N	1	1	0	0	NA	1	0	0	NA	1	0	0	NA	1	0	0	NA	1	0	0	NA	0.1040338846309	0	0.04	0.252059516781255	0.239525572747463	0.0467872002289425	20	21.685	21.5	1.27620943669752	20	5.76820875123185	0.267284217589184	0.971020714296004	0.0109898332447523	Larix_kaempferi	0.99798973826587	20	NA	NA	NA	NA	NA	NA	Larix_kaempferi	500	24.9497434566467	500	0.252059516781255	NA	NA	NA	NA	NA	NA	-0.0125339440337929	199.863755145674	199.863755145674	NA	NA
LL	97	35.53	127.05	300	25	315	mono_N	1	1	0	0	NA	1	0	0	NA	1	0	0	NA	1	0	0	NA	1	0	0	NA	0.228228228228228	0	0.01	0.177263144004111	0.175641680702503	0.0681021915706978	18	14.1111111111111	14.95	3.64334831276184	18	2.78605252280221	0.185264195738845	0.546129777459133	0.0164530797566838	Larix_kaempferi	0.444221201217597	18	NA	NA	NA	NA	NA	NA	Larix_kaempferi	1800	44.4221201217597	1800	0.177263144004111	NA	NA	NA	NA	NA	NA	-0.00162146330160812	408.937255529143	408.937255529143	NA	NA
LL	137	35.46	127.64	623	13	50	mono_N	1	1	0	0	NA	1	0	0	NA	1	0	0	NA	1	0	0	NA	1	0	0	NA	0.122028902833238	0	0.04	0.269017750343727	0.257070029369431	0.0582900867260147	20	18.935	18.9	0.130887657735054	20	4.8972985670496	0.286204173180022	0.818791841230291	0.0138599211336972	Larix_kaempferi	1.13679394108126	20	NA	NA	NA	NA	NA	NA	Larix_kaempferi	500	28.4198485270316	500	0.269017750343727	NA	NA	NA	NA	NA	NA	-0.0119477209742965	221.880927014087	221.880927014087	NA	NA
LL	194	36.37	127.46	257	36	180	mono_N	1	1	0	0	NA	1	0	0	NA	1	0	0	NA	1	0	0	NA	1	0	0	NA	0.120395327942498	0	0.04	0.142156017576933	0.142	0.0314207241285414	21	11.3619047619048	11.6	1.70337200589777	21	5.49380633108253	0.150543090152929	0.965427125396922	0.00626498862755194	Larix_kaempferi	0.333303345591792	21	NA	NA	NA	NA	NA	NA	Larix_kaempferi	525	8.3325836397948	525	0.142156017576933	NA	NA	NA	NA	NA	NA	-0.000156017576933176	83.6949185937114	83.6949185937114	NA	NA
LL	87	37.78	127.83	525	10	8	mono_N	1	1	0	0	NA	1	0	0	NA	1	0	0	NA	1	0	0	NA	1	0	0	NA	0.08198981229124	0	0.04	0.232742208213016	0.231	0.034696502876053	31	21.5645161290323	21.6	0.718121803548106	31	7.18904430997701	0.245004793537079	0.951712159100217	0.00647974064469282	Larix_kaempferi	1.31886965570904	31	NA	NA	NA	NA	NA	NA	Larix_kaempferi	775	32.971741392726	775	0.232742208213016	NA	NA	NA	NA	NA	NA	-0.00174220821301616	272.576168914717	272.576168914717	NA	NA
LL	140	35.41	127.81	641	18	20	mono_N	1	1	0	0	NA	1	0	0	NA	1	0	0	NA	1	0	0	NA	1	0	0	NA	0.154277414465745	0	0.04	0.175556397720185	0.169	0.0460527136988081	41	16.0024390243902	16.1	2.87710686322893	41	4.20346130592519	0.186933721365769	0.51860750571767	0.00733428372927364	Larix_kaempferi	0.99244639802861	41	NA	NA	NA	NA	NA	NA	Larix_kaempferi	1025	24.8111599507153	1025	0.175556397720185	NA	NA	NA	NA	NA	NA	-0.00655639772018507	229.278942637713	229.278942637713	NA	NA
LL	86	37.51	127.69	178	23	330	mono_N	1	1	0	0	NA	1	0	0	NA	1	0	0	NA	1	0	0	NA	1	0	0	NA	0.12219501224449	0	0.04	0.338972243433267	0.333	0.0779347046046765	11	27.9818181818182	28	0.256195947736032	11	4.51464031392542	0.360864239925714	0.979264201102116	0.0256011863622307	Larix_kaempferi	0.992683588273957	11	NA	NA	NA	NA	NA	NA	Larix_kaempferi	275	24.8170897068489	275	0.338972243433267	NA	NA	NA	NA	NA	NA	-0.00597224343326669	176.847000817244	176.847000817244	NA	NA
LT	53	37.26	126.92	92	8	300	mono_B	1	1	0	0	NA	1	0	0	NA	1	0	0	NA	1	0	0	NA	1	0	0	NA	0.111283093600167	0	0.04	0.122346740863825	0.125500996011984	0.0245308675251908	40	10.0625	10.4	1.21964423143885	40	6.30383375177618	0.129336912960476	0.824287287141004	0.00339128401684681	Liriodendron_tulipifera	0.470256364936059	40	NA	NA	NA	NA	NA	NA	Liriodendron_tulipifera	1000	11.7564091234015	1000	0.122346740863825	NA	NA	NA	NA	NA	NA	0.0031542551481587	125.296048275415	125.296048275415	NA	NA
LT	54	37.25	126.97	72	3	20	mono_B	1	1	0	0	NA	1	0	0	NA	1	0	0	NA	1	0	0	NA	1	0	0	NA	0.0980450894243998	0	0.04	0.217486265915963	0.212	0.037483592469686	29	20.1310344827586	20.1	2.38059168039554	29	6.50255073221579	0.229874993162342	0.927710801478869	0.00693745430389759	Liriodendron_tulipifera	1.07733694391759	29	NA	NA	NA	NA	NA	NA	Liriodendron_tulipifera	725	26.9334235979397	725	0.217486265915963	NA	NA	NA	NA	NA	NA	-0.00548626591596299	228.700792094278	228.700792094278	NA	NA
LT	1003	35.47	126.83	408	36	215	mono_B	1	1	0	0	NA	1	0	0	NA	1	0	0	NA	1	0	0	NA	1	0	0	NA	0.273277167739492	0	0.12	0.195526809755934	0.166012047755577	0.0857544517136024	60	17.6133333333333	17.25	5.30099020704069	60	2.22341986332769	0.19953858192862	0.223524416684254	0.0122403919216745	Liriodendron_tulipifera	1.80158086472026	60	NA	NA	NA	NA	NA	NA	Liriodendron_tulipifera	500	15.0131738726688	500	0.195526809755934	NA	NA	NA	NA	NA	NA	-0.0295147620003573	132.955927172955	132.955927172955	NA	NA
LT	59	34.55	126.86	137	3	320	mono_B	0.950520933057666	2	0.196978521758143	0.0940617777536998	0.284179936502111	2	0.196978521758143	0.0940617777536998	0.284179936502111	2	0.196978521758143	0.0940617777536998	0.284179936502111	2	0.196978521758143	0.0940617777536998	0.284179936502111	2	0.196978521758143	0.0940617777536998	0.284179936502111	0.15685183897657	0.0108890340364283	0.04	0.37257842692583	0.33	0.103944598378962	19	24.9842105263158	24.8	1.26502663911114	19	3.84409336063063	0.396384463271715	0.671666701540582	0.0250222594993144	Liriodendron_tulipifera	1.96897670227597	17	Chamaecyparis_obtusa	0.102494460323367	2	NA	NA	NA	Liriodendron_tulipifera	475	49.2244175568993	425	0.384017386248561	2.56236150808418	50	0.255440795488896	NA	NA	NA	-0.0425784269258304	355.50817331217	333.905573545688	20.4184340901573	NA
LT	56	34.55	126.86	170	8	330	mono_B	0.955260601636473	2	0.182724194447816	0.0854755691951936	0.263615289180295	2	0.182724194447816	0.0854755691951936	0.263615289180295	2	0.182724194447816	0.0854755691951936	0.263615289180295	2	0.182724194447816	0.0854755691951936	0.263615289180295	2	0.182724194447816	0.0854755691951936	0.263615289180295	0.33316687967093	0.0171656311836248	0.04	0.259888186659604	0.235	0.135868455331435	23	23.2	23.8	1.85300738358927	23	1.77008041233362	0.252131123275249	0.293019971133915	0.0313837409744749	Liriodendron_tulipifera	1.1655010293516	15	Chamaecyparis_obtusa	0.0545859577542861	8	NA	NA	NA	Liriodendron_tulipifera	575	29.1375257337901	375	0.314532669209416	1.36464894385715	200	0.0932074299613502	NA	NA	NA	-0.0248881866596045	241.408080977176	213.863355923721	16.1938333466032	NA
LT	55	34.55	126.86	117	5	0	mono_B	0.84633982407301	2	0.429005843535353	0.260097452522152	0.61892460298084	2	0.429005843535353	0.260097452522152	0.61892460298084	2	0.429005843535353	0.260097452522152	0.61892460298084	2	0.429005843535353	0.260097452522152	0.61892460298084	2	0.429005843535353	0.260097452522152	0.61892460298084	0.254472321538651	0.0297594835260763	0.04	0.226149010610261	0.171518220606442	0.101403860620382	40	17.9275	16.85	4.55631359651019	40	2.15585348057662	0.229959772463029	0.245993518060111	0.0179110791331497	Liriodendron_tulipifera	1.35982816993022	24	Chamaecyparis_obtusa	0.246888341867661	16	NA	NA	NA	Liriodendron_tulipifera	1000	33.9957042482554	600	0.2685909994769	6.17220854669153	400	0.1401668648433	NA	NA	NA	-0.0546307900038195	335.857495334045	265.579531394843	62.3415157511217	NA
LT	1004	35.47	126.83	410	43	248	mono_B	1	1	0	0	NA	1	0	0	NA	1	0	0	NA	1	0	0	NA	1	0	0	NA	0.259722398209156	0	0.12	0.203286589572456	0.17553489681542	0.0849993405670032	64	17.3734375	19.25	5.3134522956002	64	2.36435797302075	0.209323566999854	0.232251142955622	0.0116788873436438	Liriodendron_tulipifera	2.07724305370215	64	NA	NA	NA	NA	NA	NA	Liriodendron_tulipifera	533.333333333333	17.3103587808512	533.333333333333	0.203286589572456	NA	NA	NA	NA	NA	NA	-0.027751692757036	150.961013795088	150.961013795088	NA	NA
LT	1002	35.47	126.83	404	30	295	mono_B	1	1	0	0	NA	1	0	0	NA	1	0	0	NA	1	0	0	NA	1	0	0	NA	0.283508649758099	0	0.12	0.169065387537361	0.135	0.0762289625853724	76	17.2315789473684	19.05	5.26019544697256	76	2.1502087316802	0.171539680620504	0.19298363135785	0.00967808042072872	Liriodendron_tulipifera	1.70613299671889	76	NA	NA	NA	NA	NA	NA	Liriodendron_tulipifera	633.333333333333	14.2177749726574	633.333333333333	0.16906538753736	NA	NA	NA	NA	NA	NA	-0.0340653875373605	133.355739128897	133.355739128897	NA	NA
MT	1020	34.39	126.18	97	20	45	mono_B	0.990702653573704	3	0.20322635912737	0.0848189327365826	0.184984603962285	3	0.20322635912737	0.0848189327365826	0.184984603962285	3	0.20322635912737	0.0848189327365826	0.184984603962285	3	0.20322635912737	0.0848189327365826	0.184984603962285	3	0.20322635912737	0.0848189327365826	0.184984603962285	0.194130778380664	0.0015482730943272	0.03	0.0889127745685708	0.0815138025122126	0.0287399387183668	108	NA	NA	NA	0	3.26440002865066	0.0940660169856959	0.247520540050252	0.00292198734864196	Machilus_thunbergii	0.641045122557651	100	Alnus_firma	0.0232870555447343	6	Pinus_densiflora	0.00623449062104894	2	Machilus_thunbergii	3600	21.3681707519217	3333.33333333333	0.0903440092092442	0.776235184824478	200	0.0702969890298771	0.207816354034965	66.6666666666667	0.063	-0.00739897205635813	270.234968539368	256.713543373214	10.297101679997	2.87873631844972
MT	1021	34.39	126.18	97	20	45	mono_B	1	2	0.180777544797102	0.0843195310689744	0.260806867382862	3	0.193708678989271	0.0846253476578637	0.1763212381541	3	0.193708678989271	0.0846253476578638	0.1763212381541	3	0.193708678989271	0.0846253476578638	0.1763212381541	3	0.193708678989271	0.0846253476578638	0.1763212381541	0.23768225238813	0.00498027535293545	0.03	0.11368049481754	0.103	0.046131538147792	102	NA	NA	NA	0	2.38116878240916	0.117302140770964	0.172912525055699	0.00514649416331078	Machilus_thunbergii	0.98962838941834	98	Prunus_x_yedoensis	0.0417344876066136	2	Symplocos_sawafutagi	0.00392699081698724	2	Machilus_thunbergii	3400	32.9876129806113	3266.66666666667	0.113390871748648	1.39114958688712	66.6666666666667	0.163	0.130899693899575	66.6666666666667	0.05	-0.0106804948175402	378.62251798688	362.288231081315	13.2379705359531	1.98658504611362
NS	1013	34.4	126.23	250	25	0	mono_B	1	1	0	0	NA	2	0.321506859253099	0.177401330069465	0.463836351456232	3	0.936686667367198	0.575078948594127	0.852608947695988	3	0.936686667367198	0.575078948594127	0.852608947695988	3	0.936686667367198	0.575078948594127	0.852608947695988	0.301766713511344	0.0653176472960997	0.02	0.148914799959772	0.10115582039606	0.0750459692752138	34	NA	NA	NA	0	1.89720096813171	0.146875186799121	0.24112181048532	0.0141077923678235	Quercus_acuta	0.306196113380293	6	Neolitsea_sericea	0.227714416504639	13	Camellia_japonica	0.0582569087700057	15	Neolitsea_sericea	1700	15.3098056690146	300	0.254905538059363	11.385720825232	650	0.14934085947152	2.91284543850029	750	0.0703206939669967	-0.0477589795637115	291.988505151314	122.098843059514	112.155776948976	38.6350323298771
NS	1014	34.4	126.23	250	25	0	mono_B	1	2	0.571354559325532	0.383238580181076	0.824290389328244	4	1.36984440190572	0.741626142486987	0.988133862709444	5	1.4368654856735	0.750574602717472	0.89277472251191	5	1.4368654856735	0.750574602717472	0.89277472251191	5	1.4368654856735	0.750574602717472	0.89277472251191	0.228859207958887	0.0506732604944536	0.02	0.117113685727226	0.081	0.0465613172002989	52	NA	NA	NA	0	2.49635287364981	0.121879392254856	0.256614301152453	0.00719585097375734	Eurya_japonica	0.179046433911553	10	Quercus_serrata	0.134277167801572	4	Neolitsea_sericea	0.126218982645114	11	Neolitsea_sericea	2600	8.95232169557764	500	0.1509864232307	6.71385839007858	200	0.206740779721854	6.31094913225569	550	0.120870704774678	-0.0361136857272257	303.696781069756	87.8045240830312	58.1621604768599	67.5833236499626
PD	121	35.36	126.76	150	25	0	mono_N	1	1	0	0	NA	1	0	0	NA	1	0	0	NA	1	0	0	NA	1	0	0	NA	0.252921092564493	0	0.04	0.180229020970542	0.150332963783729	0.0740058036532202	40	15.715	15.55	2.70408522851572	40	2.46931775881238	0.186617768782987	0.313345984744766	0.0126177625196065	Pinus_densiflora	1.0204678337023	40	NA	NA	NA	NA	NA	NA	Pinus_densiflora	1000	25.5116958425576	1000	0.180229020970542	NA	NA	NA	NA	NA	NA	-0.0298960571868127	233.319074703404	233.319074703404	NA	NA
PD	173	35.09	127.61	230	16	40	mono_N	1	1	0	0	NA	1	0	0	NA	1	0	0	NA	1	0	0	NA	1	0	0	NA	0.107263107263107	0	0.04	0.272796627545137	0.272	0.0515027452038507	27	19.5481481481482	19.6	0.0579812328415279	27	6.43609203438187	0.28865501410907	1.01363910566414	0.00907751062547332	Pinus_densiflora	1.5780895341402	27	NA	NA	NA	NA	NA	NA	Pinus_densiflora	675	39.4522383535051	675	0.272796627545137	NA	NA	NA	NA	NA	NA	-0.000796627545136597	306.321110092789	306.321110092789	NA	NA
PD	158	35.38	128.35	73	23	300	mono_N	1	1	0	0	NA	1	0	0	NA	1	0	0	NA	1	0	0	NA	1	0	0	NA	0.17156701836655	0	0.01	0.106950642821818	0.103	0.0316371090124661	25	8.932	9	0.359072880253206	25	3.57871105768341	0.113777375033011	0.547569791156756	0.00673486196814994	Pinus_densiflora	0.224593244203298	25	NA	NA	NA	NA	NA	NA	Pinus_densiflora	2500	22.4593244203298	2500	0.106950642821818	NA	NA	NA	NA	NA	NA	-0.00395064282181759	252.424165130235	252.424165130235	NA	NA
